Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 2.2465023291960824 | Original: -0.20201978829184197
Output: 7.973391256120628 | Original: -0.20201978829184197
Output: 8.14451658122378 | Original: -0.20201978829184197
Output: 5.623419351882167 | Original: -0.20201978829184197
Output: 5.011248636283314 | Original: -0.20201978829184197
Output: 4.497514468779505 | Original: -0.20201978829184197
Output: 4.987756129395358 | Original: -0.20201978829184197
Output: 0.22731878302454148 | Original: -0.20201978829184197
Output: 5.216629280806849 | Original: -0.20201978829184197
Output: 6.85553638852948 | Original: -0.20201978829184197
Output: 0.8084338349367551 | Original: -0.20201978829184197
Output: 4.20523109202053 | Original: -0.20201978829184197
Output: 2.9855502566513836 | Original: -0.20201978829184197
Output: 3.6595021356299267 | Original: -0.20201978829184197
Output: 6.998658297819232 | Original: -0.20201978829184197
Output: 7.149832455057225 | Original: -0.20201978829184197
Output: 2.5435478827956164 | Original: -0.20201978829184197
Output: 6.129590738166674 | Original: -0.20201978829184197
Output: 8.342804940532677 | Original: -0.20201978829184197
Output: 7.787070276453328 | Original: -0.20201978829184197
Output: 1.2894085770706174 | Original: -0.20201978829184197
Output: 5.297764599103512 | Original: -0.20201978829184197
Output: 5.92824549728255 | Original: -0.20201978829184197
Output: 7.34131640911325 | Original: -0.1955726620997444
Output: 1.9319169617829026 | Original: -0.19085525269089249
Output: 5.051377343224877 | Original: -0.1851943614002702
Output: 7.597006580014548 | Original: -0.17906172916876276
Output: 6.150131531787458 | Original: -0.17623128352345163
Output: 7.23171704556667 | Original: -0.1713566271343047
Output: 7.939148058694327 | Original: -0.16726820564663303
Output: 7.771774740953727 | Original: -0.1589341156909947
Output: 7.00055894232832 | Original: -0.15012828479447116
Output: 2.2993566179751097 | Original: -0.1402217250358822
Output: 2.4522514933548765 | Original: -0.12528326190785122
Output: 2.7058040964096186 | Original: -0.11081653972070542
Output: 2.4469577984801063 | Original: -0.10075273298182137
Output: 3.0350028313657367 | Original: -0.08864471549910154
Output: 6.694403931648868 | Original: -0.07370625237107055
Output: 7.014815689807167 | Original: -0.04933297042533576
Output: 0.8549684572566076 | Original: -0.0301488388293381
Output: 7.348107914883758 | Original: -0.003259605198882309
Output: 5.537408215939457 | Original: 0.04957538018025885
Output: 1.3197445874706715 | Original: 0.17914689194339076
Output: 5.687659364465211 | Original: 0.2615443096180038
Output: 0.853264039703344 | Original: 0.4030665918835604
Output: 2.9154153629127544 | Original: 0.6791922892816911
Output: 4.099202079044655 | Original: 1.4237567409788146
Overall Mean-Squared Error for Fold 0: 30.260114237723517

