Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: -0.42230741417483686 | Original: -0.6209086814118165
Output: -0.36420921548303753 | Original: -0.5835128077030408
Output: -0.2952810291096295 | Original: -0.5461169339942652
Output: -0.21781049671955133 | Original: -0.5211863515217481
Output: -0.24141169463869433 | Original: -0.5087210602854896
Output: -0.6369617050388248 | Original: -0.47755783219484316
Output: 0.06380104176722139 | Original: -0.45885989534045535
Output: -0.49303368692530536 | Original: -0.43392931286793823
Output: -0.4776099012191589 | Original: -0.4089987303954212
Output: -0.06902362733754008 | Original: -0.37783550230477475
Output: 0.522681556061912 | Original: -0.34043962859599913
Output: -0.09566853038672363 | Original: -0.27811317241470634
Output: -0.08767129383774047 | Original: -0.2407172987059307
Output: -0.12040841951427078 | Original: -0.18462348814276722
Output: -0.07566845580417181 | Original: 0.02105381725549887
Output: 0.6412018755759669 | Original: 0.18933524894498932
Output: 1.1351982393060407 | Original: 0.5134328210877116
Output: 0.15069399502252095 | Original: 0.9559506599748901
Output: 2.6435539115998434 | Original: 1.8160557552767302
Overall Mean-Squared Error for Fold 0: 0.1818541730727921

