Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.6294387538894044 | Original: -2.1507912663368667
Output: 0.6295337664988427 | Original: -1.8405966969186949
Output: 0.629510525735565 | Original: -1.8405966969186949
Output: 0.6297028879009008 | Original: -1.8405966969186949
Output: 0.6296919305705396 | Original: -1.8405966969186949
Output: 0.6294500719949138 | Original: -1.8405966969186949
Output: 0.6294803288936062 | Original: -1.8405966969186949
Output: 0.6297750177976862 | Original: -1.530402127500523
Output: 0.6297281868741135 | Original: -1.530402127500523
Output: 0.6297175156855395 | Original: -1.530402127500523
Output: 0.6310093274744908 | Original: -1.530402127500523
Output: 0.629751760330552 | Original: -1.530402127500523
Output: 0.6299507609044124 | Original: -1.530402127500523
Output: 0.629970561542843 | Original: -1.530402127500523
Output: 0.6315173251579955 | Original: -1.530402127500523
Output: 0.6300404210398738 | Original: -1.530402127500523
Output: 0.6299697665029557 | Original: -1.530402127500523
Output: 0.6321816456069987 | Original: -1.2202075580823513
Output: 0.630529400360942 | Original: -1.2202075580823513
Output: 0.631771484711045 | Original: -1.2202075580823513
Output: 0.6296440092288866 | Original: -1.2202075580823513
Output: 0.6363021782466155 | Original: -1.2202075580823513
Output: 0.6826731114702463 | Original: -1.2202075580823513
Output: 0.6339086390695333 | Original: -1.2202075580823513
Output: 0.6304301716905084 | Original: -1.2202075580823513
Output: 0.6320355408809368 | Original: -1.2202075580823513
Output: 0.6303121302709793 | Original: -1.2202075580823513
Output: 0.6310627882016647 | Original: -1.2202075580823513
Output: 0.6304303951351974 | Original: -1.2202075580823513
Output: 0.7078330784383352 | Original: -1.2202075580823513
Output: 0.6298210421760218 | Original: -1.2202075580823513
Output: 0.6302929140596084 | Original: -1.2202075580823513
Output: 0.6304340215749615 | Original: -1.2202075580823513
Output: 0.6301092216761401 | Original: -1.2202075580823513
Output: 0.6303137958093376 | Original: -1.2202075580823513
Output: 0.6303692454964803 | Original: -1.2202075580823513
Output: 0.6306236398261705 | Original: -1.2202075580823513
Output: 0.633695728056454 | Original: -1.2202075580823513
Output: 0.6299698651314675 | Original: -1.2202075580823513
Output: 0.631544916661934 | Original: -1.2202075580823513
Output: 0.6364079416394841 | Original: -1.2202075580823513
Output: 0.6437909774010802 | Original: -0.9100129886641795
Output: 0.6326285664202166 | Original: -0.9100129886641795
