Done Forest Fires
CrossOver 0.75
Beta 0.0
popSize 80
Output: 6.330481623894024 | Original: -0.20201978829184197
Output: 9.914611099102249 | Original: -0.20201978829184197
Output: 9.093523704800292 | Original: -0.20201978829184197
Output: 7.797186422346651 | Original: -0.20201978829184197
Output: 0.2083812169084422 | Original: -0.20201978829184197
Output: 0.16526305759780666 | Original: -0.20201978829184197
Output: 2.439903191875409 | Original: -0.20201978829184197
Output: 2.222936000679327 | Original: -0.20201978829184197
Output: 9.770678292211262 | Original: -0.20201978829184197
Output: 7.2717912180995965 | Original: -0.20201978829184197
Output: 0.4821951919654843 | Original: -0.20201978829184197
Output: 6.949922224754581 | Original: -0.20201978829184197
Output: 8.42040526502395 | Original: -0.20201978829184197
Output: 0.5690507671635177 | Original: -0.20201978829184197
Output: 3.276530918534604 | Original: -0.20201978829184197
Output: 7.3892509489291065 | Original: -0.20201978829184197
Output: 7.936047360371761 | Original: -0.20201978829184197
Output: 0.11550839713299693 | Original: -0.20201978829184197
Output: 3.7170659786581175 | Original: -0.20201978829184197
Output: 7.861002666761571 | Original: -0.20201978829184197
Output: 8.652715799832222 | Original: -0.20201978829184197
Output: 8.87632279010963 | Original: -0.20201978829184197
Output: 0.4644770977173089 | Original: -0.20201978829184197
Output: 5.277166835084571 | Original: -0.1938429453164987
Output: 7.281552552419463 | Original: -0.1899117708091221
Output: 6.897106323287657 | Original: -0.18330739763672946
Output: 8.600017057918368 | Original: -0.1774892593658121
Output: 7.987018324001418 | Original: -0.17450156674020592
Output: 7.442749627505061 | Original: -0.1694696633707639
Output: 5.607297083914586 | Original: -0.1631797841589614
Output: 4.179504504726855 | Original: -0.1559464230653885
Output: 3.3610108047234433 | Original: -0.1469833451885699
Output: 7.186858215277985 | Original: -0.13283111696201425
Output: 9.296235260343853 | Original: -0.11977961759752401
Output: 2.636780497494902 | Original: -0.1070426121936239
Output: 0.8269324954004803 | Original: -0.09807953431680531
Output: 0.8106852154713466 | Original: -0.08565702287349533
Output: 6.384791624161318 | Original: -0.06552940939572728
Output: 4.3744979631968155 | Original: -0.044615561016483896
Output: 6.743426904318382 | Original: -0.02606041734166646
Output: 3.6865527047815294 | Original: 0.01796873714095119
Output: 1.314712200237497 | Original: 0.07866607153484553
Output: 9.533195557855775 | Original: 0.20886657121915767
Output: 0.6509453197205544 | Original: 0.29896909092822876
Output: 7.118602913782024 | Original: 0.479174130346371
Output: 6.850088063584123 | Original: 0.903740977143041
Output: 9.931257340865923 | Original: 2.7190001176692484
Overall Mean-Squared Error for Fold 4: 39.615575247339144

