Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: -1.9564536521746407 | Original: -2.1507912663368667
Output: -1.9530608393595976 | Original: -2.1507912663368667
Output: -2.1148512095387035 | Original: -1.8405966969186949
Output: -1.8629158116312268 | Original: -1.8405966969186949
Output: -1.9058962963023869 | Original: -1.8405966969186949
Output: -2.0047989575864094 | Original: -1.8405966969186949
Output: -1.5795336730270513 | Original: -1.8405966969186949
Output: -1.785542821366767 | Original: -1.530402127500523
Output: -1.5986614779033355 | Original: -1.530402127500523
Output: -0.7176524679478069 | Original: -1.530402127500523
Output: -1.3990169705935322 | Original: -1.530402127500523
Output: -1.9097335264228406 | Original: -1.530402127500523
Output: -1.4113732794706482 | Original: -1.530402127500523
Output: -1.7272437488852592 | Original: -1.530402127500523
Output: -1.44050456745376 | Original: -1.530402127500523
Output: -1.581331234627835 | Original: -1.530402127500523
Output: -1.6088749313959347 | Original: -1.530402127500523
Output: -1.1543161301735683 | Original: -1.2202075580823513
Output: -1.672264253256147 | Original: -1.2202075580823513
Output: -1.2873602345535877 | Original: -1.2202075580823513
Output: -1.980200778449643 | Original: -1.2202075580823513
Output: -0.803994746117094 | Original: -1.2202075580823513
Output: -0.15109126200541467 | Original: -1.2202075580823513
Output: -0.7785912019234058 | Original: -1.2202075580823513
Output: -1.54399803664578 | Original: -1.2202075580823513
Output: -0.8918070762175139 | Original: -1.2202075580823513
Output: -1.5210084374474713 | Original: -1.2202075580823513
Output: -1.1603390840318748 | Original: -1.2202075580823513
Output: -1.3076253607363721 | Original: -1.2202075580823513
Output: -2.1042576293739486 | Original: -1.2202075580823513
Output: -2.0657502102030425 | Original: -1.2202075580823513
Output: -1.5153054486912128 | Original: -1.2202075580823513
Output: 0.025751203283443547 | Original: -1.2202075580823513
Output: -1.0605469942088999 | Original: -1.2202075580823513
Output: -1.2542367666710883 | Original: -1.2202075580823513
Output: -1.5930190287492065 | Original: -1.2202075580823513
Output: -1.3723803409925983 | Original: -1.2202075580823513
Output: -0.7438281633717492 | Original: -1.2202075580823513
Output: -1.5107004247528288 | Original: -1.2202075580823513
Output: -1.1051250367103722 | Original: -1.2202075580823513
Output: -1.319823464096619 | Original: -1.2202075580823513
Output: -0.14124282979610248 | Original: -0.9100129886641795
Output: -1.1672498887508742 | Original: -0.9100129886641795
Output: -1.1144587532418286 | Original: -0.9100129886641795
Output: -0.5562175245151179 | Original: -0.9100129886641795
Output: -1.6319570555648002 | Original: -0.9100129886641795
Output: -0.7235171162731883 | Original: -0.9100129886641795
Output: -0.7598893724570126 | Original: -0.9100129886641795
Output: -0.5509660350982123 | Original: -0.9100129886641795
Output: 0.6434004277657053 | Original: -0.9100129886641795
Output: -0.6100054562941558 | Original: -0.9100129886641795
Output: 0.5177579267474812 | Original: -0.9100129886641795
Output: -0.5934560792730994 | Original: -0.9100129886641795
Output: -1.0598603125554062 | Original: -0.9100129886641795
Output: -1.2359115426205933 | Original: -0.9100129886641795
