Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: 0.6140509645071817 | Original: -0.5835128077030408
Output: 0.5503434465302139 | Original: -0.5523495796123945
Output: 0.5688691510660496 | Original: -0.5274189971398774
Output: 0.5576575710359398 | Original: -0.5087210602854896
Output: 0.5626151376776968 | Original: -0.4900231234311017
Output: 0.5586576244994831 | Original: -0.45885989534045535
Output: 0.5597666182508759 | Original: -0.44016195848606754
Output: 0.5499885414784755 | Original: -0.4089987303954212
Output: 0.5595076319895348 | Original: -0.37783550230477475
Output: 0.5849984790192131 | Original: -0.3466722742141284
Output: 0.5755338555520596 | Original: -0.28434581803283565
Output: 0.5731888823136092 | Original: -0.24694994432405998
Output: 0.6019453280107382 | Original: -0.1908561337608965
Output: 0.5858339014561571 | Original: -0.0038767652170182314
Output: 0.596453711448969 | Original: 0.17063731209060148
Output: 0.6171208853872235 | Original: 0.4199431368157725
Output: 0.6140551575429892 | Original: 0.8188324563760461
Output: 0.5864971474385026 | Original: 1.6353090323509811
Output: 0.6204315822534451 | Original: 6.4718420320193
Overall Mean-Squared Error for Fold 9: 2.5677938999981134

