Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: -0.15908611782755208 | Original: -0.5835128077030408
Output: -0.5314832902337339 | Original: -0.5585822252305238
Output: -0.3045785668024621 | Original: -0.5336516427580067
Output: -0.3839300026346194 | Original: -0.5087210602854896
Output: -0.5737110426819222 | Original: -0.4900231234311017
Output: -0.5237190324921573 | Original: -0.45885989534045535
Output: -0.15258747685844334 | Original: -0.44016195848606754
Output: -0.5459687592726579 | Original: -0.4214640216316797
Output: -0.46729137551195443 | Original: -0.37783550230477475
Output: -0.512990340018168 | Original: -0.3466722742141284
Output: -0.48151883458247713 | Original: -0.28434581803283565
Output: -0.22431910061727187 | Original: -0.24694994432405998
Output: 0.03435956065367572 | Original: -0.19708877937902577
Output: 0.3212097205421611 | Original: -0.03503999330766461
Output: -0.00672669355216593 | Original: 0.1644046664724722
Output: 1.0245043862000214 | Original: 0.41371049119764325
Output: 1.0245043862000214 | Original: 0.7128774808678484
Output: 2.0834924477965866 | Original: 1.629076386732852
Output: 4.479390399294458 | Original: 5.044566185467695
Overall Mean-Squared Error for Fold 8: 0.08627632706702117

