Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: -0.646922558476952 | Original: -0.5897454533211701
Output: -0.6451856195505895 | Original: -0.5585822252305238
Output: -0.8143660746346713 | Original: -0.5336516427580067
Output: -0.27305578755545956 | Original: -0.5211863515217481
Output: -0.7442288119572049 | Original: -0.496255769049231
Output: -0.5573438070047944 | Original: -0.4713251865767139
Output: -0.15558307076686367 | Original: -0.4526272497223261
Output: -0.7976915209373128 | Original: -0.4214640216316797
Output: 0.10397215594610465 | Original: -0.3965334391591626
Output: -0.37109031610166526 | Original: -0.3466722742141284
Output: -0.33250950251777767 | Original: -0.3092764005053527
Output: 0.1533106932816115 | Original: -0.25941523556031854
Output: -0.6262309610907127 | Original: -0.2157867162334136
Output: -0.4073385666552629 | Original: -0.08490115825269881
Output: 0.7199504941098527 | Original: 0.0896129190549209
Output: 0.33415606018857774 | Original: 0.23296376827189424
Output: 0.654337086760153 | Original: 0.6630163159228143
Output: 1.3634053653834806 | Original: 1.2551176496450953
Output: 2.888449722683436 | Original: 2.5203447101253382
Overall Mean-Squared Error for Fold 5: 0.08942600343871436

