Done Forest Fires
CrossOver 0.75
Beta 0.0
popSize 80
Output: 1.1935228327595853 | Original: -0.20201978829184197
Output: 0.9635461315319495 | Original: -0.20201978829184197
Output: 1.1557067660715774 | Original: -0.20201978829184197
Output: 1.1494006806928683 | Original: -0.20201978829184197
Output: 0.8388217621069278 | Original: -0.20201978829184197
Output: 0.8500256594889581 | Original: -0.20201978829184197
Output: 1.1873379765976497 | Original: -0.20201978829184197
Output: 1.1370866190108426 | Original: -0.20201978829184197
Output: 1.1940187198128236 | Original: -0.20201978829184197
Output: 0.8059212153990045 | Original: -0.20201978829184197
Output: 0.8322505008010632 | Original: -0.20201978829184197
Output: 0.8159669349824651 | Original: -0.20201978829184197
Output: 1.1710474291365764 | Original: -0.20201978829184197
Output: 1.1901060333537634 | Original: -0.20201978829184197
Output: 1.1136421265164826 | Original: -0.20201978829184197
Output: 1.1784069287078733 | Original: -0.20201978829184197
Output: 1.1822362505233153 | Original: -0.20201978829184197
Output: 0.9434907998626761 | Original: -0.20201978829184197
Output: 0.8035302731880545 | Original: -0.20201978829184197
Output: 1.088378977781862 | Original: -0.20201978829184197
Output: 1.1837770538745516 | Original: -0.20201978829184197
Output: 1.1516812906381293 | Original: -0.20201978829184197
Output: 1.193229210097552 | Original: -0.2006045654691864
Output: 1.1837546826209346 | Original: -0.1938429453164987
Output: 1.1882746858175428 | Original: -0.189597276848532
Output: 1.1892940786341175 | Original: -0.18267840971554922
Output: 1.1639554072013891 | Original: -0.1774892593658121
Output: 1.0166993693136512 | Original: -0.17434431975991088
Output: 1.1005887729903854 | Original: -0.16852618148899356
Output: 1.19190006085754 | Original: -0.16255079623778115
Output: 1.1842648775517568 | Original: -0.15405945930184772
Output: 1.1076279619135967 | Original: -0.1466688512279798
Output: 1.183779541740413 | Original: -0.13267386998171918
Output: 1.1722369104229444 | Original: -0.11820714779457338
Output: 1.1761287655045343 | Original: -0.10609913031185353
Output: 1.1740732514772927 | Original: -0.09462010075031392
Output: 1.1815458957463174 | Original: -0.08439904703113482
Output: 1.1191492167962602 | Original: -0.06505766845484207
Output: 1.1894498402314155 | Original: -0.044458314036188835
Output: 1.1711283646542945 | Original: -0.025588676400781257
Output: 1.1744567813925821 | Original: 0.022686146549803065
Output: 1.1943621571587713 | Original: 0.08574218564812336
Output: 1.18879030979767 | Original: 0.21358398062800957
Output: 1.1912596069536936 | Original: 0.3022712775144251
Output: 1.193232602614033 | Original: 0.5323236096861024
Output: 1.186445323924618 | Original: 0.910659844276024
Output: 1.1942503242242355 | Original: 2.887568880545556
Overall Mean-Squared Error for Fold 5: 1.5535227951554154

