Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: 0.7843568349603572 | Original: -0.6209086814118165
Output: 0.8425345629554001 | Original: -0.5835128077030408
Output: 0.7685611185786715 | Original: -0.5461169339942652
Output: 0.7751322104521943 | Original: -0.5211863515217481
Output: 0.8312830313693568 | Original: -0.5087210602854896
Output: 0.7685188253455747 | Original: -0.47755783219484316
Output: 0.8050213370661408 | Original: -0.45885989534045535
Output: 0.7732995463489839 | Original: -0.43392931286793823
Output: 0.7726891430214198 | Original: -0.4089987303954212
Output: 0.850655684003311 | Original: -0.37783550230477475
Output: 0.8878419194209689 | Original: -0.34043962859599913
Output: 0.7945285978097062 | Original: -0.27811317241470634
Output: 0.869723318731677 | Original: -0.2407172987059307
Output: 0.8290682679439902 | Original: -0.18462348814276722
Output: 0.8676804635725989 | Original: 0.02105381725549887
Output: 0.8725303434373014 | Original: 0.18933524894498932
Output: 0.8901568822110765 | Original: 0.5134328210877116
Output: 0.8833247370403442 | Original: 0.9559506599748901
Output: 0.8908356156056534 | Original: 1.8160557552767302
Overall Mean-Squared Error for Fold 0: 1.2543442063680472

