Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: 0.11437942511720758 | Original: -2.4609858357550385
Output: 0.12275554994571235 | Original: -2.1507912663368667
Output: 0.12784452062103968 | Original: -1.8405966969186949
Output: 0.15714544426371269 | Original: -1.8405966969186949
Output: 0.11492902450310441 | Original: -1.8405966969186949
Output: 0.13500617120667735 | Original: -1.8405966969186949
Output: 0.1176850787913875 | Original: -1.8405966969186949
Output: 0.12337779027339826 | Original: -1.530402127500523
Output: 0.14093943071370837 | Original: -1.530402127500523
Output: 0.1600291277365733 | Original: -1.530402127500523
Output: 0.14443203209087335 | Original: -1.530402127500523
Output: 0.2114635332323383 | Original: -1.530402127500523
Output: 0.14530029334754863 | Original: -1.530402127500523
Output: 0.12023277511471395 | Original: -1.530402127500523
Output: 0.14252247258587247 | Original: -1.530402127500523
Output: 0.12906828762602773 | Original: -1.530402127500523
Output: 0.1584705462229054 | Original: -1.530402127500523
Output: 0.13186385261933553 | Original: -1.530402127500523
Output: 0.17488171272261482 | Original: -1.2202075580823513
Output: 0.13471779958032284 | Original: -1.2202075580823513
Output: 0.2995653055676126 | Original: -1.2202075580823513
Output: 0.20986107676223162 | Original: -1.2202075580823513
Output: 0.49131701393031757 | Original: -1.2202075580823513
Output: 0.20796012004902675 | Original: -1.2202075580823513
Output: 0.4270436064672134 | Original: -1.2202075580823513
Output: 0.19810740087011675 | Original: -1.2202075580823513
Output: 0.4511893332668444 | Original: -1.2202075580823513
Output: 0.6480065838500155 | Original: -1.2202075580823513
Output: 0.13870618179979888 | Original: -1.2202075580823513
Output: 0.16307940226096632 | Original: -1.2202075580823513
Output: 0.17930547051122087 | Original: -1.2202075580823513
Output: 0.16669007987726334 | Original: -1.2202075580823513
Output: 0.44352834937987995 | Original: -1.2202075580823513
Output: 0.17728772835494525 | Original: -1.2202075580823513
Output: 0.21623665136533726 | Original: -1.2202075580823513
Output: 0.2449081242000669 | Original: -1.2202075580823513
Output: 0.19115363397983975 | Original: -1.2202075580823513
