Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: -1.6285976321667917 | Original: -2.1507912663368667
Output: -1.5919044568873542 | Original: -1.8405966969186949
Output: -1.6840840811576252 | Original: -1.8405966969186949
Output: -1.51633908197781 | Original: -1.8405966969186949
Output: -1.617746483546117 | Original: -1.8405966969186949
Output: -1.5127444620014134 | Original: -1.8405966969186949
Output: -1.5848322294715653 | Original: -1.530402127500523
Output: -1.568186584576818 | Original: -1.530402127500523
Output: -1.551325019273887 | Original: -1.530402127500523
Output: -1.1958434808990341 | Original: -1.530402127500523
Output: -0.9586239954886167 | Original: -1.530402127500523
Output: -1.1639838341196378 | Original: -1.530402127500523
Output: -1.6602239387321338 | Original: -1.530402127500523
Output: -1.3415736747713387 | Original: -1.530402127500523
Output: -1.3786007592821554 | Original: -1.530402127500523
Output: -1.6476561627022566 | Original: -1.530402127500523
Output: -1.4600829898998993 | Original: -1.530402127500523
Output: -1.379521300840869 | Original: -1.2202075580823513
Output: -1.1838536747325419 | Original: -1.2202075580823513
Output: -0.9631762193620664 | Original: -1.2202075580823513
Output: -1.3025199758015888 | Original: -1.2202075580823513
Output: -0.7476955334597357 | Original: -1.2202075580823513
Output: -1.3253923366496345 | Original: -1.2202075580823513
Output: -0.7799068057285383 | Original: -1.2202075580823513
Output: -1.1751862272191427 | Original: -1.2202075580823513
Output: -0.8135974958649841 | Original: -1.2202075580823513
Output: -1.101890632645984 | Original: -1.2202075580823513
Output: -0.9517410480005716 | Original: -1.2202075580823513
Output: -1.3976656351317955 | Original: -1.2202075580823513
Output: -1.4079922826851914 | Original: -1.2202075580823513
Output: -1.5042003948063893 | Original: -1.2202075580823513
Output: -1.020810675759105 | Original: -1.2202075580823513
Output: -0.8463492282714921 | Original: -1.2202075580823513
Output: -1.0134194158658856 | Original: -1.2202075580823513
Output: -1.0027598161806377 | Original: -1.2202075580823513
Output: -1.0717623678035006 | Original: -1.2202075580823513
Output: -1.2223746011551775 | Original: -1.2202075580823513
Output: -0.8895749610307662 | Original: -1.2202075580823513
Output: -1.0113235428479765 | Original: -1.2202075580823513
Output: -0.44089590408580837 | Original: -1.2202075580823513
Output: -1.1998239566826572 | Original: -0.9100129886641795
Output: -1.0810764529728656 | Original: -0.9100129886641795
Output: -0.8810153583682369 | Original: -0.9100129886641795
Output: -0.7661572945162329 | Original: -0.9100129886641795
Output: -1.2967217189086766 | Original: -0.9100129886641795
Output: -1.234732270474784 | Original: -0.9100129886641795
Output: -1.2397198266929597 | Original: -0.9100129886641795
Output: -0.6641330723112764 | Original: -0.9100129886641795
Output: -0.32061139415455536 | Original: -0.9100129886641795
Output: -0.9625733130500427 | Original: -0.9100129886641795
Output: -0.5657894068119793 | Original: -0.9100129886641795
Output: -1.1650418419881186 | Original: -0.9100129886641795
Output: -0.7842718114124773 | Original: -0.9100129886641795
Output: -0.644246856505093 | Original: -0.9100129886641795
Output: -1.0415300214435537 | Original: -0.9100129886641795
Output: -0.38295048659591274 | Original: -0.9100129886641795
Output: -0.5106931147500662 | Original: -0.9100129886641795
Output: -0.4360306534876116 | Original: -0.9100129886641795
Output: -0.8542178460431795 | Original: -0.9100129886641795
Output: -0.9889493866374971 | Original: -0.9100129886641795
Output: -0.7357149151547959 | Original: -0.9100129886641795
Output: -1.2751635652109417 | Original: -0.9100129886641795
Output: -0.8960322372172204 | Original: -0.9100129886641795
Output: 0.17476164040602826 | Original: -0.9100129886641795
Output: -0.5375552413113901 | Original: -0.9100129886641795
Output: -0.9812173039521093 | Original: -0.9100129886641795
Output: -0.7083172718189211 | Original: -0.9100129886641795
Output: -1.0001583881369966 | Original: -0.9100129886641795
Output: 0.15027228798267434 | Original: -0.9100129886641795
Output: -0.9701930000077722 | Original: -0.9100129886641795
Output: -0.22070073863297 | Original: -0.9100129886641795
Output: -0.6905721707572209 | Original: -0.9100129886641795
Output: -0.7080714290953727 | Original: -0.9100129886641795
Output: -0.679441372055359 | Original: -0.9100129886641795
Output: -1.1925998969564173 | Original: -0.9100129886641795
Output: -1.2816549483945494 | Original: -0.9100129886641795
Output: -0.38418719079217684 | Original: -0.5998184192460075
Output: -1.0356012325489732 | Original: -0.5998184192460075
Output: -1.0878100600922362 | Original: -0.5998184192460075
Output: -1.464984537600315 | Original: -0.5998184192460075
Output: -0.44046935003465604 | Original: -0.5998184192460075
Output: -0.42768514001087765 | Original: -0.5998184192460075
Output: -0.008563636959820504 | Original: -0.5998184192460075
Output: 0.4675765381994723 | Original: -0.5998184192460075
Output: -0.3578508830128664 | Original: -0.5998184192460075
Output: 0.05089733512484079 | Original: -0.5998184192460075
Output: 0.41062029239976966 | Original: -0.5998184192460075
Output: -1.1418436694988252 | Original: -0.5998184192460075
Output: -0.40223359415350013 | Original: -0.5998184192460075
Output: -0.21248142373953688 | Original: -0.5998184192460075
Output: -0.3665922602393971 | Original: -0.5998184192460075
Output: 0.15431602687562418 | Original: -0.5998184192460075
Output: -0.9601097169775428 | Original: -0.5998184192460075
Output: -0.3307454764831857 | Original: -0.5998184192460075
Output: -0.15428743826164 | Original: -0.5998184192460075
Output: 0.08574198724151336 | Original: -0.5998184192460075
Output: 0.19784377621591054 | Original: -0.5998184192460075
Output: -0.7916580680772196 | Original: -0.5998184192460075
Output: -0.3132818773072746 | Original: -0.5998184192460075
Output: -1.0031886583234269 | Original: -0.5998184192460075
Output: -0.19292906310742458 | Original: -0.5998184192460075
Output: -0.7425693388622684 | Original: -0.5998184192460075
Output: -0.43275013145885205 | Original: -0.5998184192460075
Output: -1.0155510427362522 | Original: -0.5998184192460075
Output: -0.6657644069622428 | Original: -0.5998184192460075
Output: 0.5660305537880088 | Original: -0.5998184192460075
Output: -0.2867233385321897 | Original: -0.5998184192460075
Output: -1.0841472053823475 | Original: -0.5998184192460075
Output: -0.49537128262293706 | Original: -0.5998184192460075
Output: -0.4369310064513366 | Original: -0.5998184192460075
Output: -0.5814027831473915 | Original: -0.5998184192460075
Output: 0.06933642770963262 | Original: -0.5998184192460075
Output: -0.10913206879587148 | Original: -0.5998184192460075
Output: -0.5367786418340647 | Original: -0.5998184192460075
Output: -0.8446546708077747 | Original: -0.5998184192460075
Output: -0.47133402531580143 | Original: -0.5998184192460075
Output: 0.4563032518271899 | Original: -0.5998184192460075
Output: 0.4531966669161194 | Original: -0.5998184192460075
Output: -0.11466146267561413 | Original: -0.5998184192460075
Output: -0.4617566757627283 | Original: -0.5998184192460075
Output: -0.2984861289823195 | Original: -0.5998184192460075
Output: 0.2537303937243327 | Original: -0.5998184192460075
Output: -0.4901595384104001 | Original: -0.5998184192460075
Output: -0.6665933715188191 | Original: -0.5998184192460075
Output: 0.5218398595790068 | Original: -0.5998184192460075
Output: -0.7478974547867925 | Original: -0.5998184192460075
Output: 0.003906485735443402 | Original: -0.5998184192460075
Output: 0.1068826931953525 | Original: -0.5998184192460075
Output: 0.20642731439442452 | Original: -0.28962384982783573
Output: -0.6895437637092278 | Original: -0.28962384982783573
Output: -0.6236239687486982 | Original: -0.28962384982783573
Output: 0.2136534578516263 | Original: -0.28962384982783573
Output: -0.683706587900652 | Original: -0.28962384982783573
Output: -0.5927796156328919 | Original: -0.28962384982783573
Output: -1.1420753983851588 | Original: -0.28962384982783573
Output: -0.39152665464627645 | Original: -0.28962384982783573
Output: 0.9815428398545116 | Original: -0.28962384982783573
Output: 0.6065123483633239 | Original: -0.28962384982783573
Output: -0.4408956668198531 | Original: -0.28962384982783573
Output: 0.045411616149745274 | Original: -0.28962384982783573
Output: 0.5997683657595463 | Original: -0.28962384982783573
Output: 1.0086951633413577 | Original: -0.28962384982783573
Output: -0.3697807425856728 | Original: -0.28962384982783573
Output: -0.09656510844281951 | Original: -0.28962384982783573
Output: -0.018220683889741986 | Original: -0.28962384982783573
Output: 0.3000852977003959 | Original: -0.28962384982783573
Output: -0.7001306360476377 | Original: -0.28962384982783573
Output: 0.4718576991231544 | Original: -0.28962384982783573
Output: -0.5378979520872555 | Original: -0.28962384982783573
Output: -0.22739239850577292 | Original: -0.28962384982783573
Output: 0.11806614618229477 | Original: -0.28962384982783573
Output: 0.6998763023467642 | Original: -0.28962384982783573
Output: 0.8047169399618579 | Original: -0.28962384982783573
Output: 0.38018816881958506 | Original: -0.28962384982783573
Output: -0.40251808553645574 | Original: -0.28962384982783573
Output: 0.018971624955078946 | Original: -0.28962384982783573
Output: 0.19485683426200592 | Original: -0.28962384982783573
Output: -0.33020544284969516 | Original: -0.28962384982783573
Output: -0.7399399069615399 | Original: -0.28962384982783573
Output: -0.7558407696480858 | Original: -0.28962384982783573
Output: -0.6527539363287418 | Original: -0.28962384982783573
Output: -0.15802033964525464 | Original: -0.28962384982783573
Output: -0.5869236422145652 | Original: -0.28962384982783573
Output: 0.692533467283669 | Original: -0.28962384982783573
Output: 0.7408773785789532 | Original: -0.28962384982783573
Output: -0.10070866483274615 | Original: -0.28962384982783573
Output: 0.5082167378004687 | Original: -0.28962384982783573
Output: -0.34297528943194155 | Original: -0.28962384982783573
Output: 0.7815223311220242 | Original: -0.28962384982783573
Output: -0.009045241592515185 | Original: -0.28962384982783573
Output: -0.34401479048418165 | Original: -0.28962384982783573
Output: 0.6862336958915236 | Original: -0.28962384982783573
Output: 0.46271276973026043 | Original: -0.28962384982783573
Output: 0.2799930588027554 | Original: -0.28962384982783573
Output: -0.30238731617631975 | Original: -0.28962384982783573
Output: -0.820513135860545 | Original: -0.28962384982783573
Output: -0.6148959674030019 | Original: -0.28962384982783573
Output: 0.41687210392906604 | Original: -0.28962384982783573
Output: 0.40072705466857284 | Original: -0.28962384982783573
Output: -0.30480233351213587 | Original: -0.28962384982783573
Output: 0.8175650224947019 | Original: -0.28962384982783573
Output: -0.6342593193456871 | Original: -0.28962384982783573
Output: 0.4965896034959535 | Original: -0.28962384982783573
Output: 0.3796469869702817 | Original: -0.28962384982783573
Output: -0.23480403848563264 | Original: -0.28962384982783573
Output: 0.34426398067011144 | Original: -0.28962384982783573
Output: -1.3098517607603253 | Original: -0.28962384982783573
Output: 0.950290671888246 | Original: -0.28962384982783573
Output: 0.41443479294512997 | Original: -0.28962384982783573
Output: 0.9537148938317681 | Original: -0.28962384982783573
Output: -0.6071512669512963 | Original: 0.020570719590336097
Output: 0.780056700860569 | Original: 0.020570719590336097
Output: 0.47424859509906125 | Original: 0.020570719590336097
Output: -1.1998295800119323 | Original: 0.020570719590336097
Output: -0.25682025415937326 | Original: 0.020570719590336097
Output: -0.9026757972296366 | Original: 0.020570719590336097
Output: -1.253018088317527 | Original: 0.020570719590336097
Output: -0.5761623208461187 | Original: 0.020570719590336097
Output: -0.32127665560954116 | Original: 0.020570719590336097
Output: 0.10545020979145102 | Original: 0.020570719590336097
Output: 0.8812867183712049 | Original: 0.020570719590336097
Output: 0.672784123302191 | Original: 0.020570719590336097
Output: 0.040101193097166685 | Original: 0.020570719590336097
Output: 1.1339820395977516 | Original: 0.020570719590336097
Output: 0.02029089177019774 | Original: 0.020570719590336097
Output: 0.49505256876967424 | Original: 0.020570719590336097
Output: 0.5989307463643229 | Original: 0.020570719590336097
Output: 0.577232923337245 | Original: 0.020570719590336097
Output: 1.1599784475709634 | Original: 0.020570719590336097
Output: 0.8789999855432375 | Original: 0.020570719590336097
Output: -0.0269602000851346 | Original: 0.020570719590336097
Output: 0.16269543986075705 | Original: 0.020570719590336097
Output: 0.21376626595705844 | Original: 0.020570719590336097
Output: 0.850025142968679 | Original: 0.020570719590336097
Output: 0.6172201075401308 | Original: 0.020570719590336097
Output: 1.0491677672061497 | Original: 0.020570719590336097
Output: 0.1405716677521886 | Original: 0.020570719590336097
Output: 0.6992411137505881 | Original: 0.020570719590336097
Output: 0.9778645109607682 | Original: 0.020570719590336097
Output: 0.64696133747717 | Original: 0.020570719590336097
Output: 0.37431977667679334 | Original: 0.020570719590336097
Output: 0.24454218204756117 | Original: 0.020570719590336097
Output: -1.1141436370797442 | Original: 0.020570719590336097
Output: 0.1594371832086603 | Original: 0.020570719590336097
Output: 0.5670189651635253 | Original: 0.020570719590336097
Output: 0.46694422046412687 | Original: 0.020570719590336097
Output: 0.04459316390536753 | Original: 0.020570719590336097
Output: 0.6768705830569695 | Original: 0.020570719590336097
Output: 0.8636816581002263 | Original: 0.020570719590336097
Output: 0.5162640207797744 | Original: 0.020570719590336097
Output: 0.7047417353556917 | Original: 0.020570719590336097
Output: 0.17795972637862573 | Original: 0.020570719590336097
Output: -0.5613557902748432 | Original: 0.020570719590336097
Output: -0.17940974592579303 | Original: 0.020570719590336097
Output: -1.2161770654501 | Original: 0.020570719590336097
Output: 0.27985404142232956 | Original: 0.020570719590336097
Output: 0.18184393935774434 | Original: 0.020570719590336097
Output: 0.05087610869904032 | Original: 0.020570719590336097
Output: 1.0665063489619688 | Original: 0.020570719590336097
Output: 0.4126819888913474 | Original: 0.020570719590336097
Output: 0.7819298739340758 | Original: 0.020570719590336097
Output: 0.07785689099973933 | Original: 0.020570719590336097
Output: -0.3268022096019986 | Original: 0.020570719590336097
Output: 0.14375546192238234 | Original: 0.020570719590336097
Output: 0.696835126749409 | Original: 0.020570719590336097
Output: 0.09256081162833044 | Original: 0.020570719590336097
Output: 0.3245340570805255 | Original: 0.020570719590336097
Output: -0.029966470231339082 | Original: 0.020570719590336097
Output: 0.017951146239138446 | Original: 0.33076528900850793
Output: 0.5173805684367652 | Original: 0.33076528900850793
Output: 0.33216288183743214 | Original: 0.33076528900850793
Output: -0.029622016674978945 | Original: 0.33076528900850793
Output: -0.7958034836237491 | Original: 0.33076528900850793
Output: 0.10393767782307477 | Original: 0.33076528900850793
Output: -0.007037926487813627 | Original: 0.33076528900850793
Output: 1.0079957180441084 | Original: 0.33076528900850793
Output: 0.9095256747254942 | Original: 0.33076528900850793
Output: 2.6732538464114333 | Original: 0.33076528900850793
Output: -0.016849687501568067 | Original: 0.33076528900850793
Output: 1.1356557926080046 | Original: 0.33076528900850793
Output: 0.5311001238616947 | Original: 0.33076528900850793
Output: 1.702654341171557 | Original: 0.33076528900850793
Output: 0.9088194667202706 | Original: 0.33076528900850793
Output: 1.0344335320417652 | Original: 0.33076528900850793
Output: 1.014261226981575 | Original: 0.33076528900850793
Output: 0.012261626701102096 | Original: 0.33076528900850793
Output: 0.3001579283675583 | Original: 0.33076528900850793
Output: 1.4534818832514735 | Original: 0.33076528900850793
Output: -0.47027402170015953 | Original: 0.33076528900850793
Output: 0.13112085099477438 | Original: 0.33076528900850793
Output: -0.44101260504231404 | Original: 0.33076528900850793
Output: 0.13020636984964082 | Original: 0.33076528900850793
Output: 1.1074311238320556 | Original: 0.33076528900850793
Output: 0.12418668976917376 | Original: 0.33076528900850793
Output: 2.2634289580356057 | Original: 0.33076528900850793
Output: 1.0257017634413272 | Original: 0.33076528900850793
Output: 0.7336101240684901 | Original: 0.33076528900850793
Output: 0.6104754006558031 | Original: 0.33076528900850793
Output: 1.4910398968772502 | Original: 0.33076528900850793
Output: -1.178597573349977 | Original: 0.33076528900850793
Output: 0.396206287356513 | Original: 0.33076528900850793
Output: -0.41799728784194756 | Original: 0.33076528900850793
Output: 1.3192634406095407 | Original: 0.33076528900850793
Output: 0.524506541213019 | Original: 0.33076528900850793
Output: 0.9405622674078392 | Original: 0.33076528900850793
Output: 1.0098194356442785 | Original: 0.33076528900850793
Output: 0.9215680144357993 | Original: 0.33076528900850793
Output: -0.327276971737411 | Original: 0.33076528900850793
Output: 1.523121031919565 | Original: 0.33076528900850793
Output: -0.03913337528453133 | Original: 0.33076528900850793
Output: 0.6962043606219576 | Original: 0.33076528900850793
Output: 1.4831848480230865 | Original: 0.33076528900850793
Output: 1.4856289612675342 | Original: 0.6409598584266798
Output: 0.497034932732566 | Original: 0.6409598584266798
Output: 0.781905968464983 | Original: 0.6409598584266798
Output: -0.01823258486217612 | Original: 0.6409598584266798
Output: 0.078515174025879 | Original: 0.6409598584266798
Output: -0.1451930389673828 | Original: 0.6409598584266798
Output: 0.20660446498069804 | Original: 0.6409598584266798
Output: 1.348783868174367 | Original: 0.6409598584266798
Output: 0.792792357329307 | Original: 0.6409598584266798
Output: -0.004593483923602969 | Original: 0.6409598584266798
Output: 1.0244618577129438 | Original: 0.6409598584266798
Output: 0.4382250504825073 | Original: 0.6409598584266798
Output: 0.2922903076660868 | Original: 0.6409598584266798
Output: -0.0963599339068869 | Original: 0.6409598584266798
Output: 0.493347744118639 | Original: 0.6409598584266798
Output: -0.5512796014046301 | Original: 0.6409598584266798
Output: 2.3495056533006617 | Original: 0.6409598584266798
Output: 1.2054759318523653 | Original: 0.6409598584266798
Output: 0.4158241653993163 | Original: 0.6409598584266798
Output: -0.5306047415258253 | Original: 0.6409598584266798
Output: 0.24178770636292385 | Original: 0.6409598584266798
Output: 2.525684213473615 | Original: 0.6409598584266798
Output: 0.5964991915294003 | Original: 0.6409598584266798
Output: -1.0510024350211857 | Original: 0.6409598584266798
Output: 0.9263670795201027 | Original: 0.9511544278448516
Output: 0.6339414872532317 | Original: 0.9511544278448516
Output: 1.4374793333025526 | Original: 0.9511544278448516
Output: 1.0484811770298272 | Original: 0.9511544278448516
Output: 0.031880412054239596 | Original: 0.9511544278448516
Output: -0.4386495907570623 | Original: 0.9511544278448516
Output: 0.41940552765983186 | Original: 0.9511544278448516
Output: 1.0284222221470294 | Original: 0.9511544278448516
Output: 0.6789895989891938 | Original: 0.9511544278448516
Output: 0.7615022074882546 | Original: 0.9511544278448516
Output: 0.11873279275334002 | Original: 0.9511544278448516
