Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.08745654682651957 | Original: -0.6209086814118165
Output: 0.1574142011459614 | Original: -0.5835128077030408
Output: 0.08237046262441672 | Original: -0.5461169339942652
Output: 0.10585216722913014 | Original: -0.5211863515217481
Output: 0.20952598179725848 | Original: -0.5087210602854896
Output: 0.08526875440445143 | Original: -0.47755783219484316
Output: 0.19902968928745404 | Original: -0.45885989534045535
Output: 0.09360900226133465 | Original: -0.43392931286793823
Output: 0.09776019824977669 | Original: -0.4089987303954212
Output: 0.40498919662755195 | Original: -0.37783550230477475
Output: 0.9203506063937078 | Original: -0.34043962859599913
Output: 0.5283948050505867 | Original: -0.27811317241470634
Output: 0.2710241811011048 | Original: -0.2407172987059307
Output: 0.27138747761111937 | Original: -0.18462348814276722
Output: 0.3868986080991079 | Original: 0.02105381725549887
Output: 0.7526236743814698 | Original: 0.18933524894498932
Output: 0.9845113531313604 | Original: 0.5134328210877116
Output: 0.8759338162680456 | Original: 0.9559506599748901
Output: 1.0077841722955099 | Original: 1.8160557552767302
Overall Mean-Squared Error for Fold 0: 0.43657601528345774

