Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: 0.10917394499832095 | Original: -0.6146760357936872
Output: 0.06776126555483637 | Original: -0.5710475164667823
Output: 0.19608452730536202 | Original: -0.5461169339942652
Output: 0.06064709504691896 | Original: -0.5211863515217481
Output: 0.1146160595013212 | Original: -0.5024884146673603
Output: 0.0439068567610433 | Original: -0.4713251865767139
Output: 0.1200488396558057 | Original: -0.45885989534045535
Output: 0.07854193596321252 | Original: -0.43392931286793823
Output: 0.10461284813175196 | Original: -0.4089987303954212
Output: 0.35059414546608025 | Original: -0.3716028566866455
Output: 0.28994849014772595 | Original: -0.3342069829778698
Output: 0.10201169806693869 | Original: -0.2718805267965771
Output: 0.27114218175655586 | Original: -0.2220193618515429
Output: 0.2725767268390537 | Original: -0.15969290567025013
Output: 0.562168617450604 | Original: 0.045984399728015976
Output: 0.08950231279262334 | Original: 0.20180054018124785
Output: 0.6849052267870819 | Original: 0.5757592772690044
Output: 0.5124905747995269 | Original: 1.0494403442468292
Output: 0.6859997818514204 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 2: 0.41074126544834116

