Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: -1.4379306253951611 | Original: -2.4609858357550385
Output: -1.3672940834883986 | Original: -2.1507912663368667
Output: -1.3298021800637454 | Original: -1.8405966969186949
Output: -1.0985002557385337 | Original: -1.8405966969186949
Output: -1.4253512738491172 | Original: -1.8405966969186949
Output: -1.2203505191681159 | Original: -1.8405966969186949
Output: -1.4105497635629494 | Original: -1.8405966969186949
Output: -1.312057401310386 | Original: -1.530402127500523
Output: -1.207109347639212 | Original: -1.530402127500523
Output: -1.0793004533168895 | Original: -1.530402127500523
Output: -1.153312931635257 | Original: -1.530402127500523
Output: -0.9185115619614176 | Original: -1.530402127500523
Output: -1.179568212236945 | Original: -1.530402127500523
Output: -1.3724879893135107 | Original: -1.530402127500523
Output: -1.1795477018912304 | Original: -1.530402127500523
Output: -1.2915612736419728 | Original: -1.530402127500523
Output: -1.121700865840068 | Original: -1.530402127500523
Output: -1.2649981712752751 | Original: -1.530402127500523
Output: -0.9884765650879976 | Original: -1.2202075580823513
Output: -1.2451576610419361 | Original: -1.2202075580823513
Output: -0.7188271560868462 | Original: -1.2202075580823513
Output: -0.9013771917137225 | Original: -1.2202075580823513
Output: -0.513525343364323 | Original: -1.2202075580823513
Output: -0.9611691772434464 | Original: -1.2202075580823513
Output: -0.5449406258631381 | Original: -1.2202075580823513
Output: -0.9142470144793943 | Original: -1.2202075580823513
Output: -0.5426142867690631 | Original: -1.2202075580823513
Output: -0.39936653803567 | Original: -1.2202075580823513
Output: -1.1878081566238006 | Original: -1.2202075580823513
Output: -1.0777422067119895 | Original: -1.2202075580823513
Output: -0.9902848303224243 | Original: -1.2202075580823513
Output: -1.030561507361733 | Original: -1.2202075580823513
Output: -0.5865444575784855 | Original: -1.2202075580823513
Output: -1.0231121845320323 | Original: -1.2202075580823513
Output: -0.8819867445726941 | Original: -1.2202075580823513
Output: -0.7984269042310502 | Original: -1.2202075580823513
Output: -0.9616031451404026 | Original: -1.2202075580823513
Output: -0.7172921502951539 | Original: -1.2202075580823513
Output: -0.7023942782512435 | Original: -1.2202075580823513
Output: -0.5689247876718697 | Original: -1.2202075580823513
Output: -0.9388932576492639 | Original: -1.2202075580823513
Output: -0.889204334219094 | Original: -0.9100129886641795
Output: -0.9226100431592039 | Original: -0.9100129886641795
Output: -1.0725754803317809 | Original: -0.9100129886641795
Output: -1.3332933462779235 | Original: -0.9100129886641795
Output: -0.6053266825397157 | Original: -0.9100129886641795
Output: -0.8593323528762777 | Original: -0.9100129886641795
Output: -0.8447676429284562 | Original: -0.9100129886641795
Output: -0.6140021629752801 | Original: -0.9100129886641795
Output: -0.20492776245838465 | Original: -0.9100129886641795
Output: -0.6711161747068525 | Original: -0.9100129886641795
Output: -0.36964219871110404 | Original: -0.9100129886641795
Output: -0.9243179241973107 | Original: -0.9100129886641795
Output: -0.3739300348379958 | Original: -0.9100129886641795
Output: -0.4148521361845664 | Original: -0.9100129886641795
