Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.6626299952095478 | Original: -2.4609858357550385
Output: 0.6626308442105111 | Original: -2.1507912663368667
Output: 0.6626318971695829 | Original: -1.8405966969186949
Output: 0.6626561202599542 | Original: -1.8405966969186949
Output: 0.6626300948171602 | Original: -1.8405966969186949
Output: 0.6626371401988509 | Original: -1.8405966969186949
Output: 0.6626302813358864 | Original: -1.8405966969186949
Output: 0.6626319528361967 | Original: -1.530402127500523
Output: 0.6626389525539753 | Original: -1.530402127500523
Output: 0.6626620554374663 | Original: -1.530402127500523
Output: 0.662643604905185 | Original: -1.530402127500523
Output: 0.662826234206224 | Original: -1.530402127500523
Output: 0.6626430139821441 | Original: -1.530402127500523
Output: 0.6626307245534246 | Original: -1.530402127500523
Output: 0.6626418993868702 | Original: -1.530402127500523
Output: 0.6626328259944149 | Original: -1.530402127500523
Output: 0.6626541132293952 | Original: -1.530402127500523
Output: 0.6626343179451749 | Original: -1.530402127500523
Output: 0.6626997701305416 | Original: -1.2202075580823513
Output: 0.6626355890433391 | Original: -1.2202075580823513
Output: 0.6635681634732443 | Original: -1.2202075580823513
Output: 0.6628235284812064 | Original: -1.2202075580823513
Output: 0.6683640939177041 | Original: -1.2202075580823513
Output: 0.6627763485364986 | Original: -1.2202075580823513
Output: 0.6658815091827626 | Original: -1.2202075580823513
Output: 0.6627578756774625 | Original: -1.2202075580823513
Output: 0.6667492257704113 | Original: -1.2202075580823513
Output: 0.6746546869377782 | Original: -1.2202075580823513
Output: 0.6626399773370648 | Original: -1.2202075580823513
Output: 0.6626679070293907 | Original: -1.2202075580823513
Output: 0.6627003893840356 | Original: -1.2202075580823513
Output: 0.662678901642664 | Original: -1.2202075580823513
Output: 0.6663552293927528 | Original: -1.2202075580823513
Output: 0.6626916915432066 | Original: -1.2202075580823513
Output: 0.6628527038158489 | Original: -1.2202075580823513
Output: 0.663046424041205 | Original: -1.2202075580823513
Output: 0.6627407861382089 | Original: -1.2202075580823513
Output: 0.6633813726528397 | Original: -1.2202075580823513
Output: 0.6634326555266298 | Original: -1.2202075580823513
Output: 0.6654878782508132 | Original: -1.2202075580823513
Output: 0.6627496813241773 | Original: -1.2202075580823513
Output: 0.6628126538311697 | Original: -0.9100129886641795
Output: 0.6627439731670902 | Original: -0.9100129886641795
Output: 0.6626631257849799 | Original: -0.9100129886641795
Output: 0.6626315247833605 | Original: -0.9100129886641795
Output: 0.6642260263132268 | Original: -0.9100129886641795
Output: 0.6629797815431648 | Original: -0.9100129886641795
Output: 0.6628946077342315 | Original: -0.9100129886641795
Output: 0.6652823573583458 | Original: -0.9100129886641795
Output: 0.7026497097120683 | Original: -0.9100129886641795
Output: 0.663919344424288 | Original: -0.9100129886641795
Output: 0.6764428275937115 | Original: -0.9100129886641795
Output: 0.6627818083279107 | Original: -0.9100129886641795
Output: 0.6748305892757834 | Original: -0.9100129886641795
Output: 0.6738721119589947 | Original: -0.9100129886641795
Output: 0.6628347343419358 | Original: -0.9100129886641795
Output: 0.695538344138033 | Original: -0.9100129886641795
Output: 0.6627036497249668 | Original: -0.9100129886641795
Output: 0.6971419841042575 | Original: -0.9100129886641795
Output: 0.6629839771941146 | Original: -0.9100129886641795
Output: 0.662801272474761 | Original: -0.9100129886641795
Output: 0.6626407640253149 | Original: -0.9100129886641795
Output: 0.6641476275452677 | Original: -0.9100129886641795
Output: 0.6664619884068566 | Original: -0.9100129886641795
Output: 0.6635918824068111 | Original: -0.9100129886641795
Output: 0.7087122298175174 | Original: -0.9100129886641795
Output: 0.6639763637404882 | Original: -0.9100129886641795
Output: 0.7140487623662061 | Original: -0.9100129886641795
Output: 0.6782504560420722 | Original: -0.9100129886641795
Output: 0.6628982671064992 | Original: -0.9100129886641795
Output: 0.6682251452560745 | Original: -0.9100129886641795
Output: 0.6639240685140874 | Original: -0.9100129886641795
Output: 0.6634608922043115 | Original: -0.9100129886641795
Output: 0.7234372118143159 | Original: -0.9100129886641795
Output: 0.6635152470270049 | Original: -0.9100129886641795
Output: 0.663577536906476 | Original: -0.9100129886641795
Output: 0.6629393112982102 | Original: -0.9100129886641795
Output: 0.6635877582450679 | Original: -0.5998184192460075
Output: 0.6670579085078158 | Original: -0.5998184192460075
Output: 0.6630882488423572 | Original: -0.5998184192460075
