Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: 0.7837570205512542 | Original: -0.6084433901755579
Output: 0.8086285570718897 | Original: -0.5710475164667823
Output: 0.808076569231616 | Original: -0.5461169339942652
Output: 0.764778359352994 | Original: -0.5211863515217481
Output: 0.747364499390396 | Original: -0.496255769049231
Output: 0.8129282183767795 | Original: -0.4713251865767139
Output: 0.7484782129668079 | Original: -0.4526272497223261
Output: 0.7659072235559219 | Original: -0.43392931286793823
Output: 0.7842510492076721 | Original: -0.4089987303954212
Output: 0.8210164281840104 | Original: -0.3716028566866455
Output: 0.7622901216434886 | Original: -0.3279743373597406
Output: 0.7986699804744155 | Original: -0.2718805267965771
Output: 0.8256774974530108 | Original: -0.2220193618515429
Output: 0.7636673716568324 | Original: -0.134762323197733
Output: 0.8297112052634326 | Original: 0.05221704534614525
Output: 0.8311316907912197 | Original: 0.2142658314175064
Output: 0.798381738093238 | Original: 0.6380857334502972
Output: 0.8252929215465543 | Original: 1.068138281101217
Output: 0.8310220839357215 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 3: 1.2393566676971797

