Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.11503989574539172 | Original: -0.5835128077030408
Output: -0.366022868160261 | Original: -0.5585822252305238
Output: -0.07342537339753084 | Original: -0.5336516427580067
Output: -0.19735638941232744 | Original: -0.5087210602854896
Output: -0.3820757089188545 | Original: -0.4900231234311017
Output: -0.2870407514043805 | Original: -0.45885989534045535
Output: -0.26499657205102367 | Original: -0.44016195848606754
Output: -0.22544190180828294 | Original: -0.4214640216316797
Output: -0.21469128231327209 | Original: -0.37783550230477475
Output: -0.28050777057503307 | Original: -0.3466722742141284
Output: -0.3826708448719572 | Original: -0.28434581803283565
Output: -0.19813626062458475 | Original: -0.24694994432405998
Output: 0.0412576466442125 | Original: -0.19708877937902577
Output: 0.4589824668088327 | Original: -0.03503999330766461
Output: -0.09654927964350855 | Original: 0.1644046664724722
Output: 0.37328523202600145 | Original: 0.41371049119764325
Output: 0.37308218556380107 | Original: 0.7128774808678484
Output: 1.1961686646232592 | Original: 1.629076386732852
Output: 1.7736203043093222 | Original: 5.044566185467695
Overall Mean-Squared Error for Fold 8: 0.6363780964887521

