Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.1898579115613844 | Original: -0.5835128077030408
Output: -0.8977304681901589 | Original: -0.5523495796123945
Output: -0.534530575413028 | Original: -0.5274189971398774
Output: -0.7396114600611541 | Original: -0.5087210602854896
Output: -0.6581358135173939 | Original: -0.4900231234311017
Output: -0.5499745153424733 | Original: -0.45885989534045535
Output: -0.4955364581166116 | Original: -0.44016195848606754
Output: -0.812305108800701 | Original: -0.4089987303954212
Output: -0.6998397685191239 | Original: -0.37783550230477475
Output: -0.4983782214664365 | Original: -0.3466722742141284
Output: -0.40036300722337936 | Original: -0.28434581803283565
Output: -0.4618296046359167 | Original: -0.24694994432405998
Output: -0.06553594879653772 | Original: -0.1908561337608965
Output: -0.38807656161086 | Original: -0.0038767652170182314
Output: 0.03504916165284319 | Original: 0.17063731209060148
Output: 0.8661042020245161 | Original: 0.4199431368157725
Output: 0.4792487776292027 | Original: 0.8188324563760461
Output: -0.10725599765020787 | Original: 1.6353090323509811
Output: 6.869266545637833 | Original: 6.4718420320193
Overall Mean-Squared Error for Fold 9: 0.2552592987164637

