Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.7869180691361415 | Original: -0.5959780989392994
Output: -0.06532217711317106 | Original: -0.5585822252305238
Output: -0.6350971477315983 | Original: -0.5398842883761359
Output: 0.29521062566546447 | Original: -0.5211863515217481
Output: -0.7162423158997538 | Original: -0.496255769049231
Output: -0.20329317895177523 | Original: -0.4713251865767139
Output: -0.6798862716077048 | Original: -0.4526272497223261
Output: 0.5616251760953033 | Original: -0.427696667249809
Output: 0.06883800310391744 | Original: -0.40276608477729187
Output: -0.3532437757330067 | Original: -0.3529049198322577
Output: 0.0957138444462157 | Original: -0.32174169174161127
Output: 0.09673832146674746 | Original: -0.2656478811784478
Output: -0.6342566633406221 | Original: -0.2157867162334136
Output: 0.1797093400352529 | Original: -0.12229703196147447
Output: 0.9950896370049193 | Original: 0.0646823365824038
Output: 0.4678744924820946 | Original: 0.2204984770356357
Output: 1.592149213717412 | Original: 0.6380857334502972
Output: 1.4403689645154436 | Original: 1.068138281101217
Output: 2.542466198679252 | Original: 2.3894591521446236
Overall Mean-Squared Error for Fold 4: 0.2578609279673818

