Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.34102393946798826 | Original: -0.6084433901755579
Output: -0.06232887023241551 | Original: -0.5710475164667823
Output: -0.06434932234345031 | Original: -0.5461169339942652
Output: -0.23557955664620167 | Original: -0.5211863515217481
Output: -0.6956527300412265 | Original: -0.496255769049231
Output: 1.3962799871115128 | Original: -0.4713251865767139
Output: -0.3949378611770623 | Original: -0.4526272497223261
Output: -0.18255096008335858 | Original: -0.43392931286793823
Output: -0.276554101586424 | Original: -0.4089987303954212
Output: 0.1766273886370327 | Original: -0.3716028566866455
Output: 0.05893785532434839 | Original: -0.3279743373597406
Output: -0.09185728088416367 | Original: -0.2718805267965771
Output: 0.4826991144667786 | Original: -0.2220193618515429
Output: 0.08631462010090947 | Original: -0.134762323197733
Output: 1.1452138703642896 | Original: 0.05221704534614525
Output: 0.985644266878026 | Original: 0.2142658314175064
Output: 0.3446254288914212 | Original: 0.6380857334502972
Output: 0.8594962651441576 | Original: 1.068138281101217
Output: 1.2174644383540487 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 3: 0.43413467918095855

