Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: 0.9240076860453553 | Original: -2.1507912663368667
Output: 0.9241410688267077 | Original: -1.8405966969186949
Output: 0.9241045295341953 | Original: -1.8405966969186949
Output: 0.9243575404635715 | Original: -1.8405966969186949
Output: 0.9243448132773057 | Original: -1.8405966969186949
Output: 0.9240208803979779 | Original: -1.8405966969186949
Output: 0.9240643891233784 | Original: -1.8405966969186949
Output: 0.9244228293103816 | Original: -1.530402127500523
Output: 0.9244002147040419 | Original: -1.530402127500523
Output: 0.9243709200044828 | Original: -1.530402127500523
Output: 0.9258992750629651 | Original: -1.530402127500523
Output: 0.924400354494696 | Original: -1.530402127500523
Output: 0.9246920527335585 | Original: -1.530402127500523
Output: 0.924664282399808 | Original: -1.530402127500523
Output: 0.9261803051145351 | Original: -1.530402127500523
Output: 0.9247402591763735 | Original: -1.530402127500523
Output: 0.9246667406094499 | Original: -1.530402127500523
Output: 0.9270961644825692 | Original: -1.2202075580823513
Output: 0.9253509545904549 | Original: -1.2202075580823513
Output: 0.9264385702998698 | Original: -1.2202075580823513
Output: 0.9242656015577316 | Original: -1.2202075580823513
Output: 0.9311214083153347 | Original: -1.2202075580823513
Output: 0.9807580277736366 | Original: -1.2202075580823513
Output: 0.9287956790817471 | Original: -1.2202075580823513
Output: 0.9254345854315298 | Original: -1.2202075580823513
Output: 0.9271908667926474 | Original: -1.2202075580823513
Output: 0.9250588905362177 | Original: -1.2202075580823513
Output: 0.9258935979086772 | Original: -1.2202075580823513
Output: 0.9251597030589244 | Original: -1.2202075580823513
Output: 1.0214759949122798 | Original: -1.2202075580823513
Output: 0.9244985890480512 | Original: -1.2202075580823513
Output: 0.9250226621671663 | Original: -1.2202075580823513
Output: 0.9252140750836827 | Original: -1.2202075580823513
Output: 0.9247992700472377 | Original: -1.2202075580823513
Output: 0.9251487544128644 | Original: -1.2202075580823513
Output: 0.9251059590781877 | Original: -1.2202075580823513
Output: 0.9255117665356595 | Original: -1.2202075580823513
Output: 0.9284955456810035 | Original: -1.2202075580823513
Output: 0.9246477249258884 | Original: -1.2202075580823513
Output: 0.9264216062674017 | Original: -1.2202075580823513
Output: 0.9319110625412915 | Original: -1.2202075580823513
Output: 0.9387907589437466 | Original: -0.9100129886641795
Output: 0.9276890856543974 | Original: -0.9100129886641795
Output: 0.9268794611601837 | Original: -0.9100129886641795
Output: 0.9281305851769431 | Original: -0.9100129886641795
Output: 0.9245197086841425 | Original: -0.9100129886641795
Output: 0.9369066952229415 | Original: -0.9100129886641795
Output: 0.930106360691407 | Original: -0.9100129886641795
Output: 0.9567255276343153 | Original: -0.9100129886641795
Output: 0.9243261515050191 | Original: -0.9100129886641795
Output: 0.9518998738071116 | Original: -0.9100129886641795
Output: 1.0674782408616408 | Original: -0.9100129886641795
Output: 0.9320032597010574 | Original: -0.9100129886641795
Output: 0.9279440803342069 | Original: -0.9100129886641795
Output: 0.9264428898679412 | Original: -0.9100129886641795
Output: 0.9370789021836798 | Original: -0.9100129886641795
Output: 0.9567556201610469 | Original: -0.9100129886641795
Output: 0.9352011853406114 | Original: -0.9100129886641795
Output: 0.9265550509442104 | Original: -0.9100129886641795
Output: 0.9839664557542717 | Original: -0.9100129886641795
Output: 0.9252002609161869 | Original: -0.9100129886641795
Output: 0.9327135293969393 | Original: -0.9100129886641795
Output: 0.9249339490775459 | Original: -0.9100129886641795
Output: 0.9430162696707649 | Original: -0.9100129886641795
Output: 0.9382836962169746 | Original: -0.9100129886641795
Output: 0.9272512935103695 | Original: -0.9100129886641795
Output: 0.9253156454731947 | Original: -0.9100129886641795
Output: 0.9306285622509198 | Original: -0.9100129886641795
Output: 0.9324686962352938 | Original: -0.9100129886641795
Output: 0.924427305932446 | Original: -0.9100129886641795
Output: 0.9401976337636302 | Original: -0.9100129886641795
Output: 0.9263254958005646 | Original: -0.9100129886641795
Output: 0.9378210673936411 | Original: -0.9100129886641795
Output: 0.9246687060605285 | Original: -0.9100129886641795
Output: 0.9495439433871057 | Original: -0.9100129886641795
Output: 0.9310355656197727 | Original: -0.9100129886641795
Output: 0.9618610418427793 | Original: -0.5998184192460075
Output: 1.0634915106333507 | Original: -0.5998184192460075
Output: 0.9279833366039851 | Original: -0.5998184192460075
Output: 0.9246551025598542 | Original: -0.5998184192460075
Output: 0.9659044309663852 | Original: -0.5998184192460075
Output: 0.9248635494236633 | Original: -0.5998184192460075
Output: 0.997402596391859 | Original: -0.5998184192460075
Output: 1.0697045908846783 | Original: -0.5998184192460075
Output: 1.0895799627417464 | Original: -0.5998184192460075
Output: 0.96513886253038 | Original: -0.5998184192460075
Output: 1.0550213845865124 | Original: -0.5998184192460075
Output: 1.0782625795677911 | Original: -0.5998184192460075
Output: 0.9401119089469429 | Original: -0.5998184192460075
Output: 0.9587980300433924 | Original: -0.5998184192460075
Output: 0.9296762840545113 | Original: -0.5998184192460075
Output: 1.0371680366713565 | Original: -0.5998184192460075
Output: 0.9267888011906191 | Original: -0.5998184192460075
Output: 0.9529232268503006 | Original: -0.5998184192460075
Output: 0.9837829999114653 | Original: -0.5998184192460075
Output: 1.0704084648271959 | Original: -0.5998184192460075
