Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 0.8577454346905657 | Original: -0.20201978829184197
Output: 0.5667787824204638 | Original: -0.20201978829184197
Output: 0.6524784693070651 | Original: -0.20201978829184197
Output: 0.3398832567252426 | Original: -0.20201978829184197
Output: 0.19175072628914014 | Original: -0.20201978829184197
Output: -0.44901771854063366 | Original: -0.20201978829184197
Output: -0.34553619806557856 | Original: -0.20201978829184197
Output: -0.25735495445152956 | Original: -0.20201978829184197
Output: -1.7714815696069917 | Original: -0.20201978829184197
Output: 0.1953907579027802 | Original: -0.20201978829184197
Output: -0.48316409247019854 | Original: -0.20201978829184197
Output: -1.4692383941446532 | Original: -0.20201978829184197
Output: 4.381601604637025 | Original: -0.20201978829184197
Output: 0.5003118913634343 | Original: -0.20201978829184197
Output: -0.13495777806784612 | Original: -0.20201978829184197
Output: 0.6305514012709454 | Original: -0.20201978829184197
Output: 1.1759506272239777 | Original: -0.20201978829184197
Output: 0.10513235985789426 | Original: -0.20201978829184197
Output: 0.470225461013687 | Original: -0.20201978829184197
Output: -0.16607613126522744 | Original: -0.20201978829184197
Output: 1.643263787749054 | Original: -0.20201978829184197
Output: 1.8695088203821943 | Original: -0.20201978829184197
Output: -0.4246513117993256 | Original: -0.19683063794210487
Output: 1.272748731098434 | Original: -0.1913269936317777
Output: 0.7450806915814969 | Original: -0.1869240781835159
Output: 1.2060858081061456 | Original: -0.1803197050111233
Output: 0.7607058392083463 | Original: -0.1763885305037467
Output: 0.29443408550054506 | Original: -0.17151387411459976
Output: 0.019801528413382924 | Original: -0.16773994658751823
Output: -0.1975894519752329 | Original: -0.1605065854939453
Output: -0.2790330440879576 | Original: -0.15185800157771687
Output: 0.5696579801117538 | Original: -0.14368115860237357
Output: -0.8402569216224895 | Original: -0.12937168339552282
Output: -1.5988514566261676 | Original: -0.114747714228082
Output: 0.426005661856682 | Original: -0.10090997996211645
Output: -0.219649979358063 | Original: -0.09131791416411761
Output: 1.0580546264675874 | Original: -0.07590771009520143
Output: -0.6420744266232405 | Original: -0.05625183755831856
Output: -1.0982813718064943 | Original: -0.03329377843523935
Output: -0.7133402681027521 | Original: -0.011750942134815727
Output: 0.1591733363194623 | Original: 0.040926796264030375
Output: 1.1765749024230523 | Original: 0.16609539257890055
Output: -1.1884290978230527 | Original: 0.24865005723380862
Output: -0.508098000155963 | Original: 0.38010853276048134
Output: -1.4426105033718235 | Original: 0.6122050756759944
Output: 0.35391867530865717 | Original: 1.1894587403391705
Output: 1.634517491054057 | Original: 11.53300785716812
Overall Mean-Squared Error for Fold 9: 3.389725358143997

