Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: -1.1362648279886565 | Original: -2.7711804051732103
Output: -1.032653514873478 | Original: -2.1507912663368667
Output: -0.8683866213075861 | Original: -1.8405966969186949
Output: -0.8923410931687212 | Original: -1.8405966969186949
Output: -1.044423269676278 | Original: -1.8405966969186949
Output: -0.9575498441742611 | Original: -1.8405966969186949
Output: -1.0450206486769706 | Original: -1.8405966969186949
Output: -1.01695733162564 | Original: -1.530402127500523
Output: -1.0379511737477107 | Original: -1.530402127500523
Output: -0.9679322705796383 | Original: -1.530402127500523
Output: -0.9312049827262554 | Original: -1.530402127500523
Output: -0.7807695627655882 | Original: -1.530402127500523
Output: -0.9951561187030242 | Original: -1.530402127500523
Output: -0.856385757595324 | Original: -1.530402127500523
Output: -0.9073146531233014 | Original: -1.530402127500523
Output: -0.9774380388732538 | Original: -1.530402127500523
Output: -0.6354344103538072 | Original: -1.530402127500523
Output: -0.9227119907751276 | Original: -1.530402127500523
Output: -0.7753051460017127 | Original: -1.2202075580823513
Output: -0.7761194392253297 | Original: -1.2202075580823513
Output: -0.599495708422412 | Original: -1.2202075580823513
Output: -0.7860546589928665 | Original: -1.2202075580823513
Output: -0.4139193007026188 | Original: -1.2202075580823513
Output: -0.8246027102613982 | Original: -1.2202075580823513
Output: -0.3361631798683841 | Original: -1.2202075580823513
Output: -0.7322287625918428 | Original: -1.2202075580823513
Output: -0.3730607215832578 | Original: -1.2202075580823513
Output: -0.5106100898367715 | Original: -1.2202075580823513
Output: -0.874007820072001 | Original: -1.2202075580823513
Output: -0.8623424389599774 | Original: -1.2202075580823513
Output: -0.7078099155717225 | Original: -1.2202075580823513
Output: -0.6283578802801834 | Original: -1.2202075580823513
Output: -0.4821284103915802 | Original: -1.2202075580823513
Output: -0.7956543125446904 | Original: -1.2202075580823513
Output: -0.7433714833971361 | Original: -1.2202075580823513
Output: -0.49493985671005664 | Original: -1.2202075580823513
Output: -0.5139799128910043 | Original: -1.2202075580823513
Output: -0.6010048300053581 | Original: -1.2202075580823513
Output: -0.7036568962704537 | Original: -1.2202075580823513
Output: -0.6742025295998664 | Original: -1.2202075580823513
