Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 0.3296126053381848 | Original: -0.20201978829184197
Output: 2.059599787633142 | Original: -0.20201978829184197
Output: 3.697022856804958 | Original: -0.20201978829184197
Output: 0.40985938299498353 | Original: -0.20201978829184197
Output: 0.08705338838234533 | Original: -0.20201978829184197
Output: -0.31060906363495355 | Original: -0.20201978829184197
Output: -0.08556956660193549 | Original: -0.20201978829184197
Output: -2.0049423695586683 | Original: -0.20201978829184197
Output: -0.18783250688029152 | Original: -0.20201978829184197
Output: 0.8950888327852828 | Original: -0.20201978829184197
Output: -0.6270803718805106 | Original: -0.20201978829184197
Output: 0.0426525086135322 | Original: -0.20201978829184197
Output: 0.8084837835069799 | Original: -0.20201978829184197
Output: -0.08981185783853496 | Original: -0.20201978829184197
Output: 0.7348790842143489 | Original: -0.20201978829184197
Output: 0.8524685405769706 | Original: -0.20201978829184197
Output: -0.9996507053403396 | Original: -0.20201978829184197
Output: 0.42087008430598266 | Original: -0.20201978829184197
Output: 2.8685654786581734 | Original: -0.20201978829184197
Output: 0.8435254678414348 | Original: -0.20201978829184197
Output: 0.25355097441010116 | Original: -0.20201978829184197
Output: 0.0731465263477411 | Original: -0.20201978829184197
Output: 0.06260495438111946 | Original: -0.20201978829184197
Output: 0.9309045266061643 | Original: -0.1955726620997444
Output: -0.5645138976145563 | Original: -0.19085525269089249
Output: 0.2993474547656062 | Original: -0.1851943614002702
Output: 1.250810216133961 | Original: -0.17906172916876276
Output: 0.5448552434642395 | Original: -0.17623128352345163
Output: 0.9542777449791859 | Original: -0.1713566271343047
Output: 1.3039497980210946 | Original: -0.16726820564663303
Output: 1.2391330235144873 | Original: -0.1589341156909947
Output: 0.9347885740137503 | Original: -0.15012828479447116
Output: -0.48063059996636437 | Original: -0.1402217250358822
Output: -0.3059742969725877 | Original: -0.12528326190785122
Output: -0.9907559000976851 | Original: -0.11081653972070542
Output: -0.9487681175184768 | Original: -0.10075273298182137
Output: 0.04905112906632214 | Original: -0.08864471549910154
Output: 0.9656280186353672 | Original: -0.07370625237107055
Output: 0.7456360967058087 | Original: -0.04933297042533576
Output: -0.5038000146378846 | Original: -0.0301488388293381
Output: 1.2095245224462992 | Original: -0.003259605198882309
Output: 0.04968713388753149 | Original: 0.04957538018025885
Output: 0.0049371379366394685 | Original: 0.17914689194339076
Output: 0.20936982115289998 | Original: 0.2615443096180038
Output: -0.8536461878911557 | Original: 0.4030665918835604
Output: -0.7939480720361418 | Original: 0.6791922892816911
Output: -0.25166097473708826 | Original: 1.4237567409788146
Overall Mean-Squared Error for Fold 0: 1.3431870039215197

