Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: -1.0680894263280123 | Original: -2.1507912663368667
Output: -1.0260977556670463 | Original: -1.8405966969186949
Output: -1.3388738034569883 | Original: -1.8405966969186949
Output: -0.6481776509391941 | Original: -1.8405966969186949
Output: -1.1947620102614653 | Original: -1.8405966969186949
Output: -1.1917568190609718 | Original: -1.8405966969186949
Output: -1.175115419103897 | Original: -1.530402127500523
Output: -0.8426049370705275 | Original: -1.530402127500523
Output: -0.771079958887873 | Original: -1.530402127500523
Output: -0.9491149281997369 | Original: -1.530402127500523
Output: -0.5808320951362282 | Original: -1.530402127500523
Output: -0.739566280547677 | Original: -1.530402127500523
Output: -0.616221689684324 | Original: -1.530402127500523
Output: -1.0211359577851946 | Original: -1.530402127500523
Output: -0.9754246382665255 | Original: -1.530402127500523
Output: -0.9891981727392651 | Original: -1.530402127500523
Output: -0.7843791528578314 | Original: -1.530402127500523
Output: -0.8189250015418348 | Original: -1.2202075580823513
Output: -0.67069622541406 | Original: -1.2202075580823513
Output: -0.3213193221832953 | Original: -1.2202075580823513
Output: -0.7365385127866952 | Original: -1.2202075580823513
Output: -0.36209035311433735 | Original: -1.2202075580823513
Output: -0.9921460098616011 | Original: -1.2202075580823513
Output: -0.1391225141711081 | Original: -1.2202075580823513
Output: -0.6336851503566705 | Original: -1.2202075580823513
Output: -0.41253236265665605 | Original: -1.2202075580823513
Output: -0.724862747001751 | Original: -1.2202075580823513
Output: -0.4779367705219668 | Original: -1.2202075580823513
Output: -0.6418194169112561 | Original: -1.2202075580823513
Output: -1.145797544003256 | Original: -1.2202075580823513
Output: -0.8955400016444182 | Original: -1.2202075580823513
Output: -0.5935183503019366 | Original: -1.2202075580823513
Output: -0.5056649337319127 | Original: -1.2202075580823513
Output: -0.46447279254777163 | Original: -1.2202075580823513
Output: -0.13760985310260043 | Original: -1.2202075580823513
Output: -0.5295044699210886 | Original: -1.2202075580823513
Output: -0.6766824289796625 | Original: -1.2202075580823513
Output: -0.8291302618519187 | Original: -1.2202075580823513
Output: -0.5101992161271761 | Original: -1.2202075580823513
Output: -0.43150523901798243 | Original: -1.2202075580823513
Output: -0.617766574287731 | Original: -0.9100129886641795
Output: 0.027780572960117933 | Original: -0.9100129886641795
Output: -0.2927215416524368 | Original: -0.9100129886641795
Output: -0.20664184815274478 | Original: -0.9100129886641795
Output: -0.6405224654038547 | Original: -0.9100129886641795
Output: -0.3024362020558129 | Original: -0.9100129886641795
Output: -0.7667764145621392 | Original: -0.9100129886641795
Output: -0.042392211848678585 | Original: -0.9100129886641795
Output: 0.11913487767827644 | Original: -0.9100129886641795
Output: -0.3610004602583783 | Original: -0.9100129886641795
Output: -0.1748322303538714 | Original: -0.9100129886641795
Output: -0.6904577878643492 | Original: -0.9100129886641795
Output: -0.4729788858944106 | Original: -0.9100129886641795
Output: -0.06742885429662315 | Original: -0.9100129886641795
Output: -0.5343380649100125 | Original: -0.9100129886641795
Output: -0.23650241768694336 | Original: -0.9100129886641795
Output: -0.1982613747726678 | Original: -0.9100129886641795
Output: -0.10883257421535181 | Original: -0.9100129886641795
Output: -0.5832769384737158 | Original: -0.9100129886641795
Output: 0.4158062042612166 | Original: -0.9100129886641795
Output: -0.888148142548119 | Original: -0.9100129886641795
Output: -0.7318571027701286 | Original: -0.9100129886641795
Output: -0.46902042764263174 | Original: -0.9100129886641795
Output: 0.2927612376860779 | Original: -0.9100129886641795
Output: -0.06378928598190015 | Original: -0.9100129886641795
Output: -0.4154036235334434 | Original: -0.9100129886641795
Output: -0.28428838516231647 | Original: -0.9100129886641795
Output: -0.0384924702240802 | Original: -0.9100129886641795
Output: -0.3150683480251075 | Original: -0.9100129886641795
Output: -0.7688758667647269 | Original: -0.9100129886641795
Output: 0.19919211670193246 | Original: -0.9100129886641795
Output: -0.5607489329850429 | Original: -0.9100129886641795
Output: -0.4768702739428681 | Original: -0.9100129886641795
Output: 0.8127210630144699 | Original: -0.9100129886641795
Output: -0.005966890288628679 | Original: -0.9100129886641795
Output: -0.6206706924926314 | Original: -0.9100129886641795
Output: -0.12671760336961857 | Original: -0.5998184192460075
Output: -0.7427637733559687 | Original: -0.5998184192460075
Output: -0.4496110469198389 | Original: -0.5998184192460075
Output: -0.19868212992672296 | Original: -0.5998184192460075
Output: -0.030246392992715032 | Original: -0.5998184192460075
Output: -0.20140865037138078 | Original: -0.5998184192460075
Output: 0.3209085191372996 | Original: -0.5998184192460075
Output: 0.7751305170593876 | Original: -0.5998184192460075
Output: -0.06789842402485075 | Original: -0.5998184192460075
Output: 0.28195200749734484 | Original: -0.5998184192460075
Output: 0.7726460720473993 | Original: -0.5998184192460075
Output: -0.6502553449960069 | Original: -0.5998184192460075
Output: -0.21105762091092828 | Original: -0.5998184192460075
Output: -0.03468594629352395 | Original: -0.5998184192460075
Output: -0.17872810426106056 | Original: -0.5998184192460075
Output: 0.6266065277990011 | Original: -0.5998184192460075
Output: -0.5024166706708448 | Original: -0.5998184192460075
Output: -0.07547250674632155 | Original: -0.5998184192460075
Output: 0.03994687519417622 | Original: -0.5998184192460075
Output: 0.5401168095995522 | Original: -0.5998184192460075
Output: 0.418884411869604 | Original: -0.5998184192460075
Output: -0.31205430214125296 | Original: -0.5998184192460075
Output: 0.3318188094454959 | Original: -0.5998184192460075
Output: -0.8260251522354065 | Original: -0.5998184192460075
Output: -0.10469867663698673 | Original: -0.5998184192460075
Output: -0.09364933544788961 | Original: -0.5998184192460075
Output: 0.20931674252255184 | Original: -0.5998184192460075
Output: 0.22393636371146353 | Original: -0.5998184192460075
Output: -0.12146905753420145 | Original: -0.5998184192460075
Output: 0.6964062738736146 | Original: -0.5998184192460075
Output: 0.23486235921657955 | Original: -0.5998184192460075
Output: -0.24611753254056468 | Original: -0.5998184192460075
Output: -0.2487151694640617 | Original: -0.5998184192460075
Output: -0.616578487528409 | Original: -0.5998184192460075
Output: 0.08497067052822921 | Original: -0.5998184192460075
Output: 0.28427824194247364 | Original: -0.5998184192460075
Output: 0.11389479090838292 | Original: -0.5998184192460075
Output: 0.007246235934761036 | Original: -0.5998184192460075
Output: -0.32669763340022995 | Original: -0.5998184192460075
Output: -0.5283806087917896 | Original: -0.5998184192460075
Output: 0.9719225554328627 | Original: -0.5998184192460075
Output: 0.71781234163186 | Original: -0.5998184192460075
Output: 0.4726712551188502 | Original: -0.5998184192460075
Output: -0.003132393730080063 | Original: -0.5998184192460075
Output: -0.03340999082595908 | Original: -0.5998184192460075
Output: 0.5370911512468917 | Original: -0.5998184192460075
Output: -0.4063248974088478 | Original: -0.5998184192460075
Output: -0.2002981410866269 | Original: -0.5998184192460075
Output: 0.07357944477867462 | Original: -0.5998184192460075
Output: 0.18628154390623153 | Original: -0.5998184192460075
Output: 0.23725285972162907 | Original: -0.5998184192460075
Output: 0.1180799870997436 | Original: -0.5998184192460075
Output: 0.6003720393388645 | Original: -0.28962384982783573
Output: -0.17678156978080195 | Original: -0.28962384982783573
Output: 0.2272678368843818 | Original: -0.28962384982783573
Output: 0.49414322405722966 | Original: -0.28962384982783573
Output: -0.21385935455163285 | Original: -0.28962384982783573
Output: -0.8472504702667281 | Original: -0.28962384982783573
Output: 0.16253250940342964 | Original: -0.28962384982783573
Output: 0.19668985221153318 | Original: -0.28962384982783573
Output: 0.8517675516047134 | Original: -0.28962384982783573
Output: 0.55116853907176 | Original: -0.28962384982783573
Output: 0.004857836924295145 | Original: -0.28962384982783573
Output: 0.599970894952552 | Original: -0.28962384982783573
Output: 0.6934498788235077 | Original: -0.28962384982783573
Output: 1.0201281026750102 | Original: -0.28962384982783573
Output: 0.014963481798001665 | Original: -0.28962384982783573
Output: 0.06874618506329466 | Original: -0.28962384982783573
Output: 0.37519546167995677 | Original: -0.28962384982783573
Output: 0.8746479014234518 | Original: -0.28962384982783573
Output: -0.2736477892219342 | Original: -0.28962384982783573
Output: 0.431523281823994 | Original: -0.28962384982783573
Output: -0.07208571702724059 | Original: -0.28962384982783573
Output: 0.3132046288444858 | Original: -0.28962384982783573
Output: 0.6065683108670316 | Original: -0.28962384982783573
Output: 0.8333941060238222 | Original: -0.28962384982783573
Output: 0.8156444882354679 | Original: -0.28962384982783573
Output: 0.7667449599752241 | Original: -0.28962384982783573
Output: 0.22816131401446713 | Original: -0.28962384982783573
Output: 0.5796520582951876 | Original: -0.28962384982783573
Output: 0.5516201245224879 | Original: -0.28962384982783573
Output: -0.5006059471030199 | Original: -0.28962384982783573
Output: -0.27618710327389906 | Original: -0.28962384982783573
Output: -0.4783825705704182 | Original: -0.28962384982783573
Output: 0.7081245142995922 | Original: -0.28962384982783573
Output: -0.3461737112368348 | Original: -0.28962384982783573
Output: -0.6035653082155652 | Original: -0.28962384982783573
Output: 0.7064093666739498 | Original: -0.28962384982783573
Output: 0.6877951125067895 | Original: -0.28962384982783573
Output: 0.3668622863135198 | Original: -0.28962384982783573
Output: 0.780420085307622 | Original: -0.28962384982783573
Output: -0.168018438618301 | Original: -0.28962384982783573
Output: 0.5068976572018957 | Original: -0.28962384982783573
Output: 0.34200918668334923 | Original: -0.28962384982783573
Output: 0.17200237241355912 | Original: -0.28962384982783573
Output: 0.6015432515230088 | Original: -0.28962384982783573
Output: 0.5569585490909414 | Original: -0.28962384982783573
Output: 0.38361697903010755 | Original: -0.28962384982783573
Output: 0.15894083421546001 | Original: -0.28962384982783573
Output: 0.11020086184902814 | Original: -0.28962384982783573
Output: -0.19101767322769692 | Original: -0.28962384982783573
Output: 0.09776391757782485 | Original: -0.28962384982783573
Output: 0.5090825416548407 | Original: -0.28962384982783573
Output: 0.18782378092213173 | Original: -0.28962384982783573
Output: 0.7903060181582197 | Original: -0.28962384982783573
Output: -0.24980365482269096 | Original: -0.28962384982783573
Output: 0.4783793679416207 | Original: -0.28962384982783573
Output: 0.7764453496612198 | Original: -0.28962384982783573
Output: 0.4594668767280446 | Original: -0.28962384982783573
