Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.28308905925935746 | Original: -0.6209086814118165
Output: -0.35870454379618577 | Original: -0.5835128077030408
Output: 0.12728338826009628 | Original: -0.5461169339942652
Output: 0.3640303396353931 | Original: -0.5211863515217481
Output: -0.31177045202518405 | Original: -0.5087210602854896
Output: -0.8679040497223046 | Original: -0.47755783219484316
Output: 0.17637063950758655 | Original: -0.45885989534045535
Output: -0.529232194365819 | Original: -0.43392931286793823
Output: -0.36214638707109426 | Original: -0.4089987303954212
Output: 0.07816477076781325 | Original: -0.37783550230477475
Output: 0.7515301115582174 | Original: -0.34043962859599913
Output: 0.25518300266798566 | Original: -0.27811317241470634
Output: 0.2661590681142529 | Original: -0.2407172987059307
Output: 0.046767037884241414 | Original: -0.18462348814276722
Output: 0.027229819640786246 | Original: 0.02105381725549887
Output: 0.6200449003893546 | Original: 0.18933524894498932
Output: 1.390824633787398 | Original: 0.5134328210877116
Output: 0.5250901704626917 | Original: 0.9559506599748901
Output: 4.413140908711616 | Original: 1.8160557552767302
Overall Mean-Squared Error for Fold 0: 0.6257239135435795

