Done Forest Fires
CrossOver 0.75
Beta 0.0
popSize 80
Output: 2.9190460951883117 | Original: -0.20201978829184197
Output: 2.772340172879598 | Original: -0.20201978829184197
Output: 2.998646332685789 | Original: -0.20201978829184197
Output: 2.1602357639065057 | Original: -0.20201978829184197
Output: 2.8209802492857174 | Original: -0.20201978829184197
Output: 2.3473199009302923 | Original: -0.20201978829184197
Output: 2.4212264164435036 | Original: -0.20201978829184197
Output: 2.5201586944543912 | Original: -0.20201978829184197
Output: 2.8692468951278403 | Original: -0.20201978829184197
Output: 2.3180766254692657 | Original: -0.20201978829184197
Output: 2.3330614508933145 | Original: -0.20201978829184197
Output: 2.9898779352394507 | Original: -0.20201978829184197
Output: 2.419080206614576 | Original: -0.20201978829184197
Output: 3.011414996414951 | Original: -0.20201978829184197
Output: 2.854384017002157 | Original: -0.20201978829184197
Output: 2.948741448791346 | Original: -0.20201978829184197
Output: 2.991628291282883 | Original: -0.20201978829184197
Output: 3.0080685826188125 | Original: -0.20201978829184197
Output: 3.010441176655897 | Original: -0.20201978829184197
Output: 3.0113825473867233 | Original: -0.20201978829184197
Output: 2.9007535924898398 | Original: -0.20201978829184197
Output: 3.0043595759221375 | Original: -0.20201978829184197
Output: 3.0053044484302753 | Original: -0.1993465896268259
Output: 2.9943267322878 | Original: -0.19352845135590857
Output: 2.998567876984977 | Original: -0.1878675600652863
Output: 2.9886179621728046 | Original: -0.18220666877466402
Output: 2.901337058130213 | Original: -0.177174765405222
Output: 2.9924869468591035 | Original: -0.17214286203578
Output: 2.2592642121541395 | Original: -0.16836893450869847
Output: 2.8384630916773608 | Original: -0.16223630227719102
Output: 2.6674799417131263 | Original: -0.15374496534125762
Output: 3.006867395609828 | Original: -0.1449391344447341
Output: 2.837775153101279 | Original: -0.1325166230014241
Output: 2.710909538857272 | Original: -0.11742091289309807
Output: 3.010263356139903 | Original: -0.10295419070595227
Output: 2.1391388175777943 | Original: -0.09446285377001887
Output: 2.9726583498308177 | Original: -0.08046787252375825
Output: 2.8977474223020585 | Original: -0.06285621073071121
Output: 2.7660813082571223 | Original: -0.04351483215441845
Output: 2.946219102990263 | Original: -0.025274182440191136
Output: 2.971834772614857 | Original: 0.027089061998064847
Output: 3.00601410583414 | Original: 0.10036615481556421
Output: 2.217261571200866 | Original: 0.22805070281515538
Output: 2.9916034389522825 | Original: 0.33828083600199454
Output: 3.007656443769278 | Original: 0.561414301040689
Output: 3.001150951841263 | Original: 0.9191511812119573
Output: 2.858899230086279 | Original: 2.957701033757154
Overall Mean-Squared Error for Fold 6: 8.339138231859172

