Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: -2.061046751287713 | Original: -2.1507912663368667
Output: -1.8205087587746742 | Original: -1.8405966969186949
Output: -1.8623622121578254 | Original: -1.8405966969186949
Output: -1.6034778923133315 | Original: -1.8405966969186949
Output: -1.6287982045685623 | Original: -1.8405966969186949
Output: -2.0201656511468262 | Original: -1.8405966969186949
Output: -1.9302892439410793 | Original: -1.8405966969186949
Output: -1.5518579365570007 | Original: -1.530402127500523
Output: -1.5783810768957725 | Original: -1.530402127500523
Output: -1.5925496508215495 | Original: -1.530402127500523
Output: -1.1330200334783453 | Original: -1.530402127500523
Output: -1.5407748906209706 | Original: -1.530402127500523
Output: -1.4238278630027872 | Original: -1.530402127500523
Output: -1.4377875534732885 | Original: -1.530402127500523
Output: -1.0487531986292429 | Original: -1.530402127500523
Output: -1.3976040583059375 | Original: -1.530402127500523
Output: -1.443005007450094 | Original: -1.530402127500523
Output: -0.9942157404814224 | Original: -1.2202075580823513
Output: -1.2576376757545829 | Original: -1.2202075580823513
Output: -1.064875528628472 | Original: -1.2202075580823513
Output: -1.6676247516870812 | Original: -1.2202075580823513
Output: -0.7588243030814031 | Original: -1.2202075580823513
Output: -0.17905040130251118 | Original: -1.2202075580823513
Output: -0.8084112600108778 | Original: -1.2202075580823513
Output: -1.252668421276292 | Original: -1.2202075580823513
Output: -0.9807567057326747 | Original: -1.2202075580823513
Output: -1.2751441253521483 | Original: -1.2202075580823513
Output: -1.1262368800544584 | Original: -1.2202075580823513
Output: -1.2388005875188828 | Original: -1.2202075580823513
Output: 0.09612883567390203 | Original: -1.2202075580823513
Output: -1.5386703939352613 | Original: -1.2202075580823513
Output: -1.3262866581265267 | Original: -1.2202075580823513
Output: -1.2565992862967106 | Original: -1.2202075580823513
Output: -1.3572327836396791 | Original: -1.2202075580823513
Output: -1.2992635834368154 | Original: -1.2202075580823513
Output: -1.2716427065526408 | Original: -1.2202075580823513
Output: -1.1976005375760288 | Original: -1.2202075580823513
Output: -0.8760373207300128 | Original: -1.2202075580823513
Output: -1.4362737714366896 | Original: -1.2202075580823513
Output: -1.041748309534831 | Original: -1.2202075580823513
Output: -0.7357103965345939 | Original: -1.2202075580823513
Output: -0.5836479895355489 | Original: -0.9100129886641795
Output: -0.9553373007919417 | Original: -0.9100129886641795
Output: -1.0309741445123486 | Original: -0.9100129886641795
Output: -0.9513072184431833 | Original: -0.9100129886641795
Output: -1.5066382971856975 | Original: -0.9100129886641795
Output: -0.6464868557511813 | Original: -0.9100129886641795
Output: -0.7637099301494138 | Original: -0.9100129886641795
Output: -0.3691098529199572 | Original: -0.9100129886641795
Output: -1.6076911508804426 | Original: -0.9100129886641795
Output: -0.33241047209017727 | Original: -0.9100129886641795
Output: 0.37654660794891703 | Original: -0.9100129886641795
Output: -0.6625880159879151 | Original: -0.9100129886641795
Output: -0.9026617873581789 | Original: -0.9100129886641795
Output: -1.060884115976402 | Original: -0.9100129886641795
Output: -0.5386746142049633 | Original: -0.9100129886641795
Output: -0.5786485547688561 | Original: -0.9100129886641795
Output: -0.6253336646877878 | Original: -0.9100129886641795
Output: -1.036156031034414 | Original: -0.9100129886641795
Output: -0.1802569635469907 | Original: -0.9100129886641795
Output: -1.2759094826759574 | Original: -0.9100129886641795
Output: -0.7285812923234203 | Original: -0.9100129886641795
Output: -1.3318109068697315 | Original: -0.9100129886641795
Output: -0.40264264441209346 | Original: -0.9100129886641795
Output: -0.550980016171935 | Original: -0.9100129886641795
Output: -0.9655836751632297 | Original: -0.9100129886641795
Output: -1.2732729603767023 | Original: -0.9100129886641795
Output: -0.7811457938879086 | Original: -0.9100129886641795
Output: -0.6656240085404286 | Original: -0.9100129886641795
Output: -1.5315299192694198 | Original: -0.9100129886641795
Output: -0.5134386768652823 | Original: -0.9100129886641795
Output: -1.0505872704103432 | Original: -0.9100129886641795
Output: -0.518879394411107 | Original: -0.9100129886641795
Output: -1.4037493309500406 | Original: -0.9100129886641795
Output: -0.4167062618762045 | Original: -0.9100129886641795
Output: -0.7719227561623342 | Original: -0.9100129886641795
Output: -0.20666906901115498 | Original: -0.5998184192460075
Output: 0.201423100830662 | Original: -0.5998184192460075
Output: -0.9279465944519766 | Original: -0.5998184192460075
Output: -1.4108111428145074 | Original: -0.5998184192460075
Output: -0.20525832720532405 | Original: -0.5998184192460075
Output: -1.343987916815412 | Original: -0.5998184192460075
Output: -0.11820749749132073 | Original: -0.5998184192460075
Output: 0.2852219592612128 | Original: -0.5998184192460075
Output: 0.9582704190630615 | Original: -0.5998184192460075
Output: -0.23932381825846874 | Original: -0.5998184192460075
Output: 0.2288714070281211 | Original: -0.5998184192460075
Output: 0.709690126133596 | Original: -0.5998184192460075
Output: -0.6179713269183691 | Original: -0.5998184192460075
Output: -0.2946155946153189 | Original: -0.5998184192460075
Output: -0.8323203910120942 | Original: -0.5998184192460075
Output: 0.17053631348043455 | Original: -0.5998184192460075
Output: -1.0107654224616 | Original: -0.5998184192460075
Output: -0.3660528518144014 | Original: -0.5998184192460075
Output: -0.1294632731542898 | Original: -0.5998184192460075
Output: 0.329695366746963 | Original: -0.5998184192460075
Output: -0.5485888504174933 | Original: -0.5998184192460075
Output: -0.798055249361753 | Original: -0.5998184192460075
Output: -0.285388783385153 | Original: -0.5998184192460075
Output: -0.39087837517372337 | Original: -0.5998184192460075
Output: -0.4193187968507899 | Original: -0.5998184192460075
Output: -0.12085490205746746 | Original: -0.5998184192460075
Output: -0.14223898218987438 | Original: -0.5998184192460075
Output: -0.8079542171352238 | Original: -0.5998184192460075
Output: -0.14793924680641798 | Original: -0.5998184192460075
Output: 0.2761863723166869 | Original: -0.5998184192460075
Output: -0.24964251004928245 | Original: -0.5998184192460075
Output: 0.33552827165893817 | Original: -0.5998184192460075
Output: -0.5053266602378559 | Original: -0.5998184192460075
Output: 0.11798372737650631 | Original: -0.5998184192460075
Output: -0.7009839761497292 | Original: -0.5998184192460075
Output: -0.17876592050471452 | Original: -0.5998184192460075
Output: 0.051269746704983896 | Original: -0.5998184192460075
Output: -0.4601493081623427 | Original: -0.5998184192460075
Output: 0.11380790932836074 | Original: -0.5998184192460075
Output: -1.372057619705611 | Original: -0.5998184192460075
Output: -1.155140711996283 | Original: -0.5998184192460075
Output: 0.13351787930473846 | Original: -0.5998184192460075
Output: 0.2750024992844508 | Original: -0.5998184192460075
Output: -0.6950536765905321 | Original: -0.5998184192460075
Output: -0.9615171158694455 | Original: -0.5998184192460075
Output: -0.0680675645594355 | Original: -0.5998184192460075
Output: 0.2713946142260426 | Original: -0.5998184192460075
Output: -1.090733691065808 | Original: -0.5998184192460075
Output: 0.7357047972280062 | Original: -0.5998184192460075
Output: 0.1859611802184416 | Original: -0.5998184192460075
Output: 0.29907216497034567 | Original: -0.5998184192460075
Output: -0.469613181890258 | Original: -0.5998184192460075
Output: 0.16792170121390576 | Original: -0.28962384982783573
Output: -0.6216798705840555 | Original: -0.28962384982783573
Output: -0.35206475404992044 | Original: -0.28962384982783573
Output: -0.8959569600195313 | Original: -0.28962384982783573
Output: -0.9184489529176415 | Original: -0.28962384982783573
Output: -1.0789561386197548 | Original: -0.28962384982783573
Output: -0.6191082180947706 | Original: -0.28962384982783573
Output: -0.33354804945919614 | Original: -0.28962384982783573
Output: 0.5956730932220025 | Original: -0.28962384982783573
Output: 0.39671690475575694 | Original: -0.28962384982783573
Output: 0.503872557521613 | Original: -0.28962384982783573
Output: 0.22633896630234424 | Original: -0.28962384982783573
Output: 0.3043502406828842 | Original: -0.28962384982783573
Output: -0.432007679960091 | Original: -0.28962384982783573
Output: -0.6102185740668928 | Original: -0.28962384982783573
Output: 0.09944548881006819 | Original: -0.28962384982783573
Output: 0.016922605362690583 | Original: -0.28962384982783573
Output: 0.13832135843473814 | Original: -0.28962384982783573
Output: 1.2229279086249674 | Original: -0.28962384982783573
