Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: -1.3703930687995025 | Original: -2.1507912663368667
Output: -1.2512849976990004 | Original: -2.1507912663368667
Output: -1.2122177039008424 | Original: -1.8405966969186949
Output: -1.2330447613384399 | Original: -1.8405966969186949
Output: -1.2720994778545762 | Original: -1.8405966969186949
Output: -1.1714189203238137 | Original: -1.8405966969186949
Output: -1.130727675481018 | Original: -1.8405966969186949
Output: -1.0307443875575255 | Original: -1.530402127500523
Output: -1.2900256250767974 | Original: -1.530402127500523
Output: -0.7954402622897512 | Original: -1.530402127500523
Output: -0.9228102778112487 | Original: -1.530402127500523
Output: -0.37259797283115426 | Original: -1.530402127500523
Output: -0.976844738166975 | Original: -1.530402127500523
Output: -1.1219623487382977 | Original: -1.530402127500523
Output: -0.74641621658566 | Original: -1.530402127500523
Output: -0.8778252206562073 | Original: -1.530402127500523
Output: -1.2482711771393689 | Original: -1.530402127500523
Output: -0.7246552669191192 | Original: -1.2202075580823513
Output: -1.1019734933701848 | Original: -1.2202075580823513
Output: -1.150537278975313 | Original: -1.2202075580823513
Output: 0.5366679446858393 | Original: -1.2202075580823513
Output: -0.5256768543971925 | Original: -1.2202075580823513
Output: -0.15291995393690022 | Original: -1.2202075580823513
Output: -0.5039232303645914 | Original: -1.2202075580823513
Output: -0.1824332238868689 | Original: -1.2202075580823513
Output: -0.6471207445254065 | Original: -1.2202075580823513
Output: -0.1906924053571617 | Original: -1.2202075580823513
Output: -0.7842409746984037 | Original: -1.2202075580823513
Output: -0.8799650876235515 | Original: -1.2202075580823513
Output: -0.8757798067669583 | Original: -1.2202075580823513
Output: -1.1015646936441343 | Original: -1.2202075580823513
Output: -0.47587024008665235 | Original: -1.2202075580823513
Output: 0.254007842472751 | Original: -1.2202075580823513
Output: -0.790364760571613 | Original: -1.2202075580823513
Output: -0.32006617419166417 | Original: -1.2202075580823513
Output: -0.4744536408402342 | Original: -1.2202075580823513
Output: -0.44739509647371534 | Original: -1.2202075580823513
Output: -0.6757487285719631 | Original: -1.2202075580823513
Output: -1.1347089855869998 | Original: -1.2202075580823513
Output: 0.35950983713359486 | Original: -1.2202075580823513
Output: -0.979270502007162 | Original: -1.2202075580823513
Output: -0.45321143761439264 | Original: -0.9100129886641795
Output: 0.06449748008986542 | Original: -0.9100129886641795
Output: -0.6371343982446539 | Original: -0.9100129886641795
Output: -1.1748543636364408 | Original: -0.9100129886641795
Output: -0.8185426246744235 | Original: -0.9100129886641795
Output: -0.5584879688295439 | Original: -0.9100129886641795
Output: -0.42195107978634905 | Original: -0.9100129886641795
Output: -0.20472525714820933 | Original: -0.9100129886641795
Output: 0.37078939122823246 | Original: -0.9100129886641795
Output: -0.40041611874679994 | Original: -0.9100129886641795
Output: 0.08465707195504307 | Original: -0.9100129886641795
Output: -0.56977491459987 | Original: -0.9100129886641795
Output: -0.7318092067495509 | Original: -0.9100129886641795
Output: -0.7030755414195623 | Original: -0.9100129886641795
Output: -0.41862838317499573 | Original: -0.9100129886641795
Output: 0.7062314029608455 | Original: -0.9100129886641795
Output: -0.43099127587547914 | Original: -0.9100129886641795
Output: -0.8473614676566722 | Original: -0.9100129886641795
Output: -0.32338195682951365 | Original: -0.9100129886641795
Output: -0.5073294226485555 | Original: -0.9100129886641795
Output: -0.27288995713742215 | Original: -0.9100129886641795
Output: -0.1831694533633551 | Original: -0.9100129886641795
Output: -0.13365988991858652 | Original: -0.9100129886641795
Output: -0.39408685452288894 | Original: -0.9100129886641795
Output: -0.7646894546679933 | Original: -0.9100129886641795
Output: 0.0442595964911352 | Original: -0.9100129886641795
Output: -0.6765060765726202 | Original: -0.9100129886641795
Output: -0.6756656447003523 | Original: -0.9100129886641795
Output: -0.2847538187839365 | Original: -0.9100129886641795
Output: -0.1821526381993014 | Original: -0.9100129886641795
Output: -0.10830562942287131 | Original: -0.9100129886641795
Output: -0.9532614535287621 | Original: -0.9100129886641795
Output: -0.44940541076908325 | Original: -0.9100129886641795
Output: -0.41482218238407687 | Original: -0.9100129886641795
Output: -0.5437451116257989 | Original: -0.9100129886641795
Output: -0.20733031515827638 | Original: -0.5998184192460075
Output: -0.6078224084245983 | Original: -0.5998184192460075
Output: -0.7931203710603013 | Original: -0.5998184192460075
Output: -0.2521521354592794 | Original: -0.5998184192460075
Output: -1.0250064331086293 | Original: -0.5998184192460075
Output: 0.7025550292992658 | Original: -0.5998184192460075
Output: -0.040017703029085416 | Original: -0.5998184192460075
Output: 0.3550654997459249 | Original: -0.5998184192460075
Output: 1.0195294576160436 | Original: -0.5998184192460075
Output: -0.09461616389296107 | Original: -0.5998184192460075
Output: 0.20817958260520633 | Original: -0.5998184192460075
Output: 0.4769653209132311 | Original: -0.5998184192460075
Output: -0.36246648534711956 | Original: -0.5998184192460075
Output: -0.26356778626050925 | Original: -0.5998184192460075
Output: 0.22918624038235388 | Original: -0.5998184192460075
Output: 0.04872352493100844 | Original: -0.5998184192460075
Output: 0.8684259906956662 | Original: -0.5998184192460075
Output: -0.14509131955031201 | Original: -0.5998184192460075
Output: -0.06839570404708106 | Original: -0.5998184192460075
Output: 0.3186008138219198 | Original: -0.5998184192460075
Output: -0.3613967027074897 | Original: -0.5998184192460075
Output: 0.5237985568622177 | Original: -0.5998184192460075
Output: 0.02069443518800257 | Original: -0.5998184192460075
Output: -0.395365207913418 | Original: -0.5998184192460075
Output: -0.2715684130692875 | Original: -0.5998184192460075
Output: 0.008140307401771463 | Original: -0.5998184192460075
Output: -0.39261753816796763 | Original: -0.5998184192460075
Output: 0.6953684511813943 | Original: -0.5998184192460075
Output: -0.16620577343074616 | Original: -0.5998184192460075
Output: 0.2890517061557467 | Original: -0.5998184192460075
Output: -0.14648073372382836 | Original: -0.5998184192460075
Output: 0.33849592231791414 | Original: -0.5998184192460075
Output: -0.4519177914067771 | Original: -0.5998184192460075
Output: 0.3998315863532653 | Original: -0.5998184192460075
Output: 0.7167094625511602 | Original: -0.5998184192460075
Output: -0.05040846453028358 | Original: -0.5998184192460075
Output: 0.8051240860411827 | Original: -0.5998184192460075
Output: -0.46488304756749 | Original: -0.5998184192460075
Output: -0.4844984983770897 | Original: -0.5998184192460075
Output: -1.0722774728864675 | Original: -0.5998184192460075
Output: -0.2792200569443255 | Original: -0.5998184192460075
Output: -0.053375642203376816 | Original: -0.5998184192460075
Output: -0.11700982128156795 | Original: -0.5998184192460075
Output: -0.2643577810126525 | Original: -0.5998184192460075
Output: 0.3863326947691462 | Original: -0.5998184192460075
Output: -0.39690549541044085 | Original: -0.5998184192460075
Output: -0.05082299374716415 | Original: -0.5998184192460075
Output: -0.16311465650198553 | Original: -0.5998184192460075
Output: -0.047473207314524035 | Original: -0.5998184192460075
Output: -0.1340927736808193 | Original: -0.5998184192460075
Output: 0.013629067066547929 | Original: -0.5998184192460075
Output: -0.19126068203310564 | Original: -0.5998184192460075
