Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.6289759595425705 | Original: -2.1507912663368667
Output: -0.5983051442883685 | Original: -1.8405966969186949
Output: -0.6537974902249792 | Original: -1.8405966969186949
Output: -0.5822713476739838 | Original: -1.8405966969186949
Output: -0.6175672854686698 | Original: -1.8405966969186949
Output: -0.5754585217575547 | Original: -1.8405966969186949
Output: -0.6076228933556178 | Original: -1.530402127500523
Output: -0.5870494060152518 | Original: -1.530402127500523
Output: -0.5946381583536886 | Original: -1.530402127500523
Output: -0.4205235692157666 | Original: -1.530402127500523
Output: -0.3268731351218969 | Original: -1.530402127500523
Output: -0.45742884602264766 | Original: -1.530402127500523
Output: -0.6268673436161509 | Original: -1.530402127500523
Output: -0.49788145751311363 | Original: -1.530402127500523
Output: -0.49586810929454195 | Original: -1.530402127500523
Output: -0.6387444981349104 | Original: -1.530402127500523
Output: -0.5603195691196659 | Original: -1.530402127500523
Output: -0.512795873702966 | Original: -1.2202075580823513
Output: -0.4093735026533562 | Original: -1.2202075580823513
Output: -0.33371799115329404 | Original: -1.2202075580823513
Output: -0.46668415530914187 | Original: -1.2202075580823513
Output: -0.24659989039729407 | Original: -1.2202075580823513
Output: -0.4846560706118809 | Original: -1.2202075580823513
Output: -0.2334835341463099 | Original: -1.2202075580823513
Output: -0.41546897950940415 | Original: -1.2202075580823513
Output: -0.2544126255129329 | Original: -1.2202075580823513
Output: -0.3817900405026997 | Original: -1.2202075580823513
Output: -0.32001578837370465 | Original: -1.2202075580823513
Output: -0.5102413106792251 | Original: -1.2202075580823513
Output: -0.5273205412066981 | Original: -1.2202075580823513
Output: -0.5730700102104903 | Original: -1.2202075580823513
Output: -0.3331118749109663 | Original: -1.2202075580823513
Output: -0.2795281468164177 | Original: -1.2202075580823513
Output: -0.38854264706437663 | Original: -1.2202075580823513
Output: -0.3466448815499044 | Original: -1.2202075580823513
Output: -0.36397896319894796 | Original: -1.2202075580823513
Output: -0.4206976940904185 | Original: -1.2202075580823513
Output: -0.3545444009220327 | Original: -1.2202075580823513
Output: -0.3409449692625509 | Original: -1.2202075580823513
Output: -0.11654126615867608 | Original: -1.2202075580823513
Output: -0.43165597669578254 | Original: -0.9100129886641795
Output: -0.38468589120388424 | Original: -0.9100129886641795
Output: -0.306499843173238 | Original: -0.9100129886641795
Output: -0.24570624143215308 | Original: -0.9100129886641795
Output: -0.475667233635332 | Original: -0.9100129886641795
Output: -0.4524810928344186 | Original: -0.9100129886641795
Output: -0.43505957420415275 | Original: -0.9100129886641795
Output: -0.21002193208119138 | Original: -0.9100129886641795
Output: -0.0815032741983148 | Original: -0.9100129886641795
Output: -0.32197136839340523 | Original: -0.9100129886641795
Output: -0.153926980842741 | Original: -0.9100129886641795
Output: -0.40389997953508433 | Original: -0.9100129886641795
Output: -0.26330765691700136 | Original: -0.9100129886641795
Output: -0.18894034458259554 | Original: -0.9100129886641795
Output: -0.3522432229569396 | Original: -0.9100129886641795
