Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.8751136037019146 | Original: -2.1507912663368667
Output: 0.8751130616498111 | Original: -2.1507912663368667
Output: 0.8750730746270525 | Original: -1.8405966969186949
Output: 0.8751535917469362 | Original: -1.8405966969186949
Output: 0.8751480733054968 | Original: -1.8405966969186949
Output: 0.87509483290865 | Original: -1.8405966969186949
Output: 0.8754322019448508 | Original: -1.8405966969186949
Output: 0.8751954290821006 | Original: -1.530402127500523
Output: 0.8753391459221664 | Original: -1.530402127500523
Output: 0.8846915353744488 | Original: -1.530402127500523
Output: 0.8758575914687088 | Original: -1.530402127500523
Output: 0.8751220984508621 | Original: -1.530402127500523
Output: 0.8756331936618764 | Original: -1.530402127500523
Output: 0.8752358511867449 | Original: -1.530402127500523
Output: 0.8757054761757201 | Original: -1.530402127500523
Output: 0.8754055047457125 | Original: -1.530402127500523
Output: 0.875324689584979 | Original: -1.530402127500523
Output: 0.8764288774064241 | Original: -1.2202075580823513
Output: 0.8752802743073599 | Original: -1.2202075580823513
Output: 0.8759872832640792 | Original: -1.2202075580823513
Output: 0.8751112036023698 | Original: -1.2202075580823513
Output: 0.8808617967312292 | Original: -1.2202075580823513
Output: 0.9381819490780312 | Original: -1.2202075580823513
Output: 0.8806474833113876 | Original: -1.2202075580823513
Output: 0.8755280871047537 | Original: -1.2202075580823513
Output: 0.8791839873256294 | Original: -1.2202075580823513
Output: 0.8754086771482765 | Original: -1.2202075580823513
Output: 0.8763422514895111 | Original: -1.2202075580823513
Output: 0.8759598130246108 | Original: -1.2202075580823513
Output: 0.8750733470126452 | Original: -1.2202075580823513
Output: 0.8750908344402055 | Original: -1.2202075580823513
Output: 0.8754579383177218 | Original: -1.2202075580823513
Output: 0.9532051265972554 | Original: -1.2202075580823513
Output: 0.877413773921959 | Original: -1.2202075580823513
Output: 0.8760575588468401 | Original: -1.2202075580823513
Output: 0.8753594200117578 | Original: -1.2202075580823513
Output: 0.875743724084006 | Original: -1.2202075580823513
Output: 0.881761354037354 | Original: -1.2202075580823513
Output: 0.8754792655552434 | Original: -1.2202075580823513
Output: 0.875423904933542 | Original: -1.2202075580823513
Output: 0.8758776391805265 | Original: -1.2202075580823513
Output: 0.9237193158400415 | Original: -0.9100129886641795
Output: 0.8763462438479958 | Original: -0.9100129886641795
Output: 0.8771926174180971 | Original: -0.9100129886641795
Output: 0.8886679297333259 | Original: -0.9100129886641795
Output: 0.8752990141336208 | Original: -0.9100129886641795
Output: 0.8831805811261833 | Original: -0.9100129886641795
Output: 0.8828363804225052 | Original: -0.9100129886641795
Output: 0.8886462651278602 | Original: -0.9100129886641795
Output: 1.013431011423915 | Original: -0.9100129886641795
Output: 0.886853551044338 | Original: -0.9100129886641795
Output: 1.0086690345517968 | Original: -0.9100129886641795
Output: 0.8840983556983872 | Original: -0.9100129886641795
Output: 0.8775669473076355 | Original: -0.9100129886641795
Output: 0.876060384686074 | Original: -0.9100129886641795
Output: 0.887248780756573 | Original: -0.9100129886641795
Output: 1.019519369829648 | Original: -0.9100129886641795
Output: 0.8816172210119442 | Original: -0.9100129886641795
Output: 0.8763157015505005 | Original: -0.9100129886641795
Output: 0.8941424897916251 | Original: -0.9100129886641795
Output: 0.8782451451433283 | Original: -0.9100129886641795
Output: 0.8802035117108045 | Original: -0.9100129886641795
Output: 0.9653763932617998 | Original: -0.9100129886641795
Output: 0.9410027300618611 | Original: -0.9100129886641795
Output: 0.8844696749564653 | Original: -0.9100129886641795
Output: 0.8766570452691524 | Original: -0.9100129886641795
Output: 0.8759989579217936 | Original: -0.9100129886641795
Output: 0.8800030238637859 | Original: -0.9100129886641795
Output: 0.8769154141079136 | Original: -0.9100129886641795
Output: 0.9024293200164466 | Original: -0.9100129886641795
Output: 0.8955158371966381 | Original: -0.9100129886641795
Output: 0.8762441452661427 | Original: -0.9100129886641795
Output: 0.8887889808864723 | Original: -0.9100129886641795
Output: 0.8862519028340421 | Original: -0.9100129886641795
Output: 0.9005290599045024 | Original: -0.9100129886641795
Output: 0.9019500420868118 | Original: -0.9100129886641795
Output: 0.8958561655272699 | Original: -0.5998184192460075
Output: 0.8860431092859988 | Original: -0.5998184192460075
Output: 0.8785192582526623 | Original: -0.5998184192460075
Output: 0.972198603455959 | Original: -0.5998184192460075
Output: 0.8766454760444237 | Original: -0.5998184192460075
Output: 1.0193541436019697 | Original: -0.5998184192460075
Output: 0.9156364147284974 | Original: -0.5998184192460075
Output: 0.9554382609327543 | Original: -0.5998184192460075
Output: 1.0191259989739967 | Original: -0.5998184192460075
Output: 0.9376532804130147 | Original: -0.5998184192460075
Output: 1.010508686770665 | Original: -0.5998184192460075
Output: 1.0188417076898837 | Original: -0.5998184192460075
Output: 0.8931316332010155 | Original: -0.5998184192460075
Output: 0.9003491743532595 | Original: -0.5998184192460075
Output: 1.0028667899106951 | Original: -0.5998184192460075
Output: 0.9900506224511832 | Original: -0.5998184192460075
Output: 1.0131318427821743 | Original: -0.5998184192460075
Output: 0.9031731333073387 | Original: -0.5998184192460075
Output: 0.9843753274837029 | Original: -0.5998184192460075
Output: 1.0173030861882575 | Original: -0.5998184192460075
Output: 0.9511143658363068 | Original: -0.5998184192460075
Output: 0.8788107076071143 | Original: -0.5998184192460075
Output: 0.9172441865457964 | Original: -0.5998184192460075
Output: 0.8892731761453174 | Original: -0.5998184192460075
Output: 0.927530984630785 | Original: -0.5998184192460075
Output: 0.890201462229054 | Original: -0.5998184192460075
Output: 0.8969085393898636 | Original: -0.5998184192460075
Output: 0.8754733082720125 | Original: -0.5998184192460075
Output: 0.9159714171035214 | Original: -0.5998184192460075
Output: 1.0061746691746096 | Original: -0.5998184192460075
Output: 0.9055678913078082 | Original: -0.5998184192460075
Output: 1.0127474693313032 | Original: -0.5998184192460075
Output: 0.887873041546381 | Original: -0.5998184192460075
Output: 1.0154719600848057 | Original: -0.5998184192460075
Output: 0.8793743139328094 | Original: -0.5998184192460075
Output: 1.0038560935853864 | Original: -0.5998184192460075
Output: 0.8905870094449341 | Original: -0.5998184192460075
Output: 0.8853165909559081 | Original: -0.5998184192460075
Output: 0.8923571412366335 | Original: -0.5998184192460075
Output: 0.9363306928461512 | Original: -0.5998184192460075
Output: 0.8776120086662145 | Original: -0.5998184192460075
Output: 0.998898061493588 | Original: -0.5998184192460075
Output: 0.9438596347054226 | Original: -0.5998184192460075
Output: 0.8966379912601314 | Original: -0.5998184192460075
Output: 1.0170753480079537 | Original: -0.5998184192460075
Output: 0.8967163466734268 | Original: -0.5998184192460075
Output: 0.9039123586278021 | Original: -0.5998184192460075
Output: 0.9977233584232089 | Original: -0.5998184192460075
Output: 1.0065004046148855 | Original: -0.5998184192460075
Output: 0.9702235547769466 | Original: -0.5998184192460075
Output: 0.9561389469862557 | Original: -0.5998184192460075
Output: 0.910827655456911 | Original: -0.5998184192460075
Output: 0.9348637789767806 | Original: -0.28962384982783573
Output: 0.8791847146155561 | Original: -0.28962384982783573
Output: 0.8905211074358412 | Original: -0.28962384982783573
Output: 0.89351480475734 | Original: -0.28962384982783573
Output: 0.9952640435053963 | Original: -0.28962384982783573
Output: 0.9717930152485804 | Original: -0.28962384982783573
Output: 0.8873370510477908 | Original: -0.28962384982783573
Output: 0.8951630785151022 | Original: -0.28962384982783573
Output: 1.0183233258724966 | Original: -0.28962384982783573
Output: 1.0084704900188504 | Original: -0.28962384982783573
Output: 1.0187051685512554 | Original: -0.28962384982783573
Output: 0.996309919603858 | Original: -0.28962384982783573
Output: 1.0022208306883333 | Original: -0.28962384982783573
Output: 1.018952092775784 | Original: -0.28962384982783573
Output: 0.8900237969628008 | Original: -0.28962384982783573
Output: 0.9445424253353042 | Original: -0.28962384982783573
Output: 0.9966601849798962 | Original: -0.28962384982783573
Output: 1.0058942669676347 | Original: -0.28962384982783573
Output: 1.0196133222322823 | Original: -0.28962384982783573
Output: 0.9960575932614131 | Original: -0.28962384982783573
Output: 1.0152208630519355 | Original: -0.28962384982783573
Output: 0.9978643766641407 | Original: -0.28962384982783573
