Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.6037858443489783 | Original: -2.1507912663368667
Output: 0.604012930254759 | Original: -2.1507912663368667
Output: 0.6062369636766873 | Original: -1.8405966969186949
Output: 0.6040585977014559 | Original: -1.8405966969186949
Output: 0.6038617916810088 | Original: -1.8405966969186949
Output: 0.6046458621136789 | Original: -1.8405966969186949
Output: 0.6038725672810291 | Original: -1.8405966969186949
Output: 0.6039207678720724 | Original: -1.530402127500523
Output: 0.6072904634641066 | Original: -1.530402127500523
Output: 0.6060818285416976 | Original: -1.530402127500523
Output: 0.6058538517549997 | Original: -1.530402127500523
Output: 0.6104652161602847 | Original: -1.530402127500523
Output: 0.6048758838605148 | Original: -1.530402127500523
Output: 0.6049088376936407 | Original: -1.530402127500523
Output: 0.6043899873858647 | Original: -1.530402127500523
Output: 0.6059760476776205 | Original: -1.530402127500523
Output: 0.6051719570959277 | Original: -1.530402127500523
Output: 0.6057617439596545 | Original: -1.2202075580823513
Output: 0.6048498512956937 | Original: -1.2202075580823513
Output: 0.605095195175338 | Original: -1.2202075580823513
Output: 0.6123601210437188 | Original: -1.2202075580823513
Output: 0.6078810643691508 | Original: -1.2202075580823513
Output: 0.6247405916683783 | Original: -1.2202075580823513
Output: 0.6083631299188544 | Original: -1.2202075580823513
Output: 0.6309997575272261 | Original: -1.2202075580823513
Output: 0.6095117561466559 | Original: -1.2202075580823513
Output: 0.626591486965271 | Original: -1.2202075580823513
Output: 0.6163080014338087 | Original: -1.2202075580823513
Output: 0.6050592685117706 | Original: -1.2202075580823513
Output: 0.6090011376748582 | Original: -1.2202075580823513
Output: 0.6071018467061727 | Original: -1.2202075580823513
Output: 0.6120701423948909 | Original: -1.2202075580823513
Output: 0.619296637319234 | Original: -1.2202075580823513
Output: 0.6100086880990749 | Original: -1.2202075580823513
Output: 0.6046669013607735 | Original: -1.2202075580823513
Output: 0.6069111764564471 | Original: -1.2202075580823513
Output: 0.611076039186419 | Original: -1.2202075580823513
Output: 0.607350319581236 | Original: -1.2202075580823513
Output: 0.6044568956912244 | Original: -1.2202075580823513
Output: 0.6753092510058865 | Original: -1.2202075580823513
Output: 0.612201843627396 | Original: -1.2202075580823513
Output: 0.610989425736839 | Original: -0.9100129886641795
Output: 0.6058372545971745 | Original: -0.9100129886641795
Output: 0.6070404426276028 | Original: -0.9100129886641795
Output: 0.6063535005073896 | Original: -0.9100129886641795
Output: 0.6055363634104994 | Original: -0.9100129886641795
Output: 0.6102331057888332 | Original: -0.9100129886641795
Output: 0.6116268764801179 | Original: -0.9100129886641795
Output: 0.619860165997093 | Original: -0.9100129886641795
Output: 0.6458451363873553 | Original: -0.9100129886641795
Output: 0.6157211397486098 | Original: -0.9100129886641795
Output: 0.671532124761951 | Original: -0.9100129886641795
Output: 0.6095039378653311 | Original: -0.9100129886641795
Output: 0.6352281857330175 | Original: -0.9100129886641795
Output: 0.6073994646396538 | Original: -0.9100129886641795
Output: 0.6108010885136628 | Original: -0.9100129886641795
Output: 0.6461848840196672 | Original: -0.9100129886641795
Output: 0.6106965338284949 | Original: -0.9100129886641795
Output: 0.60590201912491 | Original: -0.9100129886641795
Output: 0.6129470814204352 | Original: -0.9100129886641795
Output: 0.6134094240429876 | Original: -0.9100129886641795
Output: 0.6278148922749617 | Original: -0.9100129886641795
Output: 0.615448297501168 | Original: -0.9100129886641795
Output: 0.6202492467040376 | Original: -0.9100129886641795
Output: 0.6144617121977287 | Original: -0.9100129886641795
Output: 0.6863204754549198 | Original: -0.9100129886641795
Output: 0.6221087912564907 | Original: -0.9100129886641795
Output: 0.6077624833920275 | Original: -0.9100129886641795
Output: 0.612183610715901 | Original: -0.9100129886641795
Output: 0.6058000174164445 | Original: -0.9100129886641795
Output: 0.608807371236733 | Original: -0.9100129886641795
Output: 0.6209266193622149 | Original: -0.9100129886641795
Output: 0.6614790761197276 | Original: -0.9100129886641795
Output: 0.6071969069940625 | Original: -0.9100129886641795
Output: 0.6239293131992415 | Original: -0.9100129886641795
Output: 0.6097559123174888 | Original: -0.9100129886641795
Output: 0.6135356087239573 | Original: -0.5998184192460075
Output: 0.6098761992424309 | Original: -0.5998184192460075
Output: 0.6055627297754227 | Original: -0.5998184192460075
Output: 0.6380712961050418 | Original: -0.5998184192460075
Output: 0.6075829413063515 | Original: -0.5998184192460075
Output: 0.6687340633778296 | Original: -0.5998184192460075
Output: 0.627438033409692 | Original: -0.5998184192460075
Output: 0.6552381646579563 | Original: -0.5998184192460075
Output: 0.6968504035419106 | Original: -0.5998184192460075
Output: 0.6372719034152565 | Original: -0.5998184192460075
Output: 0.6726626605319866 | Original: -0.5998184192460075
Output: 0.700416114439086 | Original: -0.5998184192460075
Output: 0.6134813780893644 | Original: -0.5998184192460075
Output: 0.6238394960549433 | Original: -0.5998184192460075
Output: 0.6633577038564363 | Original: -0.5998184192460075
Output: 0.6455925490834321 | Original: -0.5998184192460075
Output: 0.6898261898037641 | Original: -0.5998184192460075
Output: 0.625324979128217 | Original: -0.5998184192460075
Output: 0.6392362615025313 | Original: -0.5998184192460075
Output: 0.6636396965008012 | Original: -0.5998184192460075
Output: 0.7033285757508809 | Original: -0.5998184192460075
Output: 0.6783612305265657 | Original: -0.5998184192460075
Output: 0.6343758459780615 | Original: -0.5998184192460075
Output: 0.6130919806282862 | Original: -0.5998184192460075
Output: 0.6233094825551309 | Original: -0.5998184192460075
Output: 0.6971695501931123 | Original: -0.5998184192460075
Output: 0.661846640087905 | Original: -0.5998184192460075
Output: 0.615957989693037 | Original: -0.5998184192460075
Output: 0.6339311788528387 | Original: -0.5998184192460075
Output: 0.6695251727033216 | Original: -0.5998184192460075
Output: 0.6302299370483195 | Original: -0.5998184192460075
Output: 0.6599212827672528 | Original: -0.5998184192460075
Output: 0.6132677443268745 | Original: -0.5998184192460075
Output: 0.6445096983735189 | Original: -0.5998184192460075
Output: 0.6833765240121362 | Original: -0.5998184192460075
Output: 0.6408657840577957 | Original: -0.5998184192460075
Output: 0.6817969869904249 | Original: -0.5998184192460075
Output: 0.6084867280586462 | Original: -0.5998184192460075
Output: 0.6873464213195115 | Original: -0.5998184192460075
Output: 0.6093041459592006 | Original: -0.5998184192460075
Output: 0.6053471143820537 | Original: -0.5998184192460075
Output: 0.6279701024254043 | Original: -0.5998184192460075
Output: 0.6338144471687632 | Original: -0.5998184192460075
Output: 0.6153680767661713 | Original: -0.5998184192460075
Output: 0.6823210653000004 | Original: -0.5998184192460075
Output: 0.6230843113174418 | Original: -0.5998184192460075
Output: 0.6277298748110163 | Original: -0.5998184192460075
Output: 0.6232142238617465 | Original: -0.5998184192460075
Output: 0.6154643836667428 | Original: -0.5998184192460075
Output: 0.6185262597445149 | Original: -0.5998184192460075
Output: 0.6680787034410646 | Original: -0.5998184192460075
Output: 0.6149280676925434 | Original: -0.5998184192460075
Output: 0.6095093349438145 | Original: -0.28962384982783573
Output: 0.6329729672587332 | Original: -0.28962384982783573
Output: 0.6999598940288905 | Original: -0.28962384982783573
Output: 0.6416692159769136 | Original: -0.28962384982783573
Output: 0.6556375205104653 | Original: -0.28962384982783573
Output: 0.6291067721020467 | Original: -0.28962384982783573
Output: 0.622570114682624 | Original: -0.28962384982783573
Output: 0.6173899998191736 | Original: -0.28962384982783573
Output: 0.693263969908263 | Original: -0.28962384982783573
Output: 0.6684277373605049 | Original: -0.28962384982783573
Output: 0.7015091297533838 | Original: -0.28962384982783573
Output: 0.6474451972019228 | Original: -0.28962384982783573
Output: 0.7099324012822128 | Original: -0.28962384982783573
Output: 0.6793355583809911 | Original: -0.28962384982783573
Output: 0.7026793859139824 | Original: -0.28962384982783573
Output: 0.6402822710580293 | Original: -0.28962384982783573
Output: 0.659811448282457 | Original: -0.28962384982783573
Output: 0.6713336996925424 | Original: -0.28962384982783573
Output: 0.7045247293870958 | Original: -0.28962384982783573
Output: 0.6576097927804869 | Original: -0.28962384982783573
Output: 0.6954586368020197 | Original: -0.28962384982783573
Output: 0.6573912332108517 | Original: -0.28962384982783573
Output: 0.6612117133500129 | Original: -0.28962384982783573
Output: 0.680793442188427 | Original: -0.28962384982783573
Output: 0.698332196461769 | Original: -0.28962384982783573
Output: 0.6669897483900372 | Original: -0.28962384982783573
Output: 0.709944356991391 | Original: -0.28962384982783573
Output: 0.6433039677605769 | Original: -0.28962384982783573
Output: 0.6597464254140484 | Original: -0.28962384982783573
Output: 0.7061342167719814 | Original: -0.28962384982783573
Output: 0.6460241010654549 | Original: -0.28962384982783573
Output: 0.6660089348849627 | Original: -0.28962384982783573
Output: 0.6812552543209334 | Original: -0.28962384982783573
Output: 0.632930174705324 | Original: -0.28962384982783573
Output: 0.6202186403763864 | Original: -0.28962384982783573
Output: 0.6133977565937668 | Original: -0.28962384982783573
Output: 0.6376943107715862 | Original: -0.28962384982783573
Output: 0.7055184775634956 | Original: -0.28962384982783573
Output: 0.6813264109087456 | Original: -0.28962384982783573
Output: 0.7036202131198952 | Original: -0.28962384982783573
Output: 0.6702383037033219 | Original: -0.28962384982783573
Output: 0.711426152893781 | Original: -0.28962384982783573
Output: 0.6946527935575155 | Original: -0.28962384982783573
Output: 0.6833118840080812 | Original: -0.28962384982783573
Output: 0.7072108398042578 | Original: -0.28962384982783573
Output: 0.6153852532782995 | Original: -0.28962384982783573
Output: 0.6857138418150063 | Original: -0.28962384982783573
Output: 0.7001075790216832 | Original: -0.28962384982783573
