Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: 0.022986031112526794 | Original: -0.5959780989392994
Output: 0.06411409758879934 | Original: -0.5585822252305238
Output: 0.06654765388819886 | Original: -0.5398842883761359
Output: 0.08445810049333598 | Original: -0.5211863515217481
Output: 0.06292445035675107 | Original: -0.496255769049231
Output: 0.08788370359489257 | Original: -0.4713251865767139
Output: 0.042854182068713526 | Original: -0.4526272497223261
Output: 0.12711969059474845 | Original: -0.427696667249809
Output: 0.44197929612748726 | Original: -0.40276608477729187
Output: 0.17675164081173445 | Original: -0.3529049198322577
Output: 0.5715064566938577 | Original: -0.32174169174161127
Output: 0.6371543136614473 | Original: -0.2656478811784478
Output: 0.09032747967295604 | Original: -0.2157867162334136
Output: 0.5277158716378348 | Original: -0.12229703196147447
Output: 0.9071089863943214 | Original: 0.0646823365824038
Output: 0.8778281365541358 | Original: 0.2204984770356357
Output: 0.9984474912374777 | Original: 0.6380857334502972
Output: 0.993610608216656 | Original: 1.068138281101217
Output: 0.999650365582738 | Original: 2.3894591521446236
Overall Mean-Squared Error for Fold 4: 0.4745367519983778

