Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 8.0231058344399 | Original: -0.20201978829184197
Output: 1.3009270375022846 | Original: -0.20201978829184197
Output: 7.225315662220743 | Original: -0.20201978829184197
Output: 7.151113994224547 | Original: -0.20201978829184197
Output: 4.94005352974097 | Original: -0.20201978829184197
Output: 2.7102183470386363 | Original: -0.20201978829184197
Output: 7.25588426183143 | Original: -0.20201978829184197
Output: 1.7284170964652605 | Original: -0.20201978829184197
Output: 0.6529933445025974 | Original: -0.20201978829184197
Output: 6.286468285087302 | Original: -0.20201978829184197
Output: 0.6347607140115382 | Original: -0.20201978829184197
Output: 4.458931558377837 | Original: -0.20201978829184197
Output: 0.6883397910824518 | Original: -0.20201978829184197
Output: 5.706222860256711 | Original: -0.20201978829184197
Output: 4.762364678869464 | Original: -0.20201978829184197
Output: 7.3923998647061 | Original: -0.20201978829184197
Output: 5.298678059555324 | Original: -0.20201978829184197
Output: 0.6936287226200424 | Original: -0.20201978829184197
Output: 1.559357100950857 | Original: -0.20201978829184197
Output: 5.841599846470641 | Original: -0.20201978829184197
Output: 8.221861590567487 | Original: -0.20201978829184197
Output: 8.763301410526017 | Original: -0.20201978829184197
Output: 8.060327920647863 | Original: -0.19824586076476045
Output: 8.72874174419338 | Original: -0.19242772249384313
Output: 0.8890185959269057 | Original: -0.18708132516381099
Output: 8.102307711003585 | Original: -0.1806341989717134
Output: 2.587849307188844 | Original: -0.1763885305037467
Output: 8.692282490683503 | Original: -0.17151387411459976
Output: 8.808683841424312 | Original: -0.1678971935678133
Output: 5.1898767398790575 | Original: -0.16160731435601075
Output: 1.1186899623097126 | Original: -0.15201524855801193
Output: 7.166647407591602 | Original: -0.14368115860237357
Output: 1.2990750689070378 | Original: -0.12952893037581792
Output: 4.652386678317533 | Original: -0.11647743101132768
Output: 0.9852146337755403 | Original: -0.10169621486359176
Output: 4.9068499298574855 | Original: -0.09163240812470774
Output: 6.6383938388181365 | Original: -0.07622220405579155
Output: 8.497106356637664 | Original: -0.05625183755831856
Output: 4.417774192059918 | Original: -0.03942641066674681
Output: 3.0160469458055164 | Original: -0.02071402001163432
Output: 8.30212631555525 | Original: 0.03919707948078469
Output: 1.6397389848982638 | Original: 0.14439530929818187
Output: 1.4018872789869663 | Original: 0.24865005723380862
Output: 0.700847424746251 | Original: 0.37743533409546526
Output: 7.3570205600471414 | Original: 0.5777679869913757
Output: 7.943826648452356 | Original: 1.157380356358978
Output: 5.061816962861385 | Original: 4.177780353866548
Overall Mean-Squared Error for Fold 8: 32.12299317595262

