Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 1.8306409129837204 | Original: -0.20201978829184197
Output: 1.923272957987888 | Original: -0.20201978829184197
Output: 2.0305085967506367 | Original: -0.20201978829184197
Output: 1.9126945692068407 | Original: -0.20201978829184197
Output: 2.0378899731341797 | Original: -0.20201978829184197
Output: 1.9827184163008493 | Original: -0.20201978829184197
Output: 1.9818520406506948 | Original: -0.20201978829184197
Output: 1.8227441229199486 | Original: -0.20201978829184197
Output: 1.752488744808011 | Original: -0.20201978829184197
Output: 2.0297312354312984 | Original: -0.20201978829184197
Output: 1.4952683161985658 | Original: -0.20201978829184197
Output: 2.0349001588002302 | Original: -0.20201978829184197
Output: 2.0334792108178332 | Original: -0.20201978829184197
Output: 2.0200705868485387 | Original: -0.20201978829184197
Output: 1.986297867573075 | Original: -0.20201978829184197
Output: 1.5350574625046272 | Original: -0.20201978829184197
Output: 1.9743856447469041 | Original: -0.20201978829184197
Output: 2.0350617012656325 | Original: -0.20201978829184197
Output: 2.038598163269063 | Original: -0.20201978829184197
Output: 2.032067395778844 | Original: -0.20201978829184197
Output: 2.038865078965464 | Original: -0.20201978829184197
Output: 2.0429929814009737 | Original: -0.20201978829184197
Output: 1.948754168861799 | Original: -0.20201978829184197
Output: 1.8160324835533745 | Original: -0.19525816813915425
Output: 1.9884413614219683 | Original: -0.19069800571059742
Output: 2.0314269982524897 | Original: -0.1848798674396801
Output: 2.020329590166543 | Original: -0.17906172916876276
Output: 2.0382078348719443 | Original: -0.17544504862197632
Output: 2.0399626262993427 | Original: -0.17057039223282935
Output: 1.9722324746786755 | Original: -0.16601022980427255
Output: 2.042212307528266 | Original: -0.15877686871069963
Output: 2.0428493340695395 | Original: -0.14981379083388105
Output: 2.0167594188917395 | Original: -0.14006447805558714
Output: 2.010483483867832 | Original: -0.12418253304578578
Output: 1.760525490934647 | Original: -0.11034479877982023
Output: 2.035541628087701 | Original: -0.09918026317887076
Output: 1.8596620984250627 | Original: -0.08722949267644597
Output: 1.7608531718530454 | Original: -0.07244827652871004
Output: 1.7056233678827033 | Original: -0.04838948854356541
Output: 1.9410621928828256 | Original: -0.028104628085502265
Output: 1.427298098336186 | Original: 0.003187520993215276
Output: 2.0375043808780444 | Original: 0.05476453052999591
Output: 2.037010346918855 | Original: 0.18465053625371797
Output: 2.0366252857886646 | Original: 0.2725515982386582
Output: 2.0376875690484204 | Original: 0.416747079169231
Output: 2.0380054422648066 | Original: 0.7147301068283753
Output: 1.9558557669787628 | Original: 1.459451805505794
Overall Mean-Squared Error for Fold 1: 4.184768426658122

