Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.057779008190324915 | Original: -0.6146760357936872
Output: 0.06461437641061471 | Original: -0.5710475164667823
Output: 0.0688621668167515 | Original: -0.5461169339942652
Output: 0.06248414694134 | Original: -0.5211863515217481
Output: 0.06872621517638258 | Original: -0.5024884146673603
Output: 0.10402683460041443 | Original: -0.4713251865767139
Output: 0.07340102649388222 | Original: -0.45885989534045535
Output: 0.09836643792649721 | Original: -0.43392931286793823
Output: 0.08315686078124321 | Original: -0.4089987303954212
Output: 0.20519189504009497 | Original: -0.3716028566866455
Output: 0.14558631403879876 | Original: -0.3342069829778698
Output: 0.1290282035482304 | Original: -0.2718805267965771
Output: 0.19913956621492723 | Original: -0.2220193618515429
Output: 0.19955713700458022 | Original: -0.15969290567025013
Output: 0.3612246078568331 | Original: 0.045984399728015976
Output: 0.11293002604522524 | Original: 0.20180054018124785
Output: 0.5094552928649682 | Original: 0.5757592772690044
Output: 0.4552563306823266 | Original: 1.0494403442468292
Output: 0.5092956209824138 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 2: 0.3963681881673905

