Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: -1.1137462665365885 | Original: -2.1507912663368667
Output: -1.0172252652670535 | Original: -1.8405966969186949
Output: -1.0372051937917548 | Original: -1.8405966969186949
Output: -0.9311824862496926 | Original: -1.8405966969186949
Output: -0.9450344594636828 | Original: -1.8405966969186949
Output: -1.09330383608713 | Original: -1.8405966969186949
Output: -1.060964226792047 | Original: -1.8405966969186949
Output: -0.8923340205787614 | Original: -1.530402127500523
Output: -0.9203340011677713 | Original: -1.530402127500523
Output: -0.9290733204073335 | Original: -1.530402127500523
Output: -0.6980080637920881 | Original: -1.530402127500523
Output: -0.894092694948021 | Original: -1.530402127500523
Output: -0.8496474661848809 | Original: -1.530402127500523
Output: -0.8512156332136807 | Original: -1.530402127500523
Output: -0.668697081193082 | Original: -1.530402127500523
Output: -0.8400367223059266 | Original: -1.530402127500523
Output: -0.8550265025357592 | Original: -1.530402127500523
Output: -0.6262170157314385 | Original: -1.2202075580823513
Output: -0.770262410804507 | Original: -1.2202075580823513
Output: -0.662890995084822 | Original: -1.2202075580823513
Output: -0.9417539115086979 | Original: -1.2202075580823513
Output: -0.481890930014351 | Original: -1.2202075580823513
Output: -0.08847802143891687 | Original: -1.2202075580823513
Output: -0.5466222533170654 | Original: -1.2202075580823513
Output: -0.7707283125978522 | Original: -1.2202075580823513
Output: -0.6285606031586827 | Original: -1.2202075580823513
Output: -0.795688344698039 | Original: -1.2202075580823513
Output: -0.6831974153029214 | Original: -1.2202075580823513
Output: -0.759177403462225 | Original: -1.2202075580823513
Output: 0.050081590629529674 | Original: -1.2202075580823513
Output: -0.8865122092964066 | Original: -1.2202075580823513
Output: -0.788252554087812 | Original: -1.2202075580823513
Output: -0.761776701978057 | Original: -1.2202075580823513
Output: -0.8172280752310914 | Original: -1.2202075580823513
Output: -0.7770263460915774 | Original: -1.2202075580823513
Output: -0.7734019249850859 | Original: -1.2202075580823513
Output: -0.7454910946174613 | Original: -1.2202075580823513
Output: -0.5737168865168145 | Original: -1.2202075580823513
Output: -0.8399457768683046 | Original: -1.2202075580823513
Output: -0.6632321935035521 | Original: -1.2202075580823513
Output: -0.44619145363472645 | Original: -1.2202075580823513
Output: -0.36774721078272105 | Original: -0.9100129886641795
Output: -0.5980676368076361 | Original: -0.9100129886641795
Output: -0.630546299112583 | Original: -0.9100129886641795
Output: -0.6156785277343484 | Original: -0.9100129886641795
Output: -0.8796343890262615 | Original: -0.9100129886641795
Output: -0.3616906772173004 | Original: -0.9100129886641795
Output: -0.4898761317202618 | Original: -0.9100129886641795
Output: -0.1990332109749104 | Original: -0.9100129886641795
Output: -0.9238228582570052 | Original: -0.9100129886641795
Output: -0.28763590130237515 | Original: -0.9100129886641795
Output: 0.29660011823424537 | Original: -0.9100129886641795
Output: -0.4682512526958832 | Original: -0.9100129886641795
Output: -0.5714701645974589 | Original: -0.9100129886641795
Output: -0.6574357395156694 | Original: -0.9100129886641795
Output: -0.37811578482322694 | Original: -0.9100129886641795
Output: -0.2673417851374167 | Original: -0.9100129886641795
Output: -0.41320238007225724 | Original: -0.9100129886641795
Output: -0.6503847519203525 | Original: -0.9100129886641795
Output: -0.08224575490235844 | Original: -0.9100129886641795
Output: -0.7599683510609364 | Original: -0.9100129886641795
Output: -0.44577219793232714 | Original: -0.9100129886641795
Output: -0.7933307857013661 | Original: -0.9100129886641795
Output: -0.28539233936297353 | Original: -0.9100129886641795
Output: -0.3518430471267254 | Original: -0.9100129886641795
Output: -0.6228729514028059 | Original: -0.9100129886641795
Output: -0.7554066782392007 | Original: -0.9100129886641795
Output: -0.49365855397318326 | Original: -0.9100129886641795
Output: -0.47306883412508327 | Original: -0.9100129886641795
Output: -0.9013255771912586 | Original: -0.9100129886641795
Output: -0.30397755791151193 | Original: -0.9100129886641795
Output: -0.6702377790473525 | Original: -0.9100129886641795
Output: -0.3563267137159597 | Original: -0.9100129886641795
Output: -0.8307440234656569 | Original: -0.9100129886641795
Output: -0.27272731317374543 | Original: -0.9100129886641795
Output: -0.4898949939117905 | Original: -0.9100129886641795
Output: -0.15566538081317174 | Original: -0.5998184192460075
