Done Forest Fires
CrossOver 0.75
Beta 0.0
popSize 80
Output: -0.5436789763429989 | Original: -0.20201978829184197
Output: 1.3872511922437578 | Original: -0.20201978829184197
Output: 1.095102543354468 | Original: -0.20201978829184197
Output: -0.14951810331224547 | Original: -0.20201978829184197
Output: 1.3901130372316457 | Original: -0.20201978829184197
Output: 0.6743134358124264 | Original: -0.20201978829184197
Output: 0.8391689655388552 | Original: -0.20201978829184197
Output: 0.5033552369649026 | Original: -0.20201978829184197
Output: 0.2058375945897431 | Original: -0.20201978829184197
Output: 1.379784800137518 | Original: -0.20201978829184197
Output: -0.17945731245595065 | Original: -0.20201978829184197
Output: 1.5338570670249854 | Original: -0.20201978829184197
Output: 1.3490653164785464 | Original: -0.20201978829184197
Output: 0.957039763314053 | Original: -0.20201978829184197
Output: 0.38774313224754714 | Original: -0.20201978829184197
Output: 1.2119837335349333 | Original: -0.20201978829184197
Output: -0.10225273737190821 | Original: -0.20201978829184197
Output: 0.8183546622754201 | Original: -0.20201978829184197
Output: 0.9082936871542662 | Original: -0.20201978829184197
Output: 1.4477698413787268 | Original: -0.20201978829184197
Output: 1.0483228965632556 | Original: -0.20201978829184197
Output: 2.3064792102566525 | Original: -0.20201978829184197
Output: 0.6152284320118362 | Original: -0.20201978829184197
Output: 0.014894797688266181 | Original: -0.19525816813915425
Output: 1.0470654455789317 | Original: -0.19069800571059742
Output: 0.7449007909568562 | Original: -0.1848798674396801
Output: 1.0786868265207417 | Original: -0.17906172916876276
Output: 1.2832240685205218 | Original: -0.17544504862197632
Output: 1.7207330681472146 | Original: -0.17057039223282935
Output: 0.05299616778778726 | Original: -0.16601022980427255
Output: 1.835821365168142 | Original: -0.15877686871069963
Output: 1.913503927976369 | Original: -0.14981379083388105
Output: 0.7794960220303028 | Original: -0.14006447805558714
Output: 0.9562207601987213 | Original: -0.12418253304578578
Output: -0.3083595606896107 | Original: -0.11034479877982023
Output: 1.2237420563718953 | Original: -0.09918026317887076
Output: 0.10209358018247616 | Original: -0.08722949267644597
Output: 0.18839197280711384 | Original: -0.07244827652871004
Output: -0.3147803227597096 | Original: -0.04838948854356541
Output: -0.12640584432430468 | Original: -0.028104628085502265
Output: -0.5163978954454304 | Original: 0.003187520993215276
Output: 0.8705359467200853 | Original: 0.05476453052999591
Output: 1.889041274806328 | Original: 0.18465053625371797
Output: 0.995820511166736 | Original: 0.2725515982386582
Output: 1.4318181281072002 | Original: 0.416747079169231
Output: 1.3436221288189234 | Original: 0.7147301068283753
Output: 0.04522759465178661 | Original: 1.459451805505794
Overall Mean-Squared Error for Fold 1: 1.368249636707535

