Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: -1.4013522787565706 | Original: -2.1507912663368667
Output: -1.4022068984656006 | Original: -2.1507912663368667
Output: -1.514125976354119 | Original: -1.8405966969186949
Output: -1.3396909847195977 | Original: -1.8405966969186949
Output: -1.4032799497979187 | Original: -1.8405966969186949
Output: -1.4277890434910283 | Original: -1.8405966969186949
Output: -1.1548980074364552 | Original: -1.8405966969186949
Output: -1.3134159886340784 | Original: -1.530402127500523
Output: -1.161574375832661 | Original: -1.530402127500523
Output: -0.5209977106267639 | Original: -1.530402127500523
Output: -0.9746505084828767 | Original: -1.530402127500523
Output: -1.384272536088819 | Original: -1.530402127500523
Output: -0.9652795770197353 | Original: -1.530402127500523
Output: -1.2528557695347398 | Original: -1.530402127500523
Output: -0.9877000960058675 | Original: -1.530402127500523
Output: -1.1589603202404992 | Original: -1.530402127500523
Output: -1.1574518915209295 | Original: -1.530402127500523
Output: -0.831751333352235 | Original: -1.2202075580823513
Output: -1.2304285364355232 | Original: -1.2202075580823513
Output: -0.9205567922981637 | Original: -1.2202075580823513
Output: -1.4120743602867807 | Original: -1.2202075580823513
Output: -0.5532365185674496 | Original: -1.2202075580823513
Output: -0.1416648058123785 | Original: -1.2202075580823513
Output: -0.5767599513223716 | Original: -1.2202075580823513
Output: -1.1431484224856794 | Original: -1.2202075580823513
Output: -0.5804823013920323 | Original: -1.2202075580823513
Output: -1.0900325725890132 | Original: -1.2202075580823513
Output: -0.8252343990156429 | Original: -1.2202075580823513
Output: -0.9315974643812623 | Original: -1.2202075580823513
Output: -1.4687733577866142 | Original: -1.2202075580823513
Output: -1.518910269748685 | Original: -1.2202075580823513
Output: -1.08476480688047 | Original: -1.2202075580823513
Output: 0.030184756723445977 | Original: -1.2202075580823513
Output: -0.7502084492445107 | Original: -1.2202075580823513
Output: -0.902614571704659 | Original: -1.2202075580823513
Output: -1.1393230013274032 | Original: -1.2202075580823513
Output: -1.0022828514463056 | Original: -1.2202075580823513
Output: -0.5073989856235839 | Original: -1.2202075580823513
Output: -1.0787858561544525 | Original: -1.2202075580823513
Output: -0.8029934123992923 | Original: -1.2202075580823513
Output: -0.903762726188662 | Original: -1.2202075580823513
Output: -0.10227438538971786 | Original: -0.9100129886641795
Output: -0.8427451220208684 | Original: -0.9100129886641795
Output: -0.8650824179507859 | Original: -0.9100129886641795
Output: -0.4486145608274793 | Original: -0.9100129886641795
Output: -1.1417217679275427 | Original: -0.9100129886641795
Output: -0.5323642654989271 | Original: -0.9100129886641795
Output: -0.4789916956261905 | Original: -0.9100129886641795
Output: -0.35973665783878533 | Original: -0.9100129886641795
Output: 0.5129295810650494 | Original: -0.9100129886641795
Output: -0.4221066400061875 | Original: -0.9100129886641795
Output: 0.413981241574286 | Original: -0.9100129886641795
Output: -0.5098585811617605 | Original: -0.9100129886641795
Output: -0.7208045290591469 | Original: -0.9100129886641795
Output: -0.854467732910392 | Original: -0.9100129886641795
Output: -0.3985821903839789 | Original: -0.9100129886641795
Output: 1.1798957427355585 | Original: -0.9100129886641795
Output: -0.5150142289593044 | Original: -0.9100129886641795
Output: -0.8444107741596165 | Original: -0.9100129886641795
Output: -0.3107545082453995 | Original: -0.9100129886641795
Output: -0.706557401407463 | Original: -0.9100129886641795
Output: -0.6462844538358803 | Original: -0.9100129886641795
Output: -0.06967635036175918 | Original: -0.9100129886641795
Output: -0.10999888662672153 | Original: -0.9100129886641795
Output: -0.40822340537425583 | Original: -0.9100129886641795
Output: -0.8050754648156594 | Original: -0.9100129886641795
Output: -0.9700095106440796 | Original: -0.9100129886641795
Output: -0.5258749466090584 | Original: -0.9100129886641795
Output: -0.7523479152690822 | Original: -0.9100129886641795
Output: -0.2968442154327789 | Original: -0.9100129886641795
Output: -0.3232764476926111 | Original: -0.9100129886641795
Output: -0.8798299140688517 | Original: -0.9100129886641795
Output: -0.41440555546904445 | Original: -0.9100129886641795
Output: -0.4271312992065921 | Original: -0.9100129886641795
Output: -0.33631826968538603 | Original: -0.9100129886641795
Output: -0.25145648396211984 | Original: -0.9100129886641795
Output: -0.3188437333870946 | Original: -0.5998184192460075
Output: -0.4688646404491653 | Original: -0.5998184192460075
Output: -0.7740181594825722 | Original: -0.5998184192460075
Output: 0.2548469146998561 | Original: -0.5998184192460075
Output: -0.8316578233332852 | Original: -0.5998184192460075
Output: 0.9342483018495196 | Original: -0.5998184192460075
Output: -0.11550874587331705 | Original: -0.5998184192460075
Output: 0.1152738486949419 | Original: -0.5998184192460075
Output: 0.9099031641993542 | Original: -0.5998184192460075
Output: -0.016780530186348924 | Original: -0.5998184192460075
Output: 0.46802164083350006 | Original: -0.5998184192460075
Output: 0.92232759200105 | Original: -0.5998184192460075
Output: -0.3634590071601004 | Original: -0.5998184192460075
Output: -0.2217947506395071 | Original: -0.5998184192460075
Output: 0.30492578597738995 | Original: -0.5998184192460075
Output: 0.19728588852705187 | Original: -0.5998184192460075
