Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: -0.7584959873029073 | Original: -0.6084433901755579
Output: -0.6700729357936559 | Original: -0.5710475164667823
Output: -0.6823595595134448 | Original: -0.5461169339942652
Output: -0.5156892899064262 | Original: -0.5211863515217481
Output: -0.6264194573290729 | Original: -0.496255769049231
Output: -0.40532577176886947 | Original: -0.4713251865767139
Output: -0.42005157577146224 | Original: -0.4526272497223261
Output: -0.6841618609363705 | Original: -0.43392931286793823
Output: -0.5891398596198641 | Original: -0.4089987303954212
Output: -0.3318998080063951 | Original: -0.3716028566866455
Output: -0.28516607503593716 | Original: -0.3279743373597406
Output: -0.2804490354717933 | Original: -0.2718805267965771
Output: -0.22150081451734216 | Original: -0.2220193618515429
Output: -0.27934115647855734 | Original: -0.134762323197733
Output: 0.7046223383119234 | Original: 0.05221704534614525
Output: 1.647947357736804 | Original: 0.2142658314175064
Output: 0.47048138504726883 | Original: 0.6380857334502972
Output: 0.977730581707193 | Original: 1.068138281101217
Output: 2.0201457800443237 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 3: 0.1451762054945471

