Done Abalone
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.15191797369945084 | Original: -2.1507912663368667
Output: 0.1531857813945547 | Original: -1.8405966969186949
Output: 0.15002403497964692 | Original: -1.8405966969186949
Output: 0.15565844851031244 | Original: -1.8405966969186949
Output: 0.15206084133395453 | Original: -1.8405966969186949
Output: 0.15647991236550524 | Original: -1.8405966969186949
Output: 0.1533330019664356 | Original: -1.530402127500523
Output: 0.15409408754565856 | Original: -1.530402127500523
Output: 0.1543403706784929 | Original: -1.530402127500523
Output: 0.1891794418594283 | Original: -1.530402127500523
Output: 0.23036348216784552 | Original: -1.530402127500523
Output: 0.17492572536220571 | Original: -1.530402127500523
Output: 0.15089016854826554 | Original: -1.530402127500523
Output: 0.16872309780028688 | Original: -1.530402127500523
Output: 0.16558377589142326 | Original: -1.530402127500523
Output: 0.15092154492797044 | Original: -1.530402127500523
Output: 0.15902760532250595 | Original: -1.530402127500523
Output: 0.1646255871721791 | Original: -1.2202075580823513
Output: 0.19018331531949648 | Original: -1.2202075580823513
Output: 0.23677496382598057 | Original: -1.2202075580823513
Output: 0.17293242560322578 | Original: -1.2202075580823513
Output: 0.3610945885085512 | Original: -1.2202075580823513
Output: 0.16960021008787174 | Original: -1.2202075580823513
Output: 0.33554383263373244 | Original: -1.2202075580823513
Output: 0.19051447517474657 | Original: -1.2202075580823513
Output: 0.3389371066255238 | Original: -1.2202075580823513
Output: 0.20450358443525532 | Original: -1.2202075580823513
Output: 0.25153283844501606 | Original: -1.2202075580823513
Output: 0.1644362394472767 | Original: -1.2202075580823513
Output: 0.1620225300727874 | Original: -1.2202075580823513
Output: 0.15639032856433616 | Original: -1.2202075580823513
Output: 0.22903120692743253 | Original: -1.2202075580823513
Output: 0.310672208295995 | Original: -1.2202075580823513
Output: 0.19832730260341624 | Original: -1.2202075580823513
Output: 0.23478407258662004 | Original: -1.2202075580823513
Output: 0.21436430373575613 | Original: -1.2202075580823513
Output: 0.18508764587882232 | Original: -1.2202075580823513
Output: 0.2425716481334845 | Original: -1.2202075580823513
Output: 0.23733736159515592 | Original: -1.2202075580823513
Output: 0.5784533776538208 | Original: -1.2202075580823513
Output: 0.18508483350449864 | Original: -0.9100129886641795
Output: 0.2049854281361034 | Original: -0.9100129886641795
Output: 0.27440503716348297 | Original: -0.9100129886641795
Output: 0.36921636295919313 | Original: -0.9100129886641795
Output: 0.1715591044613863 | Original: -0.9100129886641795
Output: 0.1794404183599795 | Original: -0.9100129886641795
Output: 0.1808240826988941 | Original: -0.9100129886641795
Output: 0.40611776612639855 | Original: -0.9100129886641795
Output: 0.8038309679941685 | Original: -0.9100129886641795
Output: 0.2445960514948489 | Original: -0.9100129886641795
Output: 0.5160289807830976 | Original: -0.9100129886641795
Output: 0.19355288044308833 | Original: -0.9100129886641795
Output: 0.3102584548920535 | Original: -0.9100129886641795
Output: 0.4594000610549519 | Original: -0.9100129886641795
Output: 0.21912468180732536 | Original: -0.9100129886641795
Output: 0.7108372971307225 | Original: -0.9100129886641795
Output: 0.5706665126080578 | Original: -0.9100129886641795
Output: 0.7404576068929137 | Original: -0.9100129886641795
Output: 0.2830252967595541 | Original: -0.9100129886641795
Output: 0.23631446524156355 | Original: -0.9100129886641795
Output: 0.36023807670144886 | Original: -0.9100129886641795
Output: 0.17392582473859414 | Original: -0.9100129886641795
Output: 0.27996292038571813 | Original: -0.9100129886641795
Output: 1.3963481940208458 | Original: -0.9100129886641795
Output: 0.5803211645831072 | Original: -0.9100129886641795
Output: 0.2413803623391464 | Original: -0.9100129886641795
Output: 0.39911791769332766 | Original: -0.9100129886641795
Output: 0.2363152816243102 | Original: -0.9100129886641795
Output: 1.3762409198153698 | Original: -0.9100129886641795
Output: 0.24577085536677443 | Original: -0.9100129886641795
Output: 1.0370433383704185 | Original: -0.9100129886641795
Output: 0.36715778740844746 | Original: -0.9100129886641795
Output: 0.2860647345371069 | Original: -0.9100129886641795
Output: 0.37261730436209467 | Original: -0.9100129886641795
Output: 0.18875435829518433 | Original: -0.9100129886641795
Output: 0.17425929840049578 | Original: -0.9100129886641795
Output: 0.7282832806927308 | Original: -0.5998184192460075
Output: 0.21475158092726088 | Original: -0.5998184192460075
Output: 0.20618194641960857 | Original: -0.5998184192460075
Output: 0.15935559010525013 | Original: -0.5998184192460075
Output: 0.5977399400784251 | Original: -0.5998184192460075
Output: 0.6696957059065676 | Original: -0.5998184192460075
Output: 1.2529353977132098 | Original: -0.5998184192460075
Output: 1.5996046472947096 | Original: -0.5998184192460075
Output: 0.7285407533186958 | Original: -0.5998184192460075
Output: 1.326835503633753 | Original: -0.5998184192460075
Output: 1.6168312638325593 | Original: -0.5998184192460075
Output: 0.19533773208933705 | Original: -0.5998184192460075
Output: 0.7247391457319622 | Original: -0.5998184192460075
Output: 1.0893241872157788 | Original: -0.5998184192460075
Output: 0.7233133819850276 | Original: -0.5998184192460075
Output: 1.465478158014223 | Original: -0.5998184192460075
Output: 0.24247367267589803 | Original: -0.5998184192460075
Output: 0.830923302716006 | Original: -0.5998184192460075
Output: 1.0041894451173654 | Original: -0.5998184192460075
