Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.04428987120781416 | Original: -0.5959780989392994
Output: 0.09091353189948599 | Original: -0.5585822252305238
Output: 0.07662453733482474 | Original: -0.5398842883761359
Output: 0.1319191186975726 | Original: -0.5211863515217481
Output: 0.08500883573723622 | Original: -0.496255769049231
Output: 0.12371157555739984 | Original: -0.4713251865767139
Output: 0.06082290874524687 | Original: -0.4526272497223261
Output: 0.1590727477422687 | Original: -0.427696667249809
Output: 0.4718873553796854 | Original: -0.40276608477729187
Output: 0.17552038770621275 | Original: -0.3529049198322577
Output: 0.42943262142996874 | Original: -0.32174169174161127
Output: 0.3966542512514813 | Original: -0.2656478811784478
Output: 0.09730059123064198 | Original: -0.2157867162334136
Output: 0.45718194306231036 | Original: -0.12229703196147447
Output: 0.661425019460451 | Original: 0.0646823365824038
Output: 0.6879140809628634 | Original: 0.2204984770356357
Output: 0.7800919975055058 | Original: 0.6380857334502972
Output: 0.7776015092914971 | Original: 1.068138281101217
Output: 0.7846344387136921 | Original: 2.3894591521446236
Overall Mean-Squared Error for Fold 4: 0.45652009401141475

