Done Machine
CrossOver 0.75
mutation 0.25
variance 0.1
k 16
popSize 84
Output: -0.7185831952985329 | Original: -0.5897454533211701
Output: -0.7621164825016024 | Original: -0.5585822252305238
Output: -0.8255611532351158 | Original: -0.5336516427580067
Output: -0.9273207707566317 | Original: -0.5149537059036189
Output: -0.38053200041992746 | Original: -0.496255769049231
Output: -0.9324700901572929 | Original: -0.4650925409585846
Output: -0.44387853529635934 | Original: -0.4463946041041968
Output: -0.008851293757036492 | Original: -0.4214640216316797
Output: -0.06833286125965057 | Original: -0.3965334391591626
Output: -0.32745721266823136 | Original: -0.3466722742141284
Output: 0.06582892574089765 | Original: -0.2968111092690942
Output: 0.11663786343936594 | Original: -0.25318258994218923
Output: -0.5594495448295996 | Original: -0.20955407061528433
Output: 0.3538218210216931 | Original: -0.07866851263456953
Output: 0.5522497417104193 | Original: 0.15193937523621365
Output: -0.134891352317534 | Original: 0.23919641389002352
Output: 0.9558611011705513 | Original: 0.6754816071590728
Output: 1.076495926580015 | Original: 1.3236767514445174
Output: 2.9311706066403147 | Original: 2.5203447101253382
Overall Mean-Squared Error for Fold 6: 0.10578347319528021

