Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 0.6024874241656131 | Original: -0.20201978829184197
Output: -0.46523594036184157 | Original: -0.20201978829184197
Output: 0.07916478839187116 | Original: -0.20201978829184197
Output: -0.2613377204020382 | Original: -0.20201978829184197
Output: -0.6511864405147133 | Original: -0.20201978829184197
Output: -0.46751859227044973 | Original: -0.20201978829184197
Output: 0.4446069718752172 | Original: -0.20201978829184197
Output: 0.4845917088154916 | Original: -0.20201978829184197
Output: 0.396333878001981 | Original: -0.20201978829184197
Output: -0.840040792197195 | Original: -0.20201978829184197
Output: -0.9702565816610383 | Original: -0.20201978829184197
Output: -0.7332899328483947 | Original: -0.20201978829184197
Output: -0.1054797316770313 | Original: -0.20201978829184197
Output: 0.153359519466529 | Original: -0.20201978829184197
Output: -0.4171760130918429 | Original: -0.20201978829184197
Output: -0.10969468419251166 | Original: -0.20201978829184197
Output: 0.043959463691400025 | Original: -0.20201978829184197
Output: -0.3263293560433544 | Original: -0.20201978829184197
Output: -0.7384168515938421 | Original: -0.20201978829184197
Output: -0.4016605774936756 | Original: -0.20201978829184197
Output: -0.11155836369922442 | Original: -0.20201978829184197
Output: 0.043980143726384924 | Original: -0.20201978829184197
Output: 0.5802049742107038 | Original: -0.2006045654691864
Output: 0.48870089707816816 | Original: -0.1938429453164987
Output: 0.5725153307306552 | Original: -0.189597276848532
Output: 0.25159165257468835 | Original: -0.18267840971554922
Output: -0.07088907223179558 | Original: -0.1774892593658121
Output: -0.045578942141059536 | Original: -0.17434431975991088
Output: -0.14861900954365978 | Original: -0.16852618148899356
Output: 0.7297056078452344 | Original: -0.16255079623778115
Output: -0.2265989009678934 | Original: -0.15405945930184772
Output: -0.14124814856018927 | Original: -0.1466688512279798
Output: -0.17151256534852236 | Original: -0.13267386998171918
Output: -0.32057783229150655 | Original: -0.11820714779457338
Output: 0.13077279951478515 | Original: -0.10609913031185353
Output: 0.28388298516050026 | Original: -0.09462010075031392
Output: 0.010868584891439055 | Original: -0.08439904703113482
Output: 0.3737631072618973 | Original: -0.06505766845484207
Output: 0.34762744748201535 | Original: -0.044458314036188835
Output: -0.10974879757997816 | Original: -0.025588676400781257
Output: 0.13986569476573554 | Original: 0.022686146549803065
Output: 0.3690935058455287 | Original: 0.08574218564812336
Output: 0.3128690137401943 | Original: 0.21358398062800957
Output: 0.11370235548572637 | Original: 0.3022712775144251
Output: 1.0100774010205387 | Original: 0.5323236096861024
Output: -0.1983278795582746 | Original: 0.910659844276024
Output: 0.40095745488599843 | Original: 2.887568880545556
Overall Mean-Squared Error for Fold 5: 0.3259755697121074

