Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: 0.8497364994301015 | Original: -0.5897454533211701
Output: 0.8330799984399213 | Original: -0.5585822252305238
Output: 0.8378022842972462 | Original: -0.5336516427580067
Output: 0.821964299208581 | Original: -0.5149537059036189
Output: 0.8536077710769354 | Original: -0.496255769049231
Output: 0.8288501437663524 | Original: -0.4650925409585846
Output: 0.8496053330971984 | Original: -0.4463946041041968
Output: 0.8651726799857269 | Original: -0.4214640216316797
Output: 0.8509998733793671 | Original: -0.3965334391591626
Output: 0.8444162261251977 | Original: -0.3466722742141284
Output: 0.8698968719036873 | Original: -0.2968111092690942
Output: 0.8712096172383016 | Original: -0.25318258994218923
Output: 0.8353231981218402 | Original: -0.20955407061528433
Output: 0.8884599904091595 | Original: -0.07866851263456953
Output: 0.8823780348966618 | Original: 0.15193937523621365
Output: 0.8763044160229236 | Original: 0.23919641389002352
Output: 0.8910958151864325 | Original: 0.6754816071590728
Output: 0.8921698889986734 | Original: 1.3236767514445174
Output: 0.9001488831805307 | Original: 2.5203447101253382
Overall Mean-Squared Error for Fold 6: 1.364910986745416

