Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.20138725456738887 | Original: -0.6209086814118165
Output: -0.3454779662106324 | Original: -0.5772801620849116
Output: -0.3050786947011981 | Original: -0.5461169339942652
Output: -0.3414093528186785 | Original: -0.5211863515217481
Output: -0.21918816620492215 | Original: -0.5024884146673603
Output: -0.18471361897769362 | Original: -0.47755783219484316
Output: -0.09510451964033997 | Original: -0.45885989534045535
Output: -0.08127881831390191 | Original: -0.43392931286793823
Output: -0.12426420354874823 | Original: -0.4089987303954212
Output: -0.15960050075803456 | Original: -0.37783550230477475
Output: -0.223362655702867 | Original: -0.3342069829778698
Output: -0.4736336284024878 | Original: -0.2718805267965771
Output: -0.5724443757120475 | Original: -0.22825200746967214
Output: -0.5511233929639966 | Original: -0.17839084252463794
Output: 0.4478261328930778 | Original: 0.033519108491757425
Output: -0.10147954672963883 | Original: 0.20180054018124785
Output: 0.024870073315622604 | Original: 0.5196654667058409
Output: 0.6445852885910215 | Original: 1.0182771161561828
Output: 2.2850152525272938 | Original: 1.8659169202217643
Overall Mean-Squared Error for Fold 1: 0.1055619147071356

