Done Forest Fires
Iteration: 0 | New Error: 0.5228568360219582

Iteration: 10 | Best Mean-Squared-Error: 0.5092467688572034

Iteration: 0 | New Error: 0.5270507660869669

Iteration: 1 | Best Mean-Squared-Error: 0.5270507660869669

Iteration: 0 | New Error: 0.5243253118798425

Iteration: 1 | Best Mean-Squared-Error: 0.5243253118798425

Iteration: 0 | New Error: 0.5268995946190085

Iteration: 1 | Best Mean-Squared-Error: 0.5268995946190085

Iteration: 0 | New Error: 0.5283444998651615

Iteration: 12 | Best Mean-Squared-Error: 0.5086978974269971

Iteration: 0 | New Error: 0.5260946471918558

Iteration: 1 | Best Mean-Squared-Error: 0.5260946471918558

Iteration: 0 | New Error: 0.526310615179485

Iteration: 1 | Best Mean-Squared-Error: 0.526310615179485

Iteration: 0 | New Error: 0.5258377956397202

Iteration: 1 | Best Mean-Squared-Error: 0.5258377956397202

Iteration: 0 | New Error: 0.5241663113407603

Iteration: 13 | Best Mean-Squared-Error: 0.5086704669379535

Iteration: 0 | New Error: 0.5252591149812695

Iteration: 3 | Best Mean-Squared-Error: 0.5134064215491705

Iteration: 0 | New Error: 0.5267672590006095

Iteration: 1 | Best Mean-Squared-Error: 0.5267672590006095

Iteration: 0 | New Error: 0.5250706806148797

Iteration: 1 | Best Mean-Squared-Error: 0.5250706806148797

Iteration: 0 | New Error: 0.5279449007502461

Iteration: 8 | Best Mean-Squared-Error: 0.5094376412930828

Iteration: 0 | New Error: 0.525464768957377

Iteration: 1 | Best Mean-Squared-Error: 0.525464768957377

Iteration: 0 | New Error: 0.527535017057738

Iteration: 1 | Best Mean-Squared-Error: 0.527535017057738

Iteration: 0 | New Error: 0.5286361165581521

Iteration: 1 | Best Mean-Squared-Error: 0.5286361165581521

Iteration: 0 | New Error: 0.5229270591006017

Iteration: 1 | Best Mean-Squared-Error: 0.5229270591006017

Iteration: 0 | New Error: 0.5232299676571218

Iteration: 1 | Best Mean-Squared-Error: 0.5232299676571218

Iteration: 0 | New Error: 0.5228188378970741

Iteration: 1 | Best Mean-Squared-Error: 0.5228188378970741

Iteration: 0 | New Error: 0.5243541392215769

Iteration: 1 | Best Mean-Squared-Error: 0.5243541392215769

Iteration: 0 | New Error: 0.524771008744828

Iteration: 2 | Best Mean-Squared-Error: 0.5166846204226165


Fold 2 | Number of Hidden Layers: 0
Number of nodes per hidden layer: []
Learning Rate: 0.01 | Momentum Constant: 0.01
Fold 2
Output: -0.041993199426616584 | Original: -0.20201978829184197
Output: -0.2498414256992358 | Original: -0.20201978829184197
Output: -0.3996740782144759 | Original: -0.20201978829184197
Output: -0.07645405794072634 | Original: -0.20201978829184197
Output: -0.07760004651517602 | Original: -0.20201978829184197
Output: -0.03351034022460442 | Original: -0.20201978829184197
Output: -0.04970213316456626 | Original: -0.20201978829184197
Output: -0.020348023158614732 | Original: -0.20201978829184197
Output: -0.010764766843716966 | Original: -0.20201978829184197
Output: -0.04738458753875238 | Original: -0.20201978829184197
Output: -0.025246568913092376 | Original: -0.20201978829184197
Output: -0.03058109726914293 | Original: -0.20201978829184197
Output: -0.12675019205123306 | Original: -0.20201978829184197
Output: -0.12964818953705082 | Original: -0.20201978829184197
Output: -0.0032452880958809757 | Original: -0.20201978829184197
Output: -0.0937240197629223 | Original: -0.20201978829184197
Output: -0.041558124513318626 | Original: -0.20201978829184197
Output: -0.014528133574580056 | Original: -0.20201978829184197
Output: -0.07386273468110924 | Original: -0.20201978829184197
Output: 0.05759956847616539 | Original: -0.20201978829184197
Output: -0.07748420282793786 | Original: -0.20201978829184197
Output: -0.02853296866164174 | Original: -0.20201978829184197
Output: -0.03575510621600182 | Original: -0.20201978829184197
Output: -0.050447284102516046 | Original: -0.1955726620997444
Output: -0.03240388490601552 | Original: -0.19085525269089249
Output: -0.0865580426290109 | Original: -0.1851943614002702
Output: -0.15109555071357825 | Original: -0.17906172916876276
Output: -0.09918753792985899 | Original: -0.17623128352345163
Output: -0.15469012556827846 | Original: -0.1713566271343047
Output: -0.0614443729160746 | Original: -0.16726820564663303
Output: -0.011879605161941822 | Original: -0.1589341156909947
Output: -0.03381080784268414 | Original: -0.15012828479447116
Output: -0.11688370238795684 | Original: -0.1402217250358822
Output: -0.14513507079919274 | Original: -0.12528326190785122
Output: -0.029078242395566695 | Original: -0.11081653972070542
Output: -0.06299286721467066 | Original: -0.10075273298182137
Output: -0.10274975064065073 | Original: -0.08864471549910154
Output: -0.10097818351114048 | Original: -0.07370625237107055
Output: -0.05444188191687543 | Original: -0.04933297042533576
Output: -0.03379068052170887 | Original: -0.0301488388293381
Output: -0.10831497620978023 | Original: -0.003259605198882309
Output: -0.00597968486129849 | Original: 0.04957538018025885
Output: -0.05126188351171296 | Original: 0.17914689194339076
Output: -0.07424721462604889 | Original: 0.2615443096180038
Output: -0.012883461693287225 | Original: 0.4030665918835604
Output: -0.027214112924387752 | Original: 0.6791922892816911
Output: -0.019815078639562604 | Original: 1.4237567409788146
Overall Mean-Squared Error for Fold 2: 0.07743036173973107

