Done Forest Fires
CrossOver 0.75
Beta 0.0
popSize 80
Output: 4.743890608604796 | Original: -0.20201978829184197
Output: 6.752155552992099 | Original: -0.20201978829184197
Output: 9.643704939123447 | Original: -0.20201978829184197
Output: 6.544877477788969 | Original: -0.20201978829184197
Output: 7.805330422290103 | Original: -0.20201978829184197
Output: 5.016491296134932 | Original: -0.20201978829184197
Output: 6.075293851342791 | Original: -0.20201978829184197
Output: 2.6270599165385007 | Original: -0.20201978829184197
Output: 8.760795550181554 | Original: -0.20201978829184197
Output: 6.261808119840772 | Original: -0.20201978829184197
Output: 6.063964290411787 | Original: -0.20201978829184197
Output: 2.0793117840694375 | Original: -0.20201978829184197
Output: 0.28666996718720256 | Original: -0.20201978829184197
Output: 3.9158007200502087 | Original: -0.20201978829184197
Output: 8.613135486426764 | Original: -0.20201978829184197
Output: 8.67159184620835 | Original: -0.20201978829184197
Output: 7.888167271990478 | Original: -0.20201978829184197
Output: 9.26853359175173 | Original: -0.20201978829184197
Output: 5.045971243698729 | Original: -0.20201978829184197
Output: 9.544939644320662 | Original: -0.20201978829184197
Output: 9.558246892820547 | Original: -0.20201978829184197
Output: 7.8546850758898215 | Original: -0.20201978829184197
Output: 7.219591637473498 | Original: -0.20201978829184197
Output: 9.504213698912764 | Original: -0.19525816813915425
Output: 4.5564856320875835 | Original: -0.19022626476971224
Output: 0.15412143711304852 | Original: -0.18472262045938503
Output: 3.0473023519354077 | Original: -0.1789044821884677
Output: 8.377154404125148 | Original: -0.17497330768109112
Output: 8.643085220432141 | Original: -0.1704131452525343
Output: 5.790674258474321 | Original: -0.16506674792250217
Output: 8.752052936558838 | Original: -0.15846237475010952
Output: 6.704032695381108 | Original: -0.14965654385358598
Output: 9.797341606843029 | Original: -0.13990723107529207
Output: 9.881372571768425 | Original: -0.12402528606549071
Output: 9.760135135978533 | Original: -0.10987305783893503
Output: 7.939164914048499 | Original: -0.09870852223798555
Output: 8.275740226308645 | Original: -0.08707224569615091
Output: 1.8491770552483668 | Original: -0.0713475476666446
Output: 0.8488293778360945 | Original: -0.04540179591795919
Output: 10.036169155314361 | Original: -0.028104628085502265
Output: 7.664537951837547 | Original: 0.003344767973510336
Output: 8.424085852418713 | Original: 0.05586525939206135
Output: 3.351659603548424 | Original: 0.1874809818990291
Output: 3.9124786324115632 | Original: 0.2747530559627891
Output: 9.214392392768179 | Original: 0.43545946982434347
Output: 3.307016222288545 | Original: 0.7592310022518782
Output: 6.683845515686432 | Original: 2.233421442518094
Overall Mean-Squared Error for Fold 2: 51.46649949783152

