Done Abalone
CrossOver 0.75
mutation 0.25
variance 0.1
k 44
popSize 80
Output: 0.6013412364624832 | Original: -2.1507912663368667
Output: 0.6013604413702706 | Original: -1.8405966969186949
Output: 0.6013250983767856 | Original: -1.8405966969186949
Output: 0.6013812509787779 | Original: -1.8405966969186949
Output: 0.6013462927077747 | Original: -1.8405966969186949
Output: 0.6013893886837697 | Original: -1.8405966969186949
Output: 0.601357785788223 | Original: -1.530402127500523
Output: 0.6013685989395203 | Original: -1.530402127500523
Output: 0.6013697834737436 | Original: -1.530402127500523
Output: 0.6019551864956647 | Original: -1.530402127500523
Output: 0.6030079986291894 | Original: -1.530402127500523
Output: 0.6016564459538032 | Original: -1.530402127500523
Output: 0.6013361280268179 | Original: -1.530402127500523
Output: 0.6015625588176308 | Original: -1.530402127500523
Output: 0.6015384646351842 | Original: -1.530402127500523
Output: 0.6013333720766918 | Original: -1.530402127500523
Output: 0.601423650462875 | Original: -1.530402127500523
Output: 0.6015118135198906 | Original: -1.2202075580823513
Output: 0.602032993789836 | Original: -1.2202075580823513
Output: 0.6030094220048113 | Original: -1.2202075580823513
Output: 0.6016659365045891 | Original: -1.2202075580823513
Output: 0.6063299103252728 | Original: -1.2202075580823513
Output: 0.6015955155116104 | Original: -1.2202075580823513
Output: 0.6064527899030041 | Original: -1.2202075580823513
Output: 0.6019388992884225 | Original: -1.2202075580823513
Output: 0.6059541652702383 | Original: -1.2202075580823513
Output: 0.6023190719928762 | Original: -1.2202075580823513
Output: 0.603412675703803 | Original: -1.2202075580823513
Output: 0.6015130850268334 | Original: -1.2202075580823513
Output: 0.6014763609334887 | Original: -1.2202075580823513
Output: 0.6013937677194343 | Original: -1.2202075580823513
Output: 0.6028052271099573 | Original: -1.2202075580823513
Output: 0.6050816248990601 | Original: -1.2202075580823513
Output: 0.6020988990197558 | Original: -1.2202075580823513
Output: 0.6029459188390602 | Original: -1.2202075580823513
Output: 0.6025640915069034 | Original: -1.2202075580823513
Output: 0.6019011386042995 | Original: -1.2202075580823513
Output: 0.6025997736543471 | Original: -1.2202075580823513
Output: 0.6029556892500675 | Original: -1.2202075580823513
Output: 0.6152262203794293 | Original: -1.2202075580823513
Output: 0.60185253574013 | Original: -0.9100129886641795
Output: 0.6022701970033417 | Original: -0.9100129886641795
Output: 0.6041519788377157 | Original: -0.9100129886641795
Output: 0.6067983271820473 | Original: -0.9100129886641795
Output: 0.6016209693317531 | Original: -0.9100129886641795
Output: 0.6017475929969552 | Original: -0.9100129886641795
Output: 0.6018066708427282 | Original: -0.9100129886641795
