Done Forest Fires
CrossOver 0.75
Beta 0.0
popSize 80
Output: 2.849410084595098 | Original: -0.20201978829184197
Output: 2.7274328465739277 | Original: -0.20201978829184197
Output: 2.8083364776745885 | Original: -0.20201978829184197
Output: 2.83136156459638 | Original: -0.20201978829184197
Output: 2.7682326327579236 | Original: -0.20201978829184197
Output: 2.1493064876686416 | Original: -0.20201978829184197
Output: 2.50934823009666 | Original: -0.20201978829184197
Output: 2.627970479643458 | Original: -0.20201978829184197
Output: 1.8393380366819296 | Original: -0.20201978829184197
Output: 2.829932972312127 | Original: -0.20201978829184197
Output: 2.5197622336774366 | Original: -0.20201978829184197
Output: 1.8539539171780022 | Original: -0.20201978829184197
Output: 2.860564608896737 | Original: -0.20201978829184197
Output: 2.7895117406511196 | Original: -0.20201978829184197
Output: 2.7973528229781506 | Original: -0.20201978829184197
Output: 2.8323904235305704 | Original: -0.20201978829184197
Output: 2.8600801526974298 | Original: -0.20201978829184197
Output: 2.819810257433122 | Original: -0.20201978829184197
Output: 2.8439068889236645 | Original: -0.20201978829184197
Output: 2.839431907997803 | Original: -0.20201978829184197
Output: 2.8598047576690573 | Original: -0.20201978829184197
Output: 2.8569529581694533 | Original: -0.20201978829184197
Output: 2.619690418310726 | Original: -0.19683063794210487
Output: 2.84768612822146 | Original: -0.1913269936317777
Output: 2.569279290813636 | Original: -0.1869240781835159
Output: 2.852957545799246 | Original: -0.1803197050111233
Output: 2.705831096041995 | Original: -0.1763885305037467
Output: 2.564007880037207 | Original: -0.17151387411459976
Output: 2.7295797278544893 | Original: -0.16773994658751823
Output: 2.638378876535186 | Original: -0.1605065854939453
Output: 2.8431880117599286 | Original: -0.15185800157771687
Output: 2.8590702118568956 | Original: -0.14368115860237357
Output: 2.2912855669361014 | Original: -0.12937168339552282
Output: 1.9070082890621567 | Original: -0.114747714228082
Output: 2.855317213900843 | Original: -0.10090997996211645
Output: 2.650660139061335 | Original: -0.09131791416411761
Output: 2.853029503265432 | Original: -0.07590771009520143
Output: 2.6581399526519074 | Original: -0.05625183755831856
Output: 2.1147404022507095 | Original: -0.03329377843523935
Output: 2.4195689680163275 | Original: -0.011750942134815727
Output: 2.8473905320340265 | Original: 0.040926796264030375
Output: 2.8479539528479294 | Original: 0.16609539257890055
Output: 2.132314883649952 | Original: 0.24865005723380862
Output: 2.6743992956435165 | Original: 0.38010853276048134
Output: 1.931101250915288 | Original: 0.6122050756759944
Output: 2.8075053775054033 | Original: 1.1894587403391705
Output: 2.8590665884089947 | Original: 11.53300785716812
Overall Mean-Squared Error for Fold 9: 9.00610644163509

