Done Forest Fires
CrossOver 0.75
mutation 0.25
variance 0.1
k 32
popSize 88
Output: 1.7812378949050967 | Original: -0.20201978829184197
Output: 1.833247105404222 | Original: -0.20201978829184197
Output: 1.852059220248802 | Original: -0.20201978829184197
Output: 1.8188498895587355 | Original: -0.20201978829184197
Output: 1.8408703781574038 | Original: -0.20201978829184197
Output: 1.7784102274500926 | Original: -0.20201978829184197
Output: 1.800834027700673 | Original: -0.20201978829184197
Output: 1.5850249214654544 | Original: -0.20201978829184197
Output: 1.8450570706767462 | Original: -0.20201978829184197
Output: 1.8099238846366459 | Original: -0.20201978829184197
Output: 1.8082588919397753 | Original: -0.20201978829184197
Output: 1.5397750531459802 | Original: -0.20201978829184197
Output: 1.2174380102790674 | Original: -0.20201978829184197
Output: 1.7309949124991473 | Original: -0.20201978829184197
Output: 1.846789732800831 | Original: -0.20201978829184197
Output: 1.848124880138656 | Original: -0.20201978829184197
Output: 1.8432747347315246 | Original: -0.20201978829184197
Output: 1.8520718652440968 | Original: -0.20201978829184197
Output: 1.8092019157056982 | Original: -0.20201978829184197
Output: 1.8531519743173168 | Original: -0.20201978829184197
Output: 1.8520543739912965 | Original: -0.20201978829184197
Output: 1.841281304215548 | Original: -0.20201978829184197
Output: 1.8246650101640554 | Original: -0.20201978829184197
Output: 1.8515728538757175 | Original: -0.19525816813915425
Output: 1.7662065680640375 | Original: -0.19022626476971224
Output: 1.1899268046917895 | Original: -0.18472262045938503
Output: 1.7114945462270892 | Original: -0.1789044821884677
Output: 1.8450945466388875 | Original: -0.17497330768109112
Output: 1.8472354330072158 | Original: -0.1704131452525343
Output: 1.823462131691544 | Original: -0.16506674792250217
Output: 1.8495406684432452 | Original: -0.15846237475010952
Output: 1.8236451060161762 | Original: -0.14965654385358598
Output: 1.853649100770048 | Original: -0.13990723107529207
Output: 1.8538666621756397 | Original: -0.12402528606549071
Output: 1.8536820365990534 | Original: -0.10987305783893503
Output: 1.8415461328095217 | Original: -0.09870852223798555
Output: 1.8417098931714277 | Original: -0.08707224569615091
Output: 1.474288938180957 | Original: -0.0713475476666446
Output: 1.2629091685393723 | Original: -0.04540179591795919
Output: 1.8541943709428468 | Original: -0.028104628085502265
Output: 1.836298477822786 | Original: 0.003344767973510336
Output: 1.8465652168413365 | Original: 0.05586525939206135
Output: 1.6869744035736722 | Original: 0.1874809818990291
Output: 1.6863254959327854 | Original: 0.2747530559627891
Output: 1.852095968773452 | Original: 0.43545946982434347
Output: 1.573491317249241 | Original: 0.7592310022518782
Output: 1.8298868765609415 | Original: 2.233421442518094
Overall Mean-Squared Error for Fold 2: 3.496607682871289

