Done Machine
CrossOver 0.25
Beta 0.0
popSize 80
Output: -0.028816378889104044 | Original: -0.5897454533211701
Output: -0.6250862186405957 | Original: -0.5585822252305238
Output: -0.12084180882185747 | Original: -0.5336516427580067
Output: -0.7037186907830032 | Original: -0.5149537059036189
Output: -0.4791181555933747 | Original: -0.496255769049231
Output: -0.9155361473637104 | Original: -0.4650925409585846
Output: -0.45829682716276177 | Original: -0.4463946041041968
Output: -0.07125236150310382 | Original: -0.4214640216316797
Output: -0.2837588734611162 | Original: -0.3965334391591626
Output: -0.3761532438108183 | Original: -0.3466722742141284
Output: -0.13720038217817668 | Original: -0.2968111092690942
Output: 0.01778552892519869 | Original: -0.25318258994218923
Output: -0.48731374950132056 | Original: -0.20955407061528433
Output: 0.24514720382319147 | Original: -0.07866851263456953
Output: 0.3274968248913053 | Original: 0.15193937523621365
Output: -0.2831404810678821 | Original: 0.23919641389002352
Output: 0.674433100907119 | Original: 0.6754816071590728
Output: 1.0569117297757273 | Original: 1.3236767514445174
Output: 2.712143112951487 | Original: 2.5203447101253382
Overall Mean-Squared Error for Fold 6: 0.08195750226878448

