Done Machine
Particles 18	Inertia 1.0	CogBias 0.001	SocBias 1.0
Output: -0.6824657664080137 | Original: -0.6146760357936872
Output: -0.44675776986102134 | Original: -0.5710475164667823
Output: -0.585368318714899 | Original: -0.5461169339942652
Output: -0.5782916560002577 | Original: -0.5211863515217481
Output: -0.5885822885014812 | Original: -0.5024884146673603
Output: -0.2286506382269431 | Original: -0.4713251865767139
Output: -0.6395295967590412 | Original: -0.45885989534045535
Output: -0.5568953503387578 | Original: -0.43392931286793823
Output: -0.4206073278618119 | Original: -0.4089987303954212
Output: 0.03931180487585444 | Original: -0.3716028566866455
Output: -0.37717273698301107 | Original: -0.3342069829778698
Output: -0.3072583677469039 | Original: -0.2718805267965771
Output: -0.007123992942584961 | Original: -0.2220193618515429
Output: -0.003272572929294306 | Original: -0.15969290567025013
Output: 0.017897427714878282 | Original: 0.045984399728015976
Output: -0.09452449355267532 | Original: 0.20180054018124785
Output: 0.9628489341562857 | Original: 0.5757592772690044
Output: 0.09451206533404721 | Original: 1.0494403442468292
Output: 1.8322000908066853 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 2: 0.08937706065356721

