Done Machine
Particles 13	Inertia 1.0	CogBias 0.001	SocBias 1.0
Output: -0.261359811889138 | Original: -0.5897454533211701
Output: -0.580645137956807 | Original: -0.5585822252305238
Output: -0.8974364010446639 | Original: -0.5336516427580067
Output: -0.4819732593105421 | Original: -0.5211863515217481
Output: -0.7066513419509494 | Original: -0.496255769049231
Output: -0.6801400844282955 | Original: -0.4713251865767139
Output: -0.25289317704795505 | Original: -0.4526272497223261
Output: -0.6529245407671339 | Original: -0.4214640216316797
Output: -0.35083080271474004 | Original: -0.3965334391591626
Output: -0.1505264514002768 | Original: -0.3466722742141284
Output: -0.6181988616402196 | Original: -0.3092764005053527
Output: -0.041190633687618924 | Original: -0.25941523556031854
Output: -0.6867313846850636 | Original: -0.2157867162334136
Output: -0.6909067670659176 | Original: -0.08490115825269881
Output: 0.4365448618660337 | Original: 0.0896129190549209
Output: 0.08745296473808711 | Original: 0.23296376827189424
Output: 0.639948912265114 | Original: 0.6630163159228143
Output: 3.136570382030161 | Original: 1.2551176496450953
Output: 2.0560620931658917 | Original: 2.5203447101253382
Overall Mean-Squared Error for Fold 5: 0.26808827425541165

