Done Machine
Particles 16	Inertia 1.0	CogBias 1.0	SocBias 1.0
Output: -0.1759569625313352 | Original: -0.5835128077030408
Output: -0.24776598817267043 | Original: -0.5585822252305238
Output: -0.3022341480015326 | Original: -0.5336516427580067
Output: -0.286355691492308 | Original: -0.5087210602854896
Output: -0.22277766767690727 | Original: -0.4900231234311017
Output: -0.27429652510370767 | Original: -0.45885989534045535
Output: 0.047393675369148014 | Original: -0.44016195848606754
Output: -0.3483307089342348 | Original: -0.4214640216316797
Output: -0.273771439619911 | Original: -0.37783550230477475
Output: -0.20731608426827658 | Original: -0.3466722742141284
Output: -0.06883206508518183 | Original: -0.28434581803283565
Output: 0.042221606386863536 | Original: -0.24694994432405998
Output: 0.12714329660473725 | Original: -0.19708877937902577
Output: 0.5135979503628118 | Original: -0.03503999330766461
Output: 0.12886257072142213 | Original: 0.1644046664724722
Output: 1.2895170403882337 | Original: 0.41371049119764325
Output: 1.2892149641009376 | Original: 0.7128774808678484
Output: 2.150725712379612 | Original: 1.629076386732852
Output: 4.29790072913565 | Original: 5.044566185467695
Overall Mean-Squared Error for Fold 8: 0.16898895289671417

