Done Machine
Particles 18	Inertia 1.0	CogBias 1.0	SocBias 1.0
Output: -0.8385734244045147 | Original: -0.6084433901755579
Output: -0.861070137798398 | Original: -0.5710475164667823
Output: -0.8811745222178402 | Original: -0.5461169339942652
Output: -0.5761862877436715 | Original: -0.5211863515217481
Output: -0.5943367499334344 | Original: -0.496255769049231
Output: -0.051383011772822645 | Original: -0.4713251865767139
Output: -0.22195367075385478 | Original: -0.4526272497223261
Output: -0.55488124543216 | Original: -0.43392931286793823
Output: -0.6862242862794337 | Original: -0.4089987303954212
Output: -0.6834478475331331 | Original: -0.3716028566866455
Output: -0.5119018837474636 | Original: -0.3279743373597406
Output: -0.5923162359471834 | Original: -0.2718805267965771
Output: -0.4059816948689744 | Original: -0.2220193618515429
Output: -0.4684609377857457 | Original: -0.134762323197733
Output: 0.09658836220445677 | Original: 0.05221704534614525
Output: 0.4466895943490599 | Original: 0.2142658314175064
Output: 0.513239467735285 | Original: 0.6380857334502972
Output: 0.7384154705583077 | Original: 1.068138281101217
Output: 1.4858738986572773 | Original: 2.239875657309521
Overall Mean-Squared Error for Fold 3: 0.09004163709067

