Done Machine
Particles 8	Inertia 1.0	CogBias 1.0	SocBias 1.0
Output: -0.6754128413113403 | Original: -0.6209086814118165
Output: -1.4588406835560734 | Original: -0.5772801620849116
Output: -1.195173867894892 | Original: -0.5461169339942652
Output: -0.4653668796863922 | Original: -0.5211863515217481
Output: -0.6438690408792478 | Original: -0.5024884146673603
Output: -0.35852879767157614 | Original: -0.47755783219484316
Output: -0.182681072826415 | Original: -0.45885989534045535
Output: -0.37034669525727965 | Original: -0.43392931286793823
Output: -0.3477218550335697 | Original: -0.4089987303954212
Output: -0.8979305843211571 | Original: -0.37783550230477475
Output: 0.18051722642807402 | Original: -0.3342069829778698
Output: -0.28470281311467577 | Original: -0.2718805267965771
Output: -0.5886085409971067 | Original: -0.22825200746967214
Output: -0.5026539648915722 | Original: -0.17839084252463794
Output: 0.3343988505634533 | Original: 0.033519108491757425
Output: 0.3951912449757822 | Original: 0.20180054018124785
Output: 0.6877300161858511 | Original: 0.5196654667058409
Output: 1.0359431297507853 | Original: 1.0182771161561828
Output: 1.6124674982191087 | Original: 1.8659169202217643
Overall Mean-Squared Error for Fold 1: 0.12179314777473535

