Done Machine
Particles 13	Inertia 1.0	CogBias 1.0	SocBias 1.0
Output: -0.8455707804162499 | Original: -0.5835128077030408
Output: -0.35194870035430526 | Original: -0.5523495796123945
Output: -0.13494215908704796 | Original: -0.5274189971398774
Output: -0.35715847096839715 | Original: -0.5087210602854896
Output: -0.15221533790502503 | Original: -0.4900231234311017
Output: -0.041330514591877726 | Original: -0.45885989534045535
Output: -0.04268381592505521 | Original: -0.44016195848606754
Output: -0.25505484550183766 | Original: -0.4089987303954212
Output: -0.27339672555831873 | Original: -0.37783550230477475
Output: -0.38959777552833974 | Original: -0.3466722742141284
Output: -0.054265583419520286 | Original: -0.28434581803283565
Output: -0.052011346764302774 | Original: -0.24694994432405998
Output: 0.04024309089006478 | Original: -0.1908561337608965
Output: -0.08536050869325817 | Original: -0.0038767652170182314
Output: 0.2709379450614371 | Original: 0.17063731209060148
Output: 0.6146013196675404 | Original: 0.4199431368157725
Output: 0.34839720928579276 | Original: 0.8188324563760461
Output: 0.5440013978769042 | Original: 1.6353090323509811
Output: 3.410387443618121 | Original: 6.4718420320193
Overall Mean-Squared Error for Fold 9: 0.618548896545677

