Done Machine
Particles 12	Inertia 1.0	CogBias 0.001	SocBias 1.0
Output: -0.915148794581545 | Original: -0.5897454533211701
Output: -0.6129239506195554 | Original: -0.5585822252305238
Output: -0.6882772388944474 | Original: -0.5336516427580067
Output: -0.42527367227773094 | Original: -0.5149537059036189
Output: -0.6124472420335172 | Original: -0.496255769049231
Output: -0.067187354068755 | Original: -0.4650925409585846
Output: -0.4401107757095294 | Original: -0.4463946041041968
Output: -0.09456016527282618 | Original: -0.4214640216316797
Output: -0.7166597012068503 | Original: -0.3965334391591626
Output: -0.4997715190728777 | Original: -0.3466722742141284
Output: -0.4906583688638515 | Original: -0.2968111092690942
Output: -0.22081792683467769 | Original: -0.25318258994218923
Output: -0.2684445509511606 | Original: -0.20955407061528433
Output: -0.3273479695172924 | Original: -0.07866851263456953
Output: -0.32290420532861014 | Original: 0.15193937523621365
Output: -0.3255259754098284 | Original: 0.23919641389002352
Output: 0.3472093030550736 | Original: 0.6754816071590728
Output: 1.0132599460517788 | Original: 1.3236767514445174
Output: 1.3572949364116262 | Original: 2.5203447101253382
Overall Mean-Squared Error for Fold 6: 0.14476707513998785

